pair,year,trades,wins,losses,net_pnl_usd,profit_factor
USDCAD,2022,2,0,2,-1483.2555587501647,0.0
USDCAD,2023,1,0,1,-843.9208910245512,0.0
USDCAD,2024,3,2,1,-241.3256124282046,0.4988390919328529
