pair,year,trades,wins,losses,net_pnl_usd,profit_factor
EURUSD,2022,3,3,0,1484.354863269931,inf
EURUSD,2023,2,2,0,673.837791516792,inf
EURUSD,2024,1,1,0,467.85692274792683,inf
EURUSD,2025,3,2,1,526.2471697998803,2.4109853596655255
