trade_id,entry_time,exit_time,direction,verdict,gross_r,net_r,comm_r
0,2015-01-02T12:09:00+00:00,2015-01-02T13:12:47.162000,SHORT,BE_STOP,0.0,-0.0373,0.0373
1,2015-01-05T12:33:00+00:00,2015-01-05T13:30:53.023000,SHORT,SL,-1.0,-1.0171,0.0171
2,2015-01-06T12:48:00+00:00,2015-01-06T13:25:51.474000,LONG,BE_STOP,0.0,-0.0329,0.0329
3,2015-01-08T12:48:00+00:00,2015-01-08T13:06:29.971000,LONG,BE_STOP,0.0,-0.0327,0.0327
4,2015-01-09T13:30:00+00:00,2015-01-09T15:33:53.942000,SHORT,SL,-1.0,-1.0088,0.0088
5,2015-01-12T13:00:00+00:00,2015-01-12T13:15:24.388000,LONG,TP,1.4,1.3444,0.0556
6,2015-01-13T13:30:00+00:00,2015-01-13T14:16:30.804000,SHORT,BE_STOP,0.0,-0.0282,0.0282
7,2015-01-15T21:00:00+00:00,2015-01-15T21:54:29.670000,SHORT,SL,-1.0,-1.0229,0.0229
8,2015-01-16T15:09:00+00:00,2015-01-16T15:43:22.960000,SHORT,TP,1.4,1.3808,0.0192
9,2015-01-19T15:15:00+00:00,2015-01-19T15:56:27.583000,LONG,BE_STOP,0.0,-0.0331,0.0331
10,2015-01-20T17:30:00+00:00,2015-01-20T18:51:09.922000,SHORT,BE_STOP,0.0,-0.0385,0.0385
11,2015-01-22T12:27:00+00:00,2015-01-22T13:40:13.771000,LONG,SL,-1.0,-1.0097,0.0097
12,2015-01-26T16:03:00+00:00,2015-01-26T16:19:29.591000,LONG,TP,1.4,1.3583,0.0417
13,2015-01-27T15:33:00+00:00,2015-01-27T16:21:42.818000,LONG,BE_STOP,0.0,-0.0155,0.0155
14,2015-01-29T15:24:00+00:00,2015-01-29T16:15:34.442000,LONG,SL,-1.0,-1.015,0.015
15,2015-01-30T15:36:00+00:00,2015-01-30T16:02:08.935000,SHORT,BE_STOP,0.0,-0.0184,0.0184
