pair,month,trades,wins,losses,net_pnl_usd,profit_factor
EURUSD,2022-01,2,1,1,-424.65599851251307,0.3177526403554305
EURUSD,2022-02,1,0,1,-763.1855970643846,0.0
EURUSD,2022-03,4,1,3,-2409.531532516875,0.12371056695997681
EURUSD,2022-05,1,0,1,-875.807943402667,0.0
EURUSD,2022-08,2,1,1,-282.4723329392877,0.6423012881944694
EURUSD,2022-11,1,1,0,230.96948820000625,inf
EURUSD,2022-12,1,1,0,344.1419048058454,inf
EURUSD,2023-01,4,0,4,-3267.8577039852685,0.0
EURUSD,2023-02,1,0,1,-878.7684292986763,0.0
EURUSD,2023-03,2,2,0,738.6728440794037,inf
EURUSD,2023-04,1,1,0,179.36241660548237,inf
EURUSD,2023-05,2,1,1,-619.8290127041737,0.25931267898408966
EURUSD,2023-06,3,1,2,-755.9039334224923,0.3028744914955445
EURUSD,2023-07,1,1,0,226.10174910656295,inf
EURUSD,2023-08,1,0,1,-911.4828361599651,0.0
EURUSD,2023-09,4,3,1,-308.32445253060325,0.5727673070369244
EURUSD,2023-10,1,1,0,265.79446129675927,inf
EURUSD,2023-11,1,1,0,212.40929407111915,inf
EURUSD,2023-12,1,0,1,-620.4972450100526,0.0
EURUSD,2024-03,1,0,1,-418.4060708668798,0.0
EURUSD,2024-04,1,0,1,-531.038034132326,0.0
EURUSD,2024-05,2,1,1,-224.00704886885643,0.45609530024077083
EURUSD,2024-06,2,1,1,-524.4157169345175,0.16393919863093273
EURUSD,2024-07,1,1,0,122.0451108003571,inf
EURUSD,2024-08,1,1,0,124.1724839421518,inf
EURUSD,2024-09,2,2,0,302.3762699742941,inf
EURUSD,2024-10,1,0,1,-454.56797369078885,0.0
EURUSD,2025-02,1,0,1,-635.1977033789894,0.0
EURUSD,2025-03,1,1,0,326.2491292527439,inf
EURUSD,2025-05,1,0,1,-863.6647170393626,0.0
EURUSD,2025-07,1,1,0,300.4063706014929,inf
EURUSD,2025-09,1,0,1,-427.91296593296534,0.0
EURUSD,2025-10,1,0,1,-513.8235798118382,0.0
EURUSD,2025-12,1,1,0,93.82877272690006,inf
