h1_ema_fast,h1_ema_slow,asr_h1_adx_max,asr_h1_distance_atr_max,m15_ema_period,asr_m15_extension_atr,asr_m15_rsi_long,asr_m15_rsi_short,asr_m5_reclaim_rsi_long,asr_m5_reclaim_rsi_short,stop_atr_multiple,asr_take_profit_rr_cap,asr_max_hold_bars,validation_score,full_sample_goal_score,avg_validation_goal_score,avg_validation_robustness,avg_validation_return_pct,avg_validation_sharpe,worst_validation_drawdown_pct,profitable_window_ratio,full_sample_robustness,initial_capital,final_equity,total_return_pct,max_drawdown_pct,sharpe_ratio,profit_factor,total_trades,wins,losses,break_even_trades,win_rate_pct,trades_per_month,profit_month_ratio,avg_monthly_net_pnl_usd,expectancy_usd,avg_trade_minutes,median_trade_minutes,max_consecutive_wins,max_consecutive_losses
21,200,18.0,0.8,10,0.35,34.0,66.0,38.0,62.0,0.8,0.9,9,50.43004408418054,37.22758796885861,33.84964450579257,3.4135792624777523,0.5925118558184228,0.23041261837604993,1.2795297356968685,0.5,2.0180125148988233,100000.0,101173.3752937798,1.173375293779788,1.2791659473902877,0.3114093490998616,1.2836842448772523,21,14,7,0,66.66666666666666,1.4,0.6,78.22501958531674,55.87501398951198,11.904761904761905,10.0,3,2
21,200,18.0,0.8,10,0.35,34.0,66.0,38.0,62.0,0.8,0.9,4,46.75274605992158,33.66935647840898,31.487204313488128,2.651470320183275,0.1858099253147616,0.13849855588530963,1.2102389361543118,0.5,1.4595133908459725,100000.0,100364.90936162074,0.3649093616207466,1.4967708049272104,0.12137732666149881,1.0968453425079168,21,14,7,0,66.66666666666666,1.4,0.6,24.327290774713926,17.376636267652817,10.952380952380953,10.0,3,2
21,200,18.0,0.8,10,0.35,34.0,66.0,38.0,62.0,0.8,0.9,6,46.21808833636846,35.06694003376446,31.21919658651074,2.430604100769058,0.3749485696189381,0.09919370948794648,1.7012612772873956,0.5,1.6404890214546617,100000.0,100741.48058155211,0.7414805815521008,1.7009078084095222,0.1872002324479643,1.1624776439296358,21,14,7,0,66.66666666666666,1.4,0.6,49.432038770137254,35.308599121526626,11.904761904761905,10.0,3,2
21,200,18.0,0.8,10,0.35,34.0,66.0,38.0,62.0,1.0,0.7,9,42.89317949078792,32.134249723405965,28.984682491066607,2.6093934687459925,0.12761196392003793,0.007610806911538037,1.490507668692548,0.5,1.3381141939659842,100000.0,100240.61697964961,0.24061697964961049,1.490507668692548,0.07189041722427682,1.0532785429128513,21,14,7,0,66.66666666666666,1.4,0.6,16.041131976640724,11.457951411886247,12.619047619047619,10.0,3,2
21,200,18.0,0.8,10,0.35,34.0,66.0,38.0,62.0,1.0,0.7,4,41.38382254971698,28.258508751114967,28.018338811318486,2.281570987828935,-0.10181903348210342,-0.038693729876049354,1.452001356026797,0.5,1.113732072474,100000.0,99787.74016762087,-0.21225983237913582,1.861746807649816,-0.060017300260616475,0.9474000696156066,21,14,7,0,66.66666666666666,1.4,0.6,-14.15065549194356,-10.10761106567397,11.666666666666666,10.0,3,2
21,200,18.0,0.8,10,0.35,34.0,66.0,38.0,62.0,1.0,0.7,6,41.24452166228288,30.53964909225401,27.8974487045042,2.2292790077450806,0.031308391810869196,-0.05274523626205685,1.490507668692548,0.5,1.2202829497335141,100000.0,100049.90815599087,0.04990815599086318,1.490507668692548,0.02071732234846046,1.0106075597403943,21,14,7,0,66.66666666666666,1.4,0.6,3.3272103993900752,2.3765788567072046,12.619047619047619,10.0,3,2
21,200,18.0,0.8,10,0.35,34.0,66.0,38.0,58.0,0.8,0.7,4,41.04497260441554,26.43651546063979,27.767991409868756,1.4535757427709013,-0.1922432967275456,-0.10329846941206514,1.283814615456406,0.5,1.0753256363100931,100000.0,99613.35875755732,-0.3866412424426868,1.301582856687563,-0.12387222294711353,0.8972717996102004,21,14,7,0,66.66666666666666,1.3125,0.625,-24.165077652668117,-18.411487735366194,10.714285714285714,10.0,3,2
21,200,18.0,0.8,10,0.35,34.0,66.0,38.0,58.0,0.8,0.7,9,40.770336412459784,26.777595154410758,27.58135427270841,1.3972230772728906,-0.1892086424157946,-0.11510414362301702,1.283814615456406,0.5,1.0881411865101154,100000.0,99620.16198576608,-0.37983801423391306,1.283814615456406,-0.11098717182625727,0.9077440818944466,21,14,7,0,66.66666666666666,1.3125,0.625,-23.739875889619796,-18.087524487329368,11.428571428571429,10.0,3,2
21,200,18.0,0.8,10,0.35,34.0,66.0,38.0,62.0,0.8,0.7,4,40.172138885335286,26.87472841989481,27.17154147139432,1.8751084233517832,-0.1703682790758887,-0.08666956087608246,1.283814615456406,0.5,1.0690425392487384,100000.0,99654.09674020758,-0.34590325979242387,1.5699242868606158,-0.10975808075046649,0.9079955342427786,21,14,7,0,66.66666666666666,1.4,0.6,-23.060217319493088,-16.471583799637912,10.714285714285714,10.0,3,2
21,200,18.0,0.8,10,0.35,34.0,66.0,38.0,62.0,0.8,0.7,9,39.499119861442615,27.18140343469819,26.715514261855724,1.7227311541803783,-0.1673336247641377,-0.11425772003383053,1.283814615456406,0.5,1.0809542908869418,100000.0,99660.3886219861,-0.3396113780138932,1.4985674742002277,-0.09821740019007849,0.9174098953051026,21,14,7,0,66.66666666666666,1.4,0.6,-22.640758534259966,-16.17197038161425,11.428571428571429,10.0,3,2
21,200,18.0,0.8,10,0.35,34.0,66.0,38.0,62.0,0.8,0.7,6,35.83985572192724,24.033996468121632,24.39301872298372,1.186925903548775,-0.38224537526189706,-0.2477950252487522,1.7014872725678514,0.5,0.971183137877644,100000.0,99234.65034534557,-0.7653496546544347,1.91938107874254,-0.20718686114346876,0.8312149031120758,21,14,7,0,66.66666666666666,1.4,0.6,-51.02331031029562,-36.44522165021116,11.428571428571429,10.0,3,2
21,200,18.0,0.8,10,0.35,34.0,66.0,38.0,62.0,1.0,0.9,6,34.36435567943278,28.59289783474088,23.309405232500332,2.9234555172476706,0.05881426609658513,-0.10928279762386145,1.8051147489357569,0.5,1.2367934209941411,100000.0,100088.29818197546,0.0882981819754658,1.8051147489357569,0.03010574006184829,1.017701479718731,21,13,8,0,61.904761904761905,1.4,0.6,5.886545465029447,4.204675332163888,14.523809523809524,10.0,3,2
21,200,18.0,0.8,10,0.35,34.0,66.0,38.0,62.0,1.0,0.5,4,34.100041746696384,20.82704060959886,23.20503356978633,1.4291306927812877,-0.5201321485815924,-0.3099256305039497,1.543878897173786,0.5,0.8622390216266931,100000.0,98955.34766130401,-1.0446523386959838,1.979748590248852,-0.3403478616348721,0.7404932353189136,21,14,7,0,66.66666666666666,1.4,0.6,-69.6434892463967,-49.745349461711925,11.428571428571429,10.0,3,2
