trade_id,entry_time,exit_time,direction,verdict,gross_r,net_r,comm_r
1876,2023-03-01T12:21:00+00:00,2023-03-01T12:59:25.412000,LONG,TP,1.4,1.35,0.05
1877,2023-03-02T12:42:00+00:00,2023-03-02T13:30:27.729000,SHORT,TP,1.4,1.3709,0.0291
1878,2023-03-03T15:00:00+00:00,2023-03-03T17:11:04.670000,SHORT,SL,-1.0,-1.0226,0.0226
1879,2023-03-06T14:09:00+00:00,2023-03-06T14:30:21.817000,LONG,BE_STOP,0.0,-0.0549,0.0549
1880,2023-03-07T12:39:00+00:00,2023-03-07T13:16:29.717000,LONG,BE_STOP,0.0,-0.0376,0.0376
1881,2023-03-08T13:15:00+00:00,2023-03-08T14:04:41.773000,SHORT,SL,-1.0,-1.0424,0.0424
1882,2023-03-09T13:30:00+00:00,2023-03-09T15:00:58.557000,LONG,BE_STOP,0.0,-0.0227,0.0227
1883,2023-03-10T14:21:00+00:00,2023-03-10T15:06:04.983000,LONG,TP,1.4,1.3834,0.0166
1884,2023-03-13T11:48:00+00:00,2023-03-13T12:19:01.070000,LONG,SL,-1.0,-1.0279,0.0279
1885,2023-03-14T13:30:00+00:00,2023-03-14T14:05:18.657000,SHORT,BE_STOP,0.0,-0.0176,0.0176
1886,2023-03-15T15:57:00+00:00,2023-03-15T17:34:17.598000,LONG,TP,1.4,1.3742,0.0258
1887,2023-03-16T13:51:00+00:00,2023-03-16T23:44:59.631000,LONG,TIME_EXIT,-0.0542,-0.0613,0.0071
1888,2023-03-17T16:09:00+00:00,2023-03-17T16:26:43.561000,LONG,TP,1.4,1.3505,0.0495
1889,2023-03-22T16:00:00+00:00,2023-03-22T18:00:01.379000,LONG,TP,1.4,1.3474,0.0526
1890,2023-03-23T18:36:00+00:00,2023-03-23T18:55:06.753000,SHORT,TP,1.4,1.3708,0.0292
1891,2023-03-24T11:21:00+00:00,2023-03-24T13:45:00.266000,LONG,BE_STOP,0.0,-0.0146,0.0146
1892,2023-03-28T14:42:00+00:00,2023-03-28T14:51:58.702000,LONG,BE_STOP,0.0,-0.0282,0.0282
1893,2023-03-29T13:21:00+00:00,2023-03-29T14:50:29.533000,SHORT,BE_STOP,0.0,-0.023,0.023
1894,2023-03-30T12:00:00+00:00,2023-03-30T12:12:20.303000,LONG,BE_STOP,0.0,-0.0549,0.0549
1895,2023-03-31T15:39:00+00:00,2023-03-31T15:56:30.155000,LONG,BE_STOP,0.0,-0.0413,0.0413
