trade_id,entry_time,exit_time,direction,verdict,gross_r,net_r,comm_r
244,2016-02-01T14:33:00+00:00,2016-02-01T14:50:38.133000,LONG,TP,1.4,1.3537,0.0463
245,2016-02-02T13:12:00+00:00,2016-02-02T13:59:46.949000,LONG,TP,1.4,1.3573,0.0427
246,2016-02-03T12:33:00+00:00,2016-02-03T13:03:24.012000,LONG,TP,1.4,1.3561,0.0439
247,2016-02-05T15:45:00+00:00,2016-02-05T16:52:52.960000,LONG,BE_STOP,0.0,-0.0238,0.0238
248,2016-02-08T12:15:00+00:00,2016-02-08T13:16:02.018000,SHORT,TP,1.4,1.364,0.036
249,2016-02-09T13:00:00+00:00,2016-02-09T13:07:46.248000,LONG,BE_STOP,0.0,-0.0321,0.0321
250,2016-02-10T13:27:00+00:00,2016-02-10T14:35:23.685000,SHORT,BE_STOP,0.0,-0.0209,0.0209
251,2016-02-11T16:03:00+00:00,2016-02-11T16:37:02.618000,LONG,TP,1.4,1.3645,0.0355
252,2016-02-12T12:30:00+00:00,2016-02-12T12:57:03.112000,SHORT,BE_STOP,0.0,-0.0362,0.0362
253,2016-02-15T14:39:00+00:00,2016-02-15T15:16:22.622000,SHORT,TP,1.4,1.3818,0.0182
254,2016-02-16T14:39:00+00:00,2016-02-16T15:01:02.273000,SHORT,TP,1.4,1.373,0.027
255,2016-02-17T14:12:00+00:00,2016-02-17T14:28:54.717000,SHORT,BE_STOP,0.0,-0.0296,0.0296
256,2016-02-18T14:33:00+00:00,2016-02-18T15:03:14.844000,LONG,BE_STOP,0.0,-0.0281,0.0281
257,2016-02-19T16:03:00+00:00,2016-02-19T16:19:06.526000,LONG,BE_STOP,0.0,-0.0331,0.0331
258,2016-02-22T12:00:00+00:00,2016-02-22T12:02:30.081000,SHORT,BE_STOP,0.0,-0.1282,0.1282
259,2016-02-23T12:12:00+00:00,2016-02-23T12:27:31.558000,LONG,BE_STOP,0.0,-0.0526,0.0526
260,2016-02-24T13:00:00+00:00,2016-02-24T13:06:24.757000,LONG,BE_STOP,0.0,-0.0667,0.0667
261,2016-02-25T12:48:00+00:00,2016-02-25T13:30:01.030000,SHORT,TP,1.4,1.3533,0.0467
262,2016-02-26T13:00:00+00:00,2016-02-26T13:18:38.849000,SHORT,BE_STOP,0.0,-0.0556,0.0556
263,2016-02-29T15:24:00+00:00,2016-03-01T00:44:58.052000,SHORT,TIME_EXIT,-0.5232,-0.5397,0.0166
