pair,year,trades,wins,losses,win_rate,total_pnl_r,total_pnl_usd,avg_pnl_r,max_drawdown_pct,profit_factor
EURUSD,2022,20,7,13,35.0,-8.228756659526498,-8228.756659526498,-0.4114378329763249,9.578221264312933,0.2716294617418034
EURUSD,2023,33,16,17,48.484848484848484,-6.95095068296965,-6950.950682969648,-0.2106348691808985,8.777583066146613,0.5761543814476604
EURUSD,2024,18,7,11,38.88888888888889,-5.787349007397918,-5787.349007397918,-0.32151938929988433,5.516865279844287,0.3497725705708604
EURUSD,2025,24,11,13,45.83333333333333,-4.546392894002865,-4546.392894002865,-0.18943303725011937,6.656485455399479,0.6186948281740515
