,open,high,low,close,volume
2016-01-12 13:00:00-05:00,117.792,117.864,117.616,117.698,8818.03997039795
2016-01-12 14:00:00-05:00,117.696,117.781,117.525,117.569,8868.679985046387
2016-01-12 15:00:00-05:00,117.527,117.641,117.382,117.636,9925.349975585938
2016-01-12 16:00:00-05:00,117.613,117.767,117.547,117.741,7524.689971923828
2016-01-12 17:00:00-05:00,117.71,117.736,117.628,117.648,1715.1300067901611
2016-01-12 18:00:00-05:00,117.631,117.744,117.626,117.733,3296.8200011253357
2016-01-12 19:00:00-05:00,117.734,117.865,117.705,117.843,4320.089994430542
2016-01-12 20:00:00-05:00,117.835,117.959,117.771,117.847,6812.009979248047
2016-01-12 21:00:00-05:00,117.844,118.164,117.806,118.077,8983.130004882812
2016-01-12 22:00:00-05:00,118.057,118.357,118.057,118.316,8347.430000305176
2016-01-12 23:00:00-05:00,118.309,118.309,118.11,118.239,5387.849969863892
2016-01-13 00:00:00-05:00,118.236,118.307,118.18,118.307,4236.509986877441
2016-01-13 01:00:00-05:00,118.305,118.341,118.165,118.289,5809.799987792969
2016-01-13 02:00:00-05:00,118.284,118.293,118.094,118.141,4729.339998245239
2016-01-13 03:00:00-05:00,118.14,118.233,118.02,118.233,8954.669982910156
2016-01-13 04:00:00-05:00,118.219,118.372,118.166,118.287,11678.579933166504
2016-01-13 05:00:00-05:00,118.284,118.366,118.197,118.27,8177.009998321533
2016-01-13 06:00:00-05:00,118.265,118.332,118.243,118.303,6486.4599609375
2016-01-13 07:00:00-05:00,118.298,118.309,118.135,118.153,6717.619976043701
2016-01-13 08:00:00-05:00,118.148,118.205,118.072,118.126,7135.949981689453
2016-01-13 09:00:00-05:00,118.116,118.238,118.046,118.173,9089.759956359863
2016-01-13 10:00:00-05:00,118.169,118.201,118.081,118.182,12238.899993896484
2016-01-13 11:00:00-05:00,118.168,118.352,118.031,118.343,14306.700057983398
2016-01-13 12:00:00-05:00,118.335,118.335,118.063,118.079,11425.090049743652
2016-01-13 13:00:00-05:00,118.064,118.167,117.991,118.063,7632.35998916626
2016-01-13 14:00:00-05:00,118.058,118.118,117.834,117.908,7991.050003051758
2016-01-13 15:00:00-05:00,117.889,117.929,117.691,117.806,11008.209976196289
2016-01-13 16:00:00-05:00,117.768,117.881,117.64,117.699,9113.350044250488
2016-01-13 17:00:00-05:00,117.676,117.753,117.642,117.681,2677.2399921417236
2016-01-13 18:00:00-05:00,117.667,117.669,117.605,117.639,3297.6900024414062
2016-01-13 19:00:00-05:00,117.632,117.648,117.372,117.435,5490.629989624023
2016-01-13 20:00:00-05:00,117.415,117.571,117.306,117.499,9132.179969787598
2016-01-13 21:00:00-05:00,117.485,117.527,117.301,117.527,11134.520034790039
2016-01-13 22:00:00-05:00,117.51,117.536,117.418,117.471,7137.230014801025
2016-01-13 23:00:00-05:00,117.472,117.614,117.419,117.507,6050.740005493164
2016-01-14 00:00:00-05:00,117.491,117.529,117.293,117.413,5399.839990615845
2016-01-14 01:00:00-05:00,117.406,117.69,117.395,117.688,7604.12996673584
2016-01-14 02:00:00-05:00,117.637,117.915,117.608,117.908,6882.4700355529785
2016-01-14 03:00:00-05:00,117.906,118.177,117.84,118.1,8684.699966430664
2016-01-14 04:00:00-05:00,118.098,118.098,117.685,117.737,11835.42000579834
2016-01-14 05:00:00-05:00,117.714,117.989,117.596,117.906,12079.149955749512
2016-01-14 06:00:00-05:00,117.892,117.928,117.702,117.735,10085.750007629395
2016-01-14 07:00:00-05:00,117.723,117.756,117.523,117.644,11057.969917297363
2016-01-14 08:00:00-05:00,117.637,117.869,117.606,117.864,10586.540008544922
2016-01-14 09:00:00-05:00,117.846,117.874,117.717,117.778,9897.650024414062
2016-01-14 10:00:00-05:00,117.747,117.819,117.434,117.491,14480.799926757812
2016-01-14 11:00:00-05:00,117.491,118.173,117.446,118.099,18044.030075073242
2016-01-14 12:00:00-05:00,118.062,118.131,117.929,118.044,14451.429962158203
2016-01-14 13:00:00-05:00,118.027,118.226,118.027,118.13,9709.139999389648
2016-01-14 14:00:00-05:00,118.097,118.276,118.085,118.194,8238.299964904785
2016-01-14 15:00:00-05:00,118.18,118.23,118.112,118.163,7309.5200271606445
2016-01-14 16:00:00-05:00,118.15,118.175,118.041,118.078,5562.60001373291
2016-01-14 17:00:00-05:00,118.06,118.092,117.995,118.06,2169.33999478817
2016-01-14 18:00:00-05:00,118.054,118.154,118.052,118.148,2366.1100034713745
2016-01-14 19:00:00-05:00,118.141,118.263,118.135,118.231,3532.190007209778
2016-01-14 20:00:00-05:00,118.225,118.242,118.054,118.091,7459.889999389648
2016-01-14 21:00:00-05:00,118.076,118.138,117.847,118.034,9959.270042419434
2016-01-14 22:00:00-05:00,118.011,118.039,117.901,117.95,6703.990009307861
2016-01-14 23:00:00-05:00,117.942,118.0,117.83,117.862,5669.719997406006
2016-01-15 00:00:00-05:00,117.862,117.891,117.598,117.753,7031.45002746582
2016-01-15 01:00:00-05:00,117.744,117.849,117.688,117.843,8943.050006866455
2016-01-15 02:00:00-05:00,117.844,117.93,117.674,117.766,5887.660022735596
2016-01-15 03:00:00-05:00,117.759,117.78,117.562,117.655,8606.520050048828
2016-01-15 04:00:00-05:00,117.636,117.745,117.312,117.373,14151.370040893555
2016-01-15 05:00:00-05:00,117.361,117.494,117.231,117.447,14841.710037231445
2016-01-15 06:00:00-05:00,117.432,117.489,117.291,117.374,10403.189971923828
2016-01-15 07:00:00-05:00,117.354,117.408,117.264,117.395,10276.999984741211
2016-01-15 08:00:00-05:00,117.38,117.413,117.247,117.314,9197.48999786377
2016-01-15 09:00:00-05:00,117.311,117.337,116.599,116.916,17839.130004882812
2016-01-15 10:00:00-05:00,116.906,117.152,116.779,116.945,19424.710067749023
2016-01-15 11:00:00-05:00,116.928,117.156,116.829,116.904,18037.849975585938
2016-01-15 12:00:00-05:00,116.89,116.957,116.76,116.804,13214.830055236816
2016-01-15 13:00:00-05:00,116.769,116.81,116.508,116.81,10263.470008850098
2016-01-15 14:00:00-05:00,116.764,116.77,116.624,116.749,8199.399978637695
2016-01-15 15:00:00-05:00,116.746,117.025,116.695,117.025,8004.740020751953
2016-01-15 16:00:00-05:00,117.021,117.047,116.878,116.961,6158.500005722046
2016-01-15 17:00:00-05:00,116.956,117.068,116.914,117.019,2820.8199882507324
2016-01-17 18:00:00-05:00,116.679,116.987,116.658,116.906,2826.319990634918
2016-01-17 19:00:00-05:00,116.905,117.048,116.861,117.047,4697.830004692078
2016-01-17 20:00:00-05:00,117.001,117.137,116.924,117.126,9355.159969329834
2016-01-17 21:00:00-05:00,117.094,117.358,117.081,117.295,11647.979995727539
2016-01-17 22:00:00-05:00,117.265,117.296,117.083,117.261,8061.089950561523
2016-01-17 23:00:00-05:00,117.256,117.347,117.193,117.283,6753.670028686523
2016-01-18 00:00:00-05:00,117.284,117.286,117.13,117.143,5324.689992904663
2016-01-18 01:00:00-05:00,117.132,117.286,117.107,117.199,6875.37003326416
2016-01-18 02:00:00-05:00,117.184,117.247,117.05,117.203,5555.510026931763
2016-01-18 03:00:00-05:00,117.203,117.295,117.011,117.049,7659.240036010742
2016-01-18 04:00:00-05:00,117.031,117.438,117.031,117.358,12534.500061035156
2016-01-18 05:00:00-05:00,117.353,117.366,117.161,117.327,11422.039985656738
2016-01-18 06:00:00-05:00,117.311,117.436,117.231,117.436,9711.999969482422
2016-01-18 07:00:00-05:00,117.435,117.435,117.324,117.407,8683.91000366211
2016-01-18 08:00:00-05:00,117.408,117.416,117.334,117.345,4972.670001983643
2016-01-18 09:00:00-05:00,117.339,117.359,117.269,117.334,5642.770015716553
2016-01-18 10:00:00-05:00,117.32,117.373,117.279,117.34,6471.299968719482
2016-01-18 11:00:00-05:00,117.32,117.403,117.255,117.402,4354.290000915527
2016-01-18 12:00:00-05:00,117.394,117.394,117.333,117.37,3420.9699897766113
2016-01-18 13:00:00-05:00,117.365,117.38,117.333,117.359,1892.5099979639053
2016-01-18 14:00:00-05:00,117.359,117.382,117.333,117.348,1096.5399949550629
2016-01-18 15:00:00-05:00,117.346,117.371,117.331,117.352,776.6599971055984
2016-01-18 16:00:00-05:00,117.346,117.352,117.297,117.351,970.6399976015091
2016-01-18 17:00:00-05:00,117.344,117.36,117.267,117.36,1867.6000080108643
2016-01-18 18:00:00-05:00,117.307,117.403,117.278,117.396,2431.6500025987625
2016-01-18 19:00:00-05:00,117.398,117.437,117.353,117.403,2858.8000173568726
2016-01-18 20:00:00-05:00,117.401,117.632,117.327,117.627,7560.10998916626
2016-01-18 21:00:00-05:00,117.62,117.638,117.504,117.638,7595.0000648498535
2016-01-18 22:00:00-05:00,117.559,117.68,117.233,117.344,10927.749992370605
2016-01-18 23:00:00-05:00,117.344,117.509,117.275,117.501,6065.599979400635
2016-01-19 00:00:00-05:00,117.499,117.668,117.482,117.559,5392.6899881362915
2016-01-19 01:00:00-05:00,117.559,117.805,117.529,117.745,6697.350009918213
2016-01-19 02:00:00-05:00,117.726,117.905,117.715,117.879,4468.100002288818
2016-01-19 03:00:00-05:00,117.872,117.987,117.862,117.919,8416.070022583008
2016-01-19 04:00:00-05:00,117.905,117.971,117.788,117.854,10604.020004272461
2016-01-19 05:00:00-05:00,117.824,117.92,117.755,117.877,8823.25004196167
2016-01-19 06:00:00-05:00,117.862,118.016,117.833,117.984,8767.289993286133
2016-01-19 07:00:00-05:00,117.974,118.114,117.965,118.087,7275.929969787598
2016-01-19 08:00:00-05:00,118.076,118.076,117.862,117.887,6698.339996337891
2016-01-19 09:00:00-05:00,117.874,117.93,117.809,117.918,7942.349983215332
2016-01-19 10:00:00-05:00,117.902,117.902,117.561,117.721,10909.960021972656
2016-01-19 11:00:00-05:00,117.693,117.92,117.637,117.813,13730.919929504395
2016-01-19 12:00:00-05:00,117.795,117.795,117.618,117.687,10189.740005493164
2016-01-19 13:00:00-05:00,117.672,117.699,117.4,117.466,7291.179973602295
2016-01-19 14:00:00-05:00,117.452,117.554,117.422,117.496,6724.669975280762
2016-01-19 15:00:00-05:00,117.493,117.506,117.309,117.436,8559.699966430664
2016-01-19 16:00:00-05:00,117.426,117.654,117.415,117.585,8833.150024414062
2016-01-19 17:00:00-05:00,117.571,117.652,117.539,117.639,2489.259997367859
2016-01-19 18:00:00-05:00,117.622,117.678,117.61,117.617,1886.5899975299835
2016-01-19 19:00:00-05:00,117.612,117.675,117.557,117.572,3053.690004348755
2016-01-19 20:00:00-05:00,117.565,117.565,117.391,117.489,8174.589988708496
2016-01-19 21:00:00-05:00,117.463,117.479,117.159,117.256,10784.100021362305
2016-01-19 22:00:00-05:00,117.25,117.372,117.169,117.233,7422.049915313721
2016-01-19 23:00:00-05:00,117.235,117.235,116.93,117.014,8814.429985046387
2016-01-20 00:00:00-05:00,117.003,117.052,116.885,116.963,6054.419996261597
2016-01-20 01:00:00-05:00,116.95,116.989,116.779,116.892,7904.420032501221
2016-01-20 02:00:00-05:00,116.889,116.889,116.608,116.685,6156.730030059814
2016-01-20 03:00:00-05:00,116.679,116.838,116.416,116.777,11523.820007324219
2016-01-20 04:00:00-05:00,116.779,116.825,116.02,116.113,15224.370040893555
2016-01-20 05:00:00-05:00,116.093,116.82,115.974,116.735,16278.860000610352
2016-01-20 06:00:00-05:00,116.709,116.726,116.423,116.474,11254.270027160645
2016-01-20 07:00:00-05:00,116.423,116.641,116.423,116.507,9125.779960632324
2016-01-20 08:00:00-05:00,116.504,116.729,116.504,116.69,9603.439987182617
2016-01-20 09:00:00-05:00,116.674,116.874,116.528,116.856,10894.460006713867
2016-01-20 10:00:00-05:00,116.819,116.821,116.471,116.535,15211.190002441406
2016-01-20 11:00:00-05:00,116.525,116.614,116.203,116.284,18791.649963378906
2016-01-20 12:00:00-05:00,116.202,116.488,116.202,116.415,12601.240005493164
2016-01-20 13:00:00-05:00,116.392,116.495,116.243,116.484,10509.289985656738
2016-01-20 14:00:00-05:00,116.478,116.71,116.4,116.674,10718.830039978027
2016-01-20 15:00:00-05:00,116.655,116.858,116.582,116.827,11634.629997253418
2016-01-20 16:00:00-05:00,116.766,117.042,116.756,116.894,10716.57999420166
2016-01-20 17:00:00-05:00,116.864,117.034,116.854,116.954,2653.6799821853638
2016-01-20 18:00:00-05:00,116.931,116.984,116.894,116.984,1740.0899811983109
2016-01-20 19:00:00-05:00,116.978,117.202,116.918,117.202,4934.260028839111
2016-01-20 20:00:00-05:00,117.198,117.429,117.092,117.415,12642.910026550293
2016-01-20 21:00:00-05:00,117.412,117.468,117.217,117.408,10470.370010375977
2016-01-20 22:00:00-05:00,117.386,117.402,117.278,117.398,7024.780029296875
2016-01-20 23:00:00-05:00,117.387,117.414,117.115,117.138,8019.609973907471
2016-01-21 00:00:00-05:00,117.135,117.244,116.933,117.024,10640.010032653809
2016-01-21 01:00:00-05:00,116.997,117.055,116.784,116.824,12152.610000610352
