pair,trades,wins,losses,win_rate_pct,profit_factor,net_pnl_usd,avg_r_multiple
AUDUSD,1,0,1,0.0,0.0,-845.0271859020675,-1.126869150740178
EURUSD,2,0,2,0.0,0.0,-1554.77614781717,-1.2173990835738797
GBPJPY,2,1,1,50.0,1.5122301030213339,413.22817585398286,0.3029393130004584
GBPUSD,2,0,2,0.0,0.0,-1645.1572125966873,-1.17881427553559
USDCAD,2,0,2,0.0,0.0,-1469.6430350033274,-1.1923894183051282
USDCHF,1,0,1,0.0,0.0,-872.4579132605459,-1.1905076228251974
USDJPY,1,1,0,100.0,inf,513.9838482545059,1.4602202960508326
