pair,year,trades,wins,losses,net_pnl_usd,profit_factor
USDCAD,2022,36,11,25,-8907.263766877368,0.5997871434422584
USDCAD,2023,37,12,25,-3042.8983055278386,0.7920748835484978
USDCAD,2024,39,11,28,-4901.274036558816,0.5576101011207925
USDCAD,2025,40,15,25,-5453.828338318803,0.564934402316727
