pair,direction,entry_time,exit_time,entry_price,exit_price,units,gross_pnl_usd,net_pnl_usd,r_multiple,commission_usd,exit_reason
EURUSD,short,2020-01-02 18:40:00-05:00,2020-01-02 18:45:00-05:00,1.11704,1.11711,1790000,-125.30000000002595,-205.28257000002594,-1.0067895834025402,79.98257000000001,session_close
EURUSD,short,2020-01-03 12:40:00-05:00,2020-01-03 12:55:00-05:00,1.11691,1.1172809105495118,1786000,-662.4462414280239,-742.2515407528525,-1.219071596106123,79.80529932482857,stop_loss
USDJPY,short,2020-01-06 13:00:00-05:00,2020-01-06 13:05:00-05:00,108.34349999999999,108.37513051838339,1981000,-578.1354725141849,-657.3754725141849,-1.2782985755519458,79.24000000000001,stop_loss
GBPUSD,short,2020-01-06 13:55:00-05:00,2020-01-06 14:05:00-05:00,1.31602,1.3157368787217796,1495000,423.2663109394808,344.57678026569954,0.570649242081174,78.6895306737812,take_profit
USDJPY,long,2020-01-08 11:05:00-05:00,2020-01-08 11:10:00-05:00,108.6885,108.71760949493036,1974000,528.5041571704683,449.5441571704682,0.6072404766656286,78.96000000000001,take_profit
USDJPY,long,2020-01-09 12:50:00-05:00,2020-01-09 13:00:00-05:00,109.4805,109.49572601503874,1983000,275.69659065169725,196.37659065169726,0.4631552323001794,79.32000000000001,take_profit
USDJPY,long,2020-01-10 12:00:00-05:00,2020-01-10 12:05:00-05:00,109.5055,109.4699373710766,1987000,-645.4238892869012,-724.9038892869012,-1.2461801652045081,79.48,stop_loss
EURUSD,short,2020-01-10 13:20:00-05:00,2020-01-10 14:45:00-05:00,1.11192,1.1122190264126333,1774000,-530.4728560113693,-609.3853086684896,-1.276860475516808,78.91245265712024,stop_loss
USDJPY,long,2020-01-12 17:05:00-05:00,2020-01-12 17:10:00-05:00,109.5433,109.5174465719128,1961000,-462.9076576304715,-541.3476576304715,-1.4712253775838213,78.44000000000001,stop_loss
USDJPY,long,2020-01-13 15:35:00-05:00,2020-01-13 16:05:00-05:00,109.9195,109.92682900381936,1950000,130.00243282509572,52.002432825095724,0.21654860828428166,78.0,take_profit
