h1_adx_threshold,h1_ema_fast,h1_ema_slow,m15_ema_period,m15_rsi_pullback_long,m15_rsi_pullback_short,m5_trigger_rsi_midpoint,stop_atr_multiple,take_profit_rr,validation_score,full_sample_goal_score,avg_validation_goal_score,avg_validation_robustness,avg_validation_return_pct,avg_validation_sharpe,worst_validation_drawdown_pct,profitable_window_ratio,full_sample_robustness,initial_capital,final_equity,total_return_pct,max_drawdown_pct,sharpe_ratio,profit_factor,total_trades,wins,losses,break_even_trades,win_rate_pct,trades_per_month,profit_month_ratio,avg_monthly_net_pnl_usd,expectancy_usd,avg_trade_minutes,median_trade_minutes,max_consecutive_wins,max_consecutive_losses
16.0,34,200,14,42.0,58.0,45.0,1.0,0.8,1.3892387852652788,-119.92354090281788,2.177134776817355,0.149552396926394,-20.035626491368085,-6.362037938997166,25.315547131669963,0.0,0.05521901459636398,100000.0,40125.03822382487,-59.87496177617513,60.10858710713464,-6.254161229043128,0.44067439184257656,418,191,227,0,45.69377990430622,34.833333333333336,0.0,-4989.5801480145965,-143.24153534970134,35.89712918660287,15.0,6,8
16.0,34,200,14,42.0,58.0,45.0,0.8,0.8,-1.5914201461934485,-133.1701192518834,-2.499209327759908,0.13073058237398116,-20.740182408187913,-7.380969159490997,24.47176562129982,0.0,0.045761482189590016,100000.0,38166.16110997514,-61.833838890024865,61.93732532791031,-7.527164234344685,0.388327870202602,420,185,235,0,44.047619047619044,35.0,0.0,-5152.81990750207,-147.22342592863055,15.738095238095237,10.0,6,9
16.0,34,200,14,42.0,58.0,45.0,1.0,1.0,-2.205035938194638,-131.5279833666994,-3.3968186476628297,0.16671531865795686,-19.782086799462984,-5.794566906213925,23.574268662160073,0.0,0.05697861474249106,100000.0,39184.5153571108,-60.815484642889196,60.99690255053367,-5.9745477320836144,0.4682145690234519,418,172,246,0,41.14832535885167,34.833333333333336,0.0,-5067.95705357409,-145.49159005475855,39.49760765550239,15.0,5,8
16.0,34,200,14,42.0,58.0,45.0,0.8,1.0,-8.273117729530345,-142.85084466643627,-13.053299705816404,0.14201581556121443,-20.940983665812002,-6.59353813042382,24.739072789161757,0.0,0.04970104039434453,100000.0,38068.645082566196,-61.9313549174338,62.51693147980687,-6.584498101350471,0.4243524064869775,419,166,253,0,39.618138424821005,34.916666666666664,0.0,-5160.946243119487,-147.8075296358803,18.01909307875895,10.0,6,9
16.0,34,200,14,42.0,58.0,45.0,0.8,1.5,-10.37359254780654,-149.24649234644792,-15.385540470889538,0.20506298335164463,-18.483784633902687,-4.86683168802799,20.900355857337765,0.0,0.06400026637629137,100000.0,40347.4863192681,-59.6525136807319,60.20255851688204,-5.339027722227633,0.5082352014751161,418,139,279,0,33.25358851674641,34.833333333333336,0.0,-4971.042806727665,-142.70936287256458,30.322966507177032,15.0,5,10
16.0,34,200,14,42.0,58.0,45.0,0.8,1.2,-10.499860286460125,-149.89261042690174,-16.304976076130682,0.15609763566812335,-20.64728519697453,-6.11535585928088,23.22488882140658,0.0,0.04961026340887603,100000.0,37039.20598736755,-62.96079401263245,63.40254931992558,-6.451027303681274,0.4377223159809699,419,152,267,0,36.27684964200477,34.916666666666664,0.0,-5246.732834386045,-150.2644248511517,20.644391408114558,15.0,5,8
