trade_id,entry_time,exit_time,direction,verdict,gross_r,net_r,comm_r
1975,2023-08-01T12:00:00+00:00,2023-08-01T12:11:16.697000,SHORT,TP,1.4,1.3,0.1
1976,2023-08-02T13:03:00+00:00,2023-08-02T14:19:16.431000,SHORT,TP,1.4,1.3658,0.0342
1977,2023-08-03T12:24:00+00:00,2023-08-03T16:38:12.763000,SHORT,SL,-1.0,-1.0168,0.0168
1978,2023-08-04T12:06:00+00:00,2023-08-04T12:30:00.578000,LONG,BE_STOP,0.0,-0.0439,0.0439
1979,2023-08-07T12:27:00+00:00,2023-08-07T13:00:44.026000,LONG,TP,1.4,1.3367,0.0633
1980,2023-08-08T12:36:00+00:00,2023-08-08T13:16:23.930000,LONG,BE_STOP,0.0,-0.0314,0.0314
1981,2023-08-09T15:00:00+00:00,2023-08-09T16:07:36.950000,SHORT,BE_STOP,0.0,-0.0316,0.0316
1982,2023-08-10T11:27:00+00:00,2023-08-10T11:51:08.359000,SHORT,TP,1.4,1.3074,0.0926
1983,2023-08-11T12:30:00+00:00,2023-08-11T13:46:18.693000,SHORT,TP,1.4,1.374,0.026
1984,2023-08-14T12:03:00+00:00,2023-08-14T12:27:04.018000,SHORT,TP,1.4,1.3359,0.0641
1985,2023-08-15T11:00:00+00:00,2023-08-15T11:09:45.955000,SHORT,BE_STOP,0.0,-0.1,0.1
1986,2023-08-16T13:06:00+00:00,2023-08-16T23:00:00.704000,LONG,SL,-1.0,-1.0325,0.0325
1987,2023-08-17T11:30:00+00:00,2023-08-17T12:07:50.346000,LONG,TP,1.4,1.3405,0.0595
1988,2023-08-18T11:39:00+00:00,2023-08-18T11:52:26.147000,LONG,BE_STOP,0.0,-0.102,0.102
1989,2023-08-21T14:48:00+00:00,2023-08-21T15:11:54.023000,LONG,BE_STOP,0.0,-0.0442,0.0442
1990,2023-08-23T11:18:00+00:00,2023-08-23T11:55:39.098000,LONG,BE_STOP,0.0,-0.0595,0.0595
1991,2023-08-24T11:03:00+00:00,2023-08-24T12:00:48.909000,SHORT,TP,1.4,1.3359,0.0641
1992,2023-08-25T11:27:00+00:00,2023-08-25T12:02:12.496000,SHORT,BE_STOP,0.0,-0.0667,0.0667
1993,2023-08-28T11:57:00+00:00,2023-08-28T12:59:59.677000,SHORT,TIME_EXIT,-0.6559,-0.7097,0.0538
1994,2023-08-29T11:39:00+00:00,2023-08-29T23:00:00.102000,LONG,TP,1.4,1.3462,0.0538
1995,2023-08-30T12:09:00+00:00,2023-08-30T12:21:20.482000,LONG,BE_STOP,0.0,-0.0316,0.0316
1996,2023-08-31T13:03:00+00:00,2023-08-31T13:45:33.094000,SHORT,BE_STOP,0.0,-0.0265,0.0265
