trade_id,entry_time,side,entry_price,sl,tp,risk_pips,outcome,exit_price,exit_time,pnl_r_base,pnl_r_net_ftmo,commission_r
N/A,2017-01-02T12:00:00+00:00,SHORT,1.04765,1.04765,1.0471739999999996,0.0003400000000002,SL,1.04765,2017-01-02T12:00:00.010000+00:00,-1.0,-1471.5882,1470.5882
N/A,2017-01-04T15:00:00+00:00,SHORT,1.04552,1.04526,1.0458840000000005,0.0002600000000001,SL,1.04526,2017-01-04T15:00:00.103000+00:00,-1.0,-1924.0769,1923.0769
N/A,2017-01-05T14:09:00+00:00,SHORT,1.05373,1.05373,1.0551860000000006,0.0010400000000003,TP,1.0551860000000006,2017-01-05T14:09:00.640000+00:00,1.4,-479.3692,480.7692
N/A,2017-01-06T12:57:00+00:00,SHORT,1.05799,1.05799,1.0594180000000004,0.0010200000000002,TP,1.0594180000000004,2017-01-06T12:57:00.144000+00:00,1.4,-488.7961,490.1961
N/A,2017-01-09T13:27:00+00:00,SHORT,1.05264,1.05264,1.0547260000000005,0.0014900000000002,TP,1.0547260000000005,2017-01-09T13:27:00.064000+00:00,1.4,-334.1705,335.5705
N/A,2017-01-10T12:00:00+00:00,SHORT,1.05705,1.05705,1.0549079999999995,0.0015300000000002,SL,1.05705,2017-01-10T12:00:00.188000+00:00,-1.0,-327.7974,326.7974
N/A,2017-01-11T12:03:00+00:00,SHORT,1.05081,1.05081,1.0489059999999997,0.0013600000000002,SL,1.05081,2017-01-11T12:03:00.023000+00:00,-1.0,-368.6471,367.6471
N/A,2017-01-12T12:00:00+00:00,SHORT,1.06572,1.06572,1.0666580000000003,0.0006700000000001,TP,1.0666580000000003,2017-01-12T12:00:00.029000+00:00,1.4,-744.8687,746.2687
N/A,2017-01-16T17:09:00+00:00,SHORT,1.06082,1.0596399999999997,1.0624720000000007,0.0011800000000004,TP,1.0624720000000007,2017-01-16T17:09:00.861000+00:00,1.4,-422.3288,423.7288
N/A,2017-01-18T12:06:00+00:00,SHORT,1.06821,1.06821,1.0671739999999998,0.0007400000000001,SL,1.06821,2017-01-18T12:06:00.214000+00:00,-1.0,-676.6757,675.6757
N/A,2017-01-19T14:06:00+00:00,SHORT,1.06018,1.06018,1.0571139999999994,0.0021900000000003,SL,1.06018,2017-01-19T14:06:00.504000+00:00,-1.0,-229.3105,228.3105
N/A,2017-01-20T14:15:00+00:00,SHORT,1.06581,1.06581,1.066832,0.0007300000000001,TP,1.066832,2017-01-20T14:15:01.803000+00:00,1.4,-683.5315,684.9315
N/A,2017-01-23T15:00:00+00:00,SHORT,1.07325,1.07325,1.0770580000000003,0.0027200000000002,TP,1.0770580000000003,2017-01-23T15:00:00.163000+00:00,1.4,-182.4235,183.8235
N/A,2017-01-24T19:00:00+00:00,SHORT,1.07307,1.07307,1.0723559999999996,0.0005100000000002,SL,1.07307,2017-01-24T19:00:00.031000+00:00,-1.0,-981.3922,980.3922
N/A,2017-01-25T12:57:00+00:00,SHORT,1.07455,1.07455,1.0710079999999993,0.0025300000000003,SL,1.07455,2017-01-25T12:57:00.592000+00:00,-1.0,-198.6285,197.6285
N/A,2017-01-26T12:54:00+00:00,SHORT,1.07211,1.07211,1.0703459999999996,0.0012600000000002,SL,1.07211,2017-01-26T12:54:00.436000+00:00,-1.0,-397.8254,396.8254
N/A,2017-01-30T12:06:00+00:00,SHORT,1.06502,1.06502,1.062752,0.0016200000000001,SL,1.06502,2017-01-30T12:06:00.241000+00:00,-1.0,-309.642,308.642
N/A,2017-01-31T12:54:00+00:00,SHORT,1.07516,1.07516,1.0731159999999995,0.0014600000000002,SL,1.07516,2017-01-31T12:54:00.437000+00:00,-1.0,-343.4658,342.4658
