pair,year,trades,wins,losses,net_pnl_usd,profit_factor
USDJPY,2022,1,1,0,476.8164302816265,inf
USDJPY,2024,1,1,0,281.3580226960092,inf
USDJPY,2025,4,3,1,401.5392331810709,1.711077261572246
