family_id,config_id,scenario,N,PF,Total_R,WR,Avg_Trade_R
F06,F06_RERUN_0001,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0002,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0003,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0004,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0005,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0006,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0007,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0008,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0009,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0010,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0011,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0012,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0013,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0014,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0015,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0016,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0017,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0018,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0019,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0020,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0021,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0022,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0023,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0024,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0025,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0026,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0027,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0028,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0029,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0030,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0031,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0032,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0033,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0034,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0035,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0036,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0037,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0038,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0039,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0040,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0041,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0042,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0043,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0044,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0045,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0046,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0047,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0048,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0049,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F06,F06_RERUN_0050,BASELINE,10,2.200000000000028,6.00000000000014,0.5,0.6000000000000141
F08,F08_RERUN_0001,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0002,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0003,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0004,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0005,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0006,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0007,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0008,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0009,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0010,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0011,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0012,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0013,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0014,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0015,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0016,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0017,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0018,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0019,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0020,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0021,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0022,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0023,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0024,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0025,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0026,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0027,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0028,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0029,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0030,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0031,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0032,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0033,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0034,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0035,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0036,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0037,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0038,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0039,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0040,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0041,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0042,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0043,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0044,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0045,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0046,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0047,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0048,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0049,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F08,F08_RERUN_0050,BASELINE,6,1.0,0.0,0.3333333333333333,0.0
F12,F12_RERUN_0001,BASELINE,18,0.7727532913566166,-2.6466666666666194,0.3333333333333333,-0.1470370370370344
F12,F12_RERUN_0002,BASELINE,18,0.7727532913566166,-2.6466666666666194,0.3333333333333333,-0.1470370370370344
F12,F12_RERUN_0003,BASELINE,18,0.7727532913566166,-2.6466666666666194,0.3333333333333333,-0.1470370370370344
F12,F12_RERUN_0004,BASELINE,18,0.7727532913566166,-2.6466666666666194,0.3333333333333333,-0.1470370370370344
F12,F12_RERUN_0005,BASELINE,18,0.7727532913566166,-2.6466666666666194,0.3333333333333333,-0.1470370370370344
F12,F12_RERUN_0006,BASELINE,18,0.7727532913566166,-2.6466666666666194,0.3333333333333333,-0.1470370370370344
F12,F12_RERUN_0007,BASELINE,18,0.7727532913566166,-2.6466666666666194,0.3333333333333333,-0.1470370370370344
F12,F12_RERUN_0008,BASELINE,18,0.7727532913566166,-2.6466666666666194,0.3333333333333333,-0.1470370370370344
F12,F12_RERUN_0009,BASELINE,18,0.7727532913566166,-2.6466666666666194,0.3333333333333333,-0.1470370370370344
F12,F12_RERUN_0010,BASELINE,18,0.7727532913566166,-2.6466666666666194,0.3333333333333333,-0.1470370370370344
F12,F12_RERUN_0011,BASELINE,18,0.7727532913566166,-2.6466666666666194,0.3333333333333333,-0.1470370370370344
F12,F12_RERUN_0012,BASELINE,18,0.7727532913566166,-2.6466666666666194,0.3333333333333333,-0.1470370370370344
F12,F12_RERUN_0013,BASELINE,18,0.7727532913566166,-2.6466666666666194,0.3333333333333333,-0.1470370370370344
F12,F12_RERUN_0014,BASELINE,18,0.7727532913566166,-2.6466666666666194,0.3333333333333333,-0.1470370370370344
F12,F12_RERUN_0015,BASELINE,18,0.7727532913566166,-2.6466666666666194,0.3333333333333333,-0.1470370370370344
F12,F12_RERUN_0016,BASELINE,18,0.7727532913566166,-2.6466666666666194,0.3333333333333333,-0.1470370370370344
F12,F12_RERUN_0017,BASELINE,18,0.7727532913566166,-2.6466666666666194,0.3333333333333333,-0.1470370370370344
F12,F12_RERUN_0018,BASELINE,18,0.7727532913566166,-2.6466666666666194,0.3333333333333333,-0.1470370370370344
F12,F12_RERUN_0019,BASELINE,18,0.7727532913566166,-2.6466666666666194,0.3333333333333333,-0.1470370370370344
F12,F12_RERUN_0020,BASELINE,18,0.7727532913566166,-2.6466666666666194,0.3333333333333333,-0.1470370370370344
F12,F12_RERUN_0021,BASELINE,18,0.7727532913566166,-2.6466666666666194,0.3333333333333333,-0.1470370370370344
F12,F12_RERUN_0022,BASELINE,18,0.7727532913566166,-2.6466666666666194,0.3333333333333333,-0.1470370370370344
F12,F12_RERUN_0023,BASELINE,18,0.7727532913566166,-2.6466666666666194,0.3333333333333333,-0.1470370370370344
F12,F12_RERUN_0024,BASELINE,18,0.7727532913566166,-2.6466666666666194,0.3333333333333333,-0.1470370370370344
F12,F12_RERUN_0025,BASELINE,18,0.7727532913566166,-2.6466666666666194,0.3333333333333333,-0.1470370370370344
F12,F12_RERUN_0026,BASELINE,18,0.7727532913566166,-2.6466666666666194,0.3333333333333333,-0.1470370370370344
