pair,year,trades,wins,losses,net_pnl_usd,profit_factor
AUDUSD,2020,8,3,5,-3394.5808451115972,0.1828076540444664
EURUSD,2020,9,3,6,-3653.8534258891264,0.19834887342262603
GBPJPY,2020,14,7,7,-2410.43614182946,0.5513470166376346
GBPUSD,2020,7,2,5,-2351.3864612565712,0.34945731716909023
USDCAD,2020,11,9,2,2107.558588501094,2.690656978748804
USDCHF,2020,11,5,6,-3512.3263784553837,0.21697487440421426
USDJPY,2020,12,7,5,-1179.0653725163295,0.5478690913658183
