pair,year,trades,wins,losses,net_pnl_usd,profit_factor
USDJPY,2016,1,1,0,397.3165872465669,inf
USDJPY,2018,2,2,0,917.4040206962209,inf
USDJPY,2019,1,0,1,-503.85533792079127,0.0
USDJPY,2020,2,1,1,-483.77056062632397,0.044064373849598056
USDJPY,2021,2,2,0,143.3832444693062,inf
