variant_id,profile_name,truth_model,research_status,promotion_status,experimental_variant,tp_r,timeout_hours,sl_buffer_pips,long_entry_buffer_pips,short_entry_buffer_pips,confirmation_window,confirmation_mode,confirmation_mode_label,confirmation_pick,confirmation_pick_label,level_profile,level_profile_label,news_mode,news_mode_label,sample_size,trades_per_month,win_rate,pf,expectancy,avg_R,max_drawdown_R,median_drawdown_R,avg_hold_minutes,timeout_exit_rate,year_positive_ratio,yearly_total_R_std,sweeps_considered,trades_executed,news_blocked,daily_limit_skipped,no_scbi_window,no_scbi_found,no_entry_bar_after_scbi,invalid_risk,level_filtered,result_by_year_json,result_by_level_type_json,result_by_level_name_json,result_by_weekday_json,result_pre_news_json,result_post_news_json,drawdown_safety,consistency_safety,sample_size_norm,year_positive_ratio_norm,expectancy_norm,pf_norm,drawdown_safety_norm,consistency_safety_norm,ranking_score,verdict,next_step
tp_1p50_timeout_4h_sl_1p0_longbuf_0p3_win_0_1_mode_close_reclaim_pick_first_levels_all_levels_news_sweep_plus_minus_30m,axis_scan,False,RESEARCH_ONLY,NO_PRODUCTION,False,1.5,4,1.0,0.3,0.0,+0h_+1h,close_reclaim,Reclaim simple por close M5,first,Primera confirmacion elegible,all_levels,PD + Asia + London,sweep_plus_minus_30m,Bloqueo +/-30m alrededor del sweep,1638,22.75,0.6184,2.4741,0.486,0.486,-11.0,-0.3346,108.66,0.1972,1.0,11.6403,12176,1638,824,9690,0,0,0,24,0,"{""2020"": {""N"": 268, ""avg_R"": 0.4961, ""expectancy"": 0.4961, ""pf"": 2.5159, ""total_R"": 132.9578, ""win_rate"": 0.6231}, ""2021"": {""N"": 273, ""avg_R"": 0.5237, ""expectancy"": 0.5237, ""pf"": 2.7076, ""total_R"": 142.9667, ""win_rate"": 0.6337}, ""2022"": {""N"": 276, ""avg_R"": 0.4694, ""expectancy"": 0.4694, ""pf"": 2.3368, ""total_R"": 129.567, ""win_rate"": 0.6123}, ""2023"": {""N"": 272, ""avg_R"": 0.406, ""expectancy"": 0.406, ""pf"": 2.0786, ""total_R"": 110.425, ""win_rate"": 0.5846}, ""2024"": {""N"": 272, ""avg_R"": 0.54, ""expectancy"": 0.54, ""pf"": 2.9093, ""total_R"": 146.8836, ""win_rate"": 0.6581}, ""2025"": {""N"": 277, ""avg_R"": 0.4812, ""expectancy"": 0.4812, ""pf"": 2.4425, ""total_R"": 133.2815, ""win_rate"": 0.5993}}","{""asia"": {""N"": 496, ""avg_R"": 0.297, ""expectancy"": 0.297, ""pf"": 1.7825, ""total_R"": 147.3016, ""win_rate"": 0.5484}, ""london"": {""N"": 528, ""avg_R"": 1.1147, ""expectancy"": 1.1147, ""pf"": 11.7587, ""total_R"": 588.5602, ""win_rate"": 0.8655}, ""pd"": {""N"": 614, ""avg_R"": 0.0981, ""expectancy"": 0.0981, ""pf"": 1.2027, ""total_R"": 60.2198, ""win_rate"": 0.4625}}","{""asia_h"": {""N"": 245, ""avg_R"": 0.3832, ""expectancy"": 0.3832, ""pf"": 2.1167, ""total_R"": 93.8923, ""win_rate"": 0.5837}, ""asia_l"": {""N"": 251, ""avg_R"": 0.2128, ""expectancy"": 0.2128, ""pf"": 1.5127, ""total_R"": 53.4093, ""win_rate"": 0.5139}, ""london_h"": {""N"": 248, ""avg_R"": 1.1229, ""expectancy"": 1.1229, ""pf"": 12.9957, ""total_R"": 278.4679, ""win_rate"": 0.871}, ""london_l"": {""N"": 280, ""avg_R"": 1.1075, ""expectancy"": 1.1075, ""pf"": 10.8469, ""total_R"": 310.0923, ""win_rate"": 0.8607}, ""pdh"": {""N"": 288, ""avg_R"": 0.1392, ""expectancy"": 0.1392, ""pf"": 1.2986, ""total_R"": 40.0827, ""win_rate"": 0.4826}, ""pdl"": {""N"": 326, ""avg_R"": 0.0618, ""expectancy"": 0.0618, ""pf"": 1.1236, ""total_R"": 20.1371, ""win_rate"": 0.4448}}","{""Friday"": {""N"": 309, ""avg_R"": 0.546, ""expectancy"": 0.546, ""pf"": 2.8569, ""total_R"": 168.7032, ""win_rate"": 0.6375}, ""Monday"": {""N"": 373, ""avg_R"": 0.3513, ""expectancy"": 0.3513, ""pf"": 1.9136, ""total_R"": 131.0457, ""win_rate"": 0.5684}, ""Sunday"": {""N"": 26, ""avg_R"": 0.0593, ""expectancy"": 0.0593, ""pf"": 1.1198, ""total_R"": 1.542, ""win_rate"": 0.4615}, ""Thursday"": {""N"": 311, ""avg_R"": 0.4709, ""expectancy"": 0.4709, ""pf"": 2.4621, ""total_R"": 146.4452, ""win_rate"": 0.6077}, ""Tuesday"": {""N"": 311, ""avg_R"": 0.6118, ""expectancy"": 0.6118, ""pf"": 3.1024, ""total_R"": 190.2572, ""win_rate"": 0.6656}, ""Wednesday"": {""N"": 308, ""avg_R"": 0.5133, ""expectancy"": 0.5133, ""pf"": 2.5462, ""total_R"": 158.0883, ""win_rate"": 0.6364}}","{""pre_news_15m"": {""N"": 0, ""avg_R"": 0.0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_R"": 0.0, ""win_rate"": 0.0}, ""pre_news_30m"": {""N"": 0, ""avg_R"": 0.0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_R"": 0.0, ""win_rate"": 0.0}, ""pre_news_60m"": {""N"": 0, ""avg_R"": 0.0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_R"": 0.0, ""win_rate"": 0.0}}","{""post_news_15m"": {""N"": 0, ""avg_R"": 0.0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_R"": 0.0, ""win_rate"": 0.0}, ""post_news_30m"": {""N"": 0, ""avg_R"": 0.0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_R"": 0.0, ""win_rate"": 0.0}, ""post_news_60m"": {""N"": 0, ""avg_R"": 0.0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_R"": 0.0, ""win_rate"": 0.0}}",-11.0,-11.6403,1.0,1.0,0.9917020845982595,0.677136596055515,0.8392102384413992,0.8560287497916012,0.912715,ROBUST_RESEARCH_CANDIDATE,Mantener como RESEARCH_ONLY y dejarlo listo para futura shadow line.
tp_1p50_timeout_4h_sl_1p0_longbuf_0p3_win_0_2_mode_close_reclaim_pick_first_levels_all_levels_news_sweep_plus_minus_30m,axis_scan,False,RESEARCH_ONLY,NO_PRODUCTION,False,1.5,4,1.0,0.3,0.0,+0h_+2h,close_reclaim,Reclaim simple por close M5,first,Primera confirmacion elegible,all_levels,PD + Asia + London,sweep_plus_minus_30m,Bloqueo +/-30m alrededor del sweep,1638,22.75,0.6184,2.4741,0.486,0.486,-11.0,-0.3346,108.66,0.1972,1.0,11.6403,12176,1638,824,9690,0,0,0,24,0,"{""2020"": {""N"": 268, ""avg_R"": 0.4961, ""expectancy"": 0.4961, ""pf"": 2.5159, ""total_R"": 132.9578, ""win_rate"": 0.6231}, ""2021"": {""N"": 273, ""avg_R"": 0.5237, ""expectancy"": 0.5237, ""pf"": 2.7076, ""total_R"": 142.9667, ""win_rate"": 0.6337}, ""2022"": {""N"": 276, ""avg_R"": 0.4694, ""expectancy"": 0.4694, ""pf"": 2.3368, ""total_R"": 129.567, ""win_rate"": 0.6123}, ""2023"": {""N"": 272, ""avg_R"": 0.406, ""expectancy"": 0.406, ""pf"": 2.0786, ""total_R"": 110.425, ""win_rate"": 0.5846}, ""2024"": {""N"": 272, ""avg_R"": 0.54, ""expectancy"": 0.54, ""pf"": 2.9093, ""total_R"": 146.8836, ""win_rate"": 0.6581}, ""2025"": {""N"": 277, ""avg_R"": 0.4812, ""expectancy"": 0.4812, ""pf"": 2.4425, ""total_R"": 133.2815, ""win_rate"": 0.5993}}","{""asia"": {""N"": 496, ""avg_R"": 0.297, ""expectancy"": 0.297, ""pf"": 1.7825, ""total_R"": 147.3016, ""win_rate"": 0.5484}, ""london"": {""N"": 528, ""avg_R"": 1.1147, ""expectancy"": 1.1147, ""pf"": 11.7587, ""total_R"": 588.5602, ""win_rate"": 0.8655}, ""pd"": {""N"": 614, ""avg_R"": 0.0981, ""expectancy"": 0.0981, ""pf"": 1.2027, ""total_R"": 60.2198, ""win_rate"": 0.4625}}","{""asia_h"": {""N"": 245, ""avg_R"": 0.3832, ""expectancy"": 0.3832, ""pf"": 2.1167, ""total_R"": 93.8923, ""win_rate"": 0.5837}, ""asia_l"": {""N"": 251, ""avg_R"": 0.2128, ""expectancy"": 0.2128, ""pf"": 1.5127, ""total_R"": 53.4093, ""win_rate"": 0.5139}, ""london_h"": {""N"": 248, ""avg_R"": 1.1229, ""expectancy"": 1.1229, ""pf"": 12.9957, ""total_R"": 278.4679, ""win_rate"": 0.871}, ""london_l"": {""N"": 280, ""avg_R"": 1.1075, ""expectancy"": 1.1075, ""pf"": 10.8469, ""total_R"": 310.0923, ""win_rate"": 0.8607}, ""pdh"": {""N"": 288, ""avg_R"": 0.1392, ""expectancy"": 0.1392, ""pf"": 1.2986, ""total_R"": 40.0827, ""win_rate"": 0.4826}, ""pdl"": {""N"": 326, ""avg_R"": 0.0618, ""expectancy"": 0.0618, ""pf"": 1.1236, ""total_R"": 20.1371, ""win_rate"": 0.4448}}","{""Friday"": {""N"": 309, ""avg_R"": 0.546, ""expectancy"": 0.546, ""pf"": 2.8569, ""total_R"": 168.7032, ""win_rate"": 0.6375}, ""Monday"": {""N"": 373, ""avg_R"": 0.3513, ""expectancy"": 0.3513, ""pf"": 1.9136, ""total_R"": 131.0457, ""win_rate"": 0.5684}, ""Sunday"": {""N"": 26, ""avg_R"": 0.0593, ""expectancy"": 0.0593, ""pf"": 1.1198, ""total_R"": 1.542, ""win_rate"": 0.4615}, ""Thursday"": {""N"": 311, ""avg_R"": 0.4709, ""expectancy"": 0.4709, ""pf"": 2.4621, ""total_R"": 146.4452, ""win_rate"": 0.6077}, ""Tuesday"": {""N"": 311, ""avg_R"": 0.6118, ""expectancy"": 0.6118, ""pf"": 3.1024, ""total_R"": 190.2572, ""win_rate"": 0.6656}, ""Wednesday"": {""N"": 308, ""avg_R"": 0.5133, ""expectancy"": 0.5133, ""pf"": 2.5462, ""total_R"": 158.0883, ""win_rate"": 0.6364}}","{""pre_news_15m"": {""N"": 0, ""avg_R"": 0.0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_R"": 0.0, ""win_rate"": 0.0}, ""pre_news_30m"": {""N"": 0, ""avg_R"": 0.0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_R"": 0.0, ""win_rate"": 0.0}, ""pre_news_60m"": {""N"": 0, ""avg_R"": 0.0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_R"": 0.0, ""win_rate"": 0.0}}","{""post_news_15m"": {""N"": 0, ""avg_R"": 0.0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_R"": 0.0, ""win_rate"": 0.0}, ""post_news_30m"": {""N"": 0, ""avg_R"": 0.0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_R"": 0.0, ""win_rate"": 0.0}, ""post_news_60m"": {""N"": 0, ""avg_R"": 0.0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_R"": 0.0, ""win_rate"": 0.0}}",-11.0,-11.6403,1.0,1.0,0.9917020845982595,0.677136596055515,0.8392102384413992,0.8560287497916012,0.912715,ROBUST_RESEARCH_CANDIDATE,Mantener como RESEARCH_ONLY y dejarlo listo para futura shadow line.
tp_1p50_timeout_4h_sl_1p0_longbuf_0p3_win_1_2_mode_close_reclaim_body_strength_pick_first_levels_all_levels_news_sweep_plus_minus_30m,axis_scan,False,RESEARCH_ONLY,NO_PRODUCTION,True,1.5,4,1.0,0.3,0.0,+1h_+2h,close_reclaim_body_strength,Reclaim + cuerpo minimo M5 (experimental),first,Primera confirmacion elegible,all_levels,PD + Asia + London,sweep_plus_minus_30m,Bloqueo +/-30m alrededor del sweep,1588,22.0556,0.6171,2.3984,0.396,0.396,-9.2915,-0.3702,149.52,0.3917,1.0,12.4218,12176,1588,824,9356,1,365,29,13,0,"{""2020"": {""N"": 256, ""avg_R"": 0.3626, ""expectancy"": 0.3626, ""pf"": 2.271, ""total_R"": 92.836, ""win_rate"": 0.6016}, ""2021"": {""N"": 270, ""avg_R"": 0.3686, ""expectancy"": 0.3686, ""pf"": 2.2694, ""total_R"": 99.5146, ""win_rate"": 0.6111}, ""2022"": {""N"": 265, ""avg_R"": 0.4289, ""expectancy"": 0.4289, ""pf"": 2.395, ""total_R"": 113.6647, ""win_rate"": 0.6113}, ""2023"": {""N"": 266, ""avg_R"": 0.3308, ""expectancy"": 0.3308, ""pf"": 2.053, ""total_R"": 87.9949, ""win_rate"": 0.5827}, ""2024"": {""N"": 264, ""avg_R"": 0.4679, ""expectancy"": 0.4679, ""pf"": 3.0188, ""total_R"": 123.5238, ""win_rate"": 0.6705}, ""2025"": {""N"": 267, ""avg_R"": 0.4171, ""expectancy"": 0.4171, ""pf"": 2.5455, ""total_R"": 111.3695, ""win_rate"": 0.6255}}","{""asia"": {""N"": 505, ""avg_R"": 0.2172, ""expectancy"": 0.2172, ""pf"": 1.6638, ""total_R"": 109.6687, ""win_rate"": 0.5406}, ""london"": {""N"": 554, ""avg_R"": 0.9194, ""expectancy"": 0.9194, ""pf"": 9.9891, ""total_R"": 509.3401, ""win_rate"": 0.8195}, ""pd"": {""N"": 529, ""avg_R"": 0.0187, ""expectancy"": 0.0187, ""pf"": 1.0434, ""total_R"": 9.8947, ""win_rate"": 0.4783}}","{""asia_h"": {""N"": 231, ""avg_R"": 0.242, ""expectancy"": 0.242, ""pf"": 1.8187, ""total_R"": 55.9067, ""win_rate"": 0.5541}, ""asia_l"": {""N"": 274, ""avg_R"": 0.1962, ""expectancy"": 0.1962, ""pf"": 1.5546, ""total_R"": 53.762, ""win_rate"": 0.5292}, ""london_h"": {""N"": 255, ""avg_R"": 0.92, ""expectancy"": 0.92, ""pf"": 11.8958, ""total_R"": 234.6069, ""win_rate"": 0.8196}, ""london_l"": {""N"": 299, ""avg_R"": 0.9188, ""expectancy"": 0.9188, ""pf"": 8.8205, ""total_R"": 274.7332, ""win_rate"": 0.8194}, ""pdh"": {""N"": 235, ""avg_R"": 0.0055, ""expectancy"": 0.0055, ""pf"": 1.0128, ""total_R"": 1.2872, ""win_rate"": 0.4596}, ""pdl"": {""N"": 294, ""avg_R"": 0.0293, ""expectancy"": 0.0293, ""pf"": 1.0678, ""total_R"": 8.6075, ""win_rate"": 0.4932}}","{""Friday"": {""N"": 301, ""avg_R"": 0.454, ""expectancy"": 0.454, ""pf"": 2.629, ""total_R"": 136.6479, ""win_rate"": 0.6379}, ""Monday"": {""N"": 367, ""avg_R"": 0.2216, ""expectancy"": 0.2216, ""pf"": 1.5972, ""total_R"": 81.3111, ""win_rate"": 0.5341}, ""Sunday"": {""N"": 5, ""avg_R"": 0.3292, ""expectancy"": 0.3292, ""pf"": 2.0212, ""total_R"": 1.6459, ""win_rate"": 0.6}, ""Thursday"": {""N"": 301, ""avg_R"": 0.4445, ""expectancy"": 0.4445, ""pf"": 2.8948, ""total_R"": 133.792, ""win_rate"": 0.6279}, ""Tuesday"": {""N"": 309, ""avg_R"": 0.4385, ""expectancy"": 0.4385, ""pf"": 2.7564, ""total_R"": 135.484, ""win_rate"": 0.6343}, ""Wednesday"": {""N"": 305, ""avg_R"": 0.4591, ""expectancy"": 0.4591, ""pf"": 2.7428, ""total_R"": 140.0226, ""win_rate"": 0.6689}}","{""pre_news_15m"": {""N"": 0, ""avg_R"": 0.0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_R"": 0.0, ""win_rate"": 0.0}, ""pre_news_30m"": {""N"": 0, ""avg_R"": 0.0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_R"": 0.0, ""win_rate"": 0.0}, ""pre_news_60m"": {""N"": 0, ""avg_R"": 0.0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_R"": 0.0, ""win_rate"": 0.0}}","{""post_news_15m"": {""N"": 0, ""avg_R"": 0.0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_R"": 0.0, ""win_rate"": 0.0}, ""post_news_30m"": {""N"": 0, ""avg_R"": 0.0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_R"": 0.0, ""win_rate"": 0.0}, ""post_news_60m"": {""N"": 0, ""avg_R"": 0.0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_R"": 0.0, ""win_rate"": 0.0}}",-9.2915,-12.4218,0.9056603773584906,1.0,0.8095527221210282,0.6425766983199417,0.8872556601359389,0.8077728173684309,0.870157,ROBUST_RESEARCH_CANDIDATE,Mantener como RESEARCH_ONLY y dejarlo listo para futura shadow line.
tp_1p50_timeout_4h_sl_1p0_longbuf_0p3_win_1_2_mode_close_reclaim_pick_first_levels_london_only_news_sweep_plus_minus_30m,axis_scan,False,RESEARCH_ONLY,NO_PRODUCTION,False,1.5,4,1.0,0.3,0.0,+1h_+2h,close_reclaim,Reclaim simple por close M5,first,Primera confirmacion elegible,london_only,Solo London,sweep_plus_minus_30m,Bloqueo +/-30m alrededor del sweep,1259,17.4861,0.6537,3.1813,0.4869,0.4869,-5.2823,0.0,151.12,0.4369,1.0,11.6433,3916,1259,342,2154,2,146,5,8,8260,"{""2020"": {""N"": 193, ""avg_R"": 0.4316, ""expectancy"": 0.4316, ""pf"": 2.9785, ""total_R"": 83.2959, ""win_rate"": 0.6477}, ""2021"": {""N"": 216, ""avg_R"": 0.4756, ""expectancy"": 0.4756, ""pf"": 3.1606, ""total_R"": 102.7392, ""win_rate"": 0.6528}, ""2022"": {""N"": 209, ""avg_R"": 0.4707, ""expectancy"": 0.4707, ""pf"": 2.8699, ""total_R"": 98.3771, ""win_rate"": 0.6507}, ""2023"": {""N"": 200, ""avg_R"": 0.4857, ""expectancy"": 0.4857, ""pf"": 3.0302, ""total_R"": 97.1451, ""win_rate"": 0.655}, ""2024"": {""N"": 214, ""avg_R"": 0.5643, ""expectancy"": 0.5643, ""pf"": 3.9793, ""total_R"": 120.7503, ""win_rate"": 0.6729}, ""2025"": {""N"": 227, ""avg_R"": 0.4875, ""expectancy"": 0.4875, ""pf"": 3.1972, ""total_R"": 110.654, ""win_rate"": 0.6432}}","{""london"": {""N"": 1259, ""avg_R"": 0.4869, ""expectancy"": 0.4869, ""pf"": 3.1813, ""total_R"": 612.9616, ""win_rate"": 0.6537}}","{""london_h"": {""N"": 582, ""avg_R"": 0.5438, ""expectancy"": 0.5438, ""pf"": 3.732, ""total_R"": 316.4736, ""win_rate"": 0.6701}, ""london_l"": {""N"": 677, ""avg_R"": 0.4379, ""expectancy"": 0.4379, ""pf"": 2.7951, ""total_R"": 296.488, ""win_rate"": 0.6396}}","{""Friday"": {""N"": 242, ""avg_R"": 0.5349, ""expectancy"": 0.5349, ""pf"": 3.599, ""total_R"": 129.4577, ""win_rate"": 0.6818}, ""Monday"": {""N"": 304, ""avg_R"": 0.3948, ""expectancy"": 0.3948, ""pf"": 2.4939, ""total_R"": 120.0289, ""win_rate"": 0.6086}, ""Sunday"": {""N"": 6, ""avg_R"": 0.1643, ""expectancy"": 0.1643, ""pf"": 1.3774, ""total_R"": 0.9856, ""win_rate"": 0.5}, ""Thursday"": {""N"": 222, ""avg_R"": 0.5418, ""expectancy"": 0.5418, ""pf"": 3.895, ""total_R"": 120.2806, ""win_rate"": 0.6757}, ""Tuesday"": {""N"": 236, ""avg_R"": 0.5448, ""expectancy"": 0.5448, ""pf"": 3.8387, ""total_R"": 128.5733, ""win_rate"": 0.678}, ""Wednesday"": {""N"": 249, ""avg_R"": 0.4564, ""expectancy"": 0.4564, ""pf"": 2.8509, ""total_R"": 113.6355, ""win_rate"": 0.6426}}","{""pre_news_15m"": {""N"": 0, ""avg_R"": 0.0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_R"": 0.0, ""win_rate"": 0.0}, ""pre_news_30m"": {""N"": 0, ""avg_R"": 0.0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_R"": 0.0, ""win_rate"": 0.0}, ""pre_news_60m"": {""N"": 0, ""avg_R"": 0.0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_R"": 0.0, ""win_rate"": 0.0}}","{""post_news_15m"": {""N"": 0, ""avg_R"": 0.0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_R"": 0.0, ""win_rate"": 0.0}, ""post_news_30m"": {""N"": 0, ""avg_R"": 0.0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_R"": 0.0, ""win_rate"": 0.0}, ""post_news_60m"": {""N"": 0, ""avg_R"": 0.0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_R"": 0.0, ""win_rate"": 0.0}}",-5.2823,-11.6433,0.2849056603773585,1.0,0.9935235782230318,1.0,1.0,0.855843506289017,0.870141,ROBUST_RESEARCH_CANDIDATE,Mantener como RESEARCH_ONLY y dejarlo listo para futura shadow line.
tp_1p50_timeout_6h_sl_1p0_longbuf_0p3_win_1_2_mode_close_reclaim_pick_first_levels_all_levels_news_sweep_plus_minus_30m,axis_scan,False,RESEARCH_ONLY,NO_PRODUCTION,False,1.5,6,1.0,0.3,0.0,+1h_+2h,close_reclaim,Reclaim simple por close M5,first,Primera confirmacion elegible,all_levels,PD + Asia + London,sweep_plus_minus_30m,Bloqueo +/-30m alrededor del sweep,1606,22.3056,0.6164,2.3815,0.4478,0.4478,-8.2344,-0.4337,174.75,0.2403,1.0,18.6239,12176,1606,824,9546,1,172,14,13,0,"{""2020"": {""N"": 261, ""avg_R"": 0.3643, ""expectancy"": 0.3643, ""pf"": 2.0966, ""total_R"": 95.0832, ""win_rate"": 0.6092}, ""2021"": {""N"": 271, ""avg_R"": 0.4458, ""expectancy"": 0.4458, ""pf"": 2.4666, ""total_R"": 120.8084, ""win_rate"": 0.6052}, ""2022"": {""N"": 266, ""avg_R"": 0.4671, ""expectancy"": 0.4671, ""pf"": 2.3421, ""total_R"": 124.2575, ""win_rate"": 0.609}, ""2023"": {""N"": 269, ""avg_R"": 0.4068, ""expectancy"": 0.4068, ""pf"": 2.1136, ""total_R"": 109.434, ""win_rate"": 0.5836}, ""2024"": {""N"": 268, ""avg_R"": 0.5818, ""expectancy"": 0.5818, ""pf"": 3.1765, ""total_R"": 155.9142, ""win_rate"": 0.6754}, ""2025"": {""N"": 271, ""avg_R"": 0.4194, ""expectancy"": 0.4194, ""pf"": 2.2773, ""total_R"": 113.6656, ""win_rate"": 0.6162}}","{""asia"": {""N"": 506, ""avg_R"": 0.2737, ""expectancy"": 0.2737, ""pf"": 1.7367, ""total_R"": 138.4835, ""win_rate"": 0.5613}, ""london"": {""N"": 536, ""avg_R"": 1.0365, ""expectancy"": 1.0365, ""pf"": 10.9284, ""total_R"": 555.5697, ""win_rate"": 0.8451}, ""pd"": {""N"": 564, ""avg_R"": 0.0445, ""expectancy"": 0.0445, ""pf"": 1.0908, ""total_R"": 25.1097, ""win_rate"": 0.4486}}","{""asia_h"": {""N"": 248, ""avg_R"": 0.2725, ""expectancy"": 0.2725, ""pf"": 1.7587, ""total_R"": 67.5921, ""win_rate"": 0.5645}, ""asia_l"": {""N"": 258, ""avg_R"": 0.2748, ""expectancy"": 0.2748, ""pf"": 1.7169, ""total_R"": 70.8914, ""win_rate"": 0.5581}, ""london_h"": {""N"": 253, ""avg_R"": 1.0552, ""expectancy"": 1.0552, ""pf"": 12.8008, ""total_R"": 266.977, ""win_rate"": 0.8538}, ""london_l"": {""N"": 283, ""avg_R"": 1.0198, ""expectancy"": 1.0198, ""pf"": 9.6577, ""total_R"": 288.5927, ""win_rate"": 0.8375}, ""pdh"": {""N"": 267, ""avg_R"": 0.039, ""expectancy"": 0.039, ""pf"": 1.0788, ""total_R"": 10.4134, ""win_rate"": 0.4457}, ""pdl"": {""N"": 297, ""avg_R"": 0.0495, ""expectancy"": 0.0495, ""pf"": 1.1018, ""total_R"": 14.6963, ""win_rate"": 0.4512}}","{""Friday"": {""N"": 300, ""avg_R"": 0.458, ""expectancy"": 0.458, ""pf"": 2.3404, ""total_R"": 137.4011, ""win_rate"": 0.6167}, ""Monday"": {""N"": 377, ""avg_R"": 0.2284, ""expectancy"": 0.2284, ""pf"": 1.5405, ""total_R"": 86.1169, ""win_rate"": 0.5119}, ""Sunday"": {""N"": 6, ""avg_R"": 0.0973, ""expectancy"": 0.0973, ""pf"": 1.1946, ""total_R"": 0.5839, ""win_rate"": 0.5}, ""Thursday"": {""N"": 306, ""avg_R"": 0.5609, ""expectancy"": 0.5609, ""pf"": 3.1959, ""total_R"": 171.6451, ""win_rate"": 0.6634}, ""Tuesday"": {""N"": 311, ""avg_R"": 0.534, ""expectancy"": 0.534, ""pf"": 2.9143, ""total_R"": 166.071, ""win_rate"": 0.6624}, ""Wednesday"": {""N"": 306, ""avg_R"": 0.5142, ""expectancy"": 0.5142, ""pf"": 2.7329, ""total_R"": 157.3449, ""win_rate"": 0.6536}}","{""pre_news_15m"": {""N"": 0, ""avg_R"": 0.0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_R"": 0.0, ""win_rate"": 0.0}, ""pre_news_30m"": {""N"": 0, ""avg_R"": 0.0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_R"": 0.0, ""win_rate"": 0.0}, ""pre_news_60m"": {""N"": 0, ""avg_R"": 0.0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_R"": 0.0, ""win_rate"": 0.0}}","{""post_news_15m"": {""N"": 0, ""avg_R"": 0.0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_R"": 0.0, ""win_rate"": 0.0}, ""post_news_30m"": {""N"": 0, ""avg_R"": 0.0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_R"": 0.0, ""win_rate"": 0.0}, ""post_news_60m"": {""N"": 0, ""avg_R"": 0.0, ""expectancy"": 0.0, ""pf"": 0.0, ""total_R"": 0.0, ""win_rate"": 0.0}}",-8.2344,-18.6239,0.939622641509434,1.0,0.9143897996357012,0.6348612125639154,0.9169827981361132,0.4248065749093851,0.838706,ROBUST_RESEARCH_CANDIDATE,Mantener como RESEARCH_ONLY y dejarlo listo para futura shadow line.
