family,h1_adx_threshold,m15_ema_period,stop_atr_multiple,take_profit_rr,score,initial_capital,final_equity,total_return_pct,max_drawdown_pct,sharpe_ratio,profit_factor,total_trades,wins,losses,break_even_trades,win_rate_pct,trades_per_month,profit_month_ratio,avg_monthly_net_pnl_usd,expectancy_usd,avg_trade_minutes,median_trade_minutes,max_consecutive_wins,max_consecutive_losses
trend_pullback,16.0,20,0.8,0.8,-223.25713853832016,100000.0,59852.056735094586,-40.147943264905415,40.147943264905415,-3.760683773819972,0.4219222378217037,254,116,138,0,45.66929133858268,10.583333333333334,0.16666666666666666,-1672.8309693710596,-158.06276875947023,14.21259842519685,10.0,7,8
trend_pullback,16.0,14,0.8,0.8,-232.04302759557788,100000.0,58416.67412622281,-41.58332587377719,41.58332587377719,-3.9119413841351554,0.4129338189375921,262,118,144,0,45.038167938931295,10.916666666666666,0.16666666666666666,-1732.6385780740504,-158.71498425105804,14.103053435114504,10.0,7,8
trend_pullback,18.0,20,0.8,0.8,-232.14201787927797,100000.0,60241.74231386305,-39.75825768613696,40.42416256646435,-3.8676605005671467,0.3846653668285945,230,102,128,0,44.34782608695652,9.583333333333334,0.125,-1656.5940702557084,-172.8619899397261,14.173913043478262,10.0,7,8
trend_pullback,18.0,14,0.8,0.8,-238.66606350480504,100000.0,58792.550320086055,-41.20744967991394,41.40112227109577,-4.023518859285566,0.3758989953885929,238,104,134,0,43.69747899159664,9.916666666666666,0.125,-1716.9770699964156,-173.14054487358814,14.054621848739496,10.0,7,8
