trade_id,entry_time,exit_time,direction,verdict,gross_r,net_r,comm_r
404,2016-10-04T17:06:00+00:00,2016-10-04T17:22:42.448000,LONG,BE_STOP,0.0,-0.0333,0.0333
405,2016-10-05T13:06:00+00:00,2016-10-05T13:17:31.402000,LONG,BE_STOP,0.0,-0.0735,0.0735
406,2016-10-06T11:00:00+00:00,2016-10-06T11:31:50.050000,SHORT,BE_STOP,0.0,-0.082,0.082
407,2016-10-07T13:00:00+00:00,2016-10-07T13:49:05.876000,LONG,BE_STOP,0.0,-0.0282,0.0282
408,2016-10-10T11:09:00+00:00,2016-10-10T12:36:18.213000,SHORT,TP,1.4,1.3219,0.0781
409,2016-10-11T16:00:00+00:00,2016-10-11T17:37:53.450000,LONG,SL,-1.0,-1.0327,0.0327
410,2016-10-12T14:00:00+00:00,2016-10-12T15:14:14.281000,LONG,SL,-1.0,-1.0179,0.0179
411,2016-10-13T17:00:00+00:00,2016-10-13T17:29:15.936000,LONG,BE_STOP,0.0,-0.098,0.098
412,2016-10-14T13:36:00+00:00,2016-10-14T14:16:12.053000,LONG,BE_STOP,0.0,-0.0281,0.0281
413,2016-10-18T11:00:00+00:00,2016-10-18T12:00:43.200000,SHORT,TP,1.4,1.3324,0.0676
414,2016-10-19T12:21:00+00:00,2016-10-19T14:59:16.675000,SHORT,BE_STOP,0.0,-0.0294,0.0294
415,2016-10-20T11:57:00+00:00,2016-10-20T12:32:28.462000,SHORT,SL,-1.0,-1.0403,0.0403
416,2016-10-21T12:00:00+00:00,2016-10-21T12:48:07.347000,SHORT,BE_STOP,0.0,-0.0746,0.0746
417,2016-10-24T13:15:00+00:00,2016-10-24T14:03:09.725000,SHORT,BE_STOP,0.0,-0.0446,0.0446
418,2016-10-25T15:00:00+00:00,2016-10-25T15:11:08.365000,LONG,TP,1.4,1.3038,0.0962
419,2016-10-26T13:45:00+00:00,2016-10-26T23:44:57.584000,SHORT,TIME_EXIT,0.2047,0.1879,0.0168
420,2016-10-27T11:06:00+00:00,2016-10-27T12:39:54.930000,LONG,SL,-1.0,-1.0562,0.0562
421,2016-10-28T12:21:00+00:00,2016-10-28T12:30:02.574000,LONG,BE_STOP,0.0,-0.04,0.04
422,2016-10-31T18:57:00+00:00,2016-10-31T19:36:05.215000,SHORT,SL,-1.0,-1.0388,0.0388
