pair,trades,wins,losses,win_rate_pct,profit_factor,net_pnl_usd,avg_r_multiple
EURUSD,1,0,1,0.0,0.0,-767.5179287370398,-1.0502936463119066
GBPUSD,3,0,3,0.0,0.0,-2389.8516563211333,-1.0720837336043476
