trade_id,entry_time,exit_time,direction,verdict,gross_r,net_r,comm_r
1602,2022-01-03T14:09:00+00:00,2022-01-03T14:20:21.479000,SHORT,TP,1.4,1.3432,0.0568
1603,2022-01-04T14:06:00+00:00,2022-01-04T15:00:27.022000,LONG,BE_STOP,0.0,-0.0588,0.0588
1604,2022-01-05T19:03:00+00:00,2022-01-05T20:02:21.879000,SHORT,TP,1.4,1.3645,0.0355
1605,2022-01-06T19:57:00+00:00,2022-01-06T21:59:59.335000,SHORT,SL,-1.0,-1.0362,0.0362
1606,2022-01-07T12:09:00+00:00,2022-01-07T12:21:46.536000,SHORT,BE_STOP,0.0,-0.0962,0.0962
1607,2022-01-10T12:30:00+00:00,2022-01-10T13:15:41.129000,SHORT,BE_STOP,0.0,-0.0459,0.0459
1608,2022-01-11T13:36:00+00:00,2022-01-11T13:55:08.897000,SHORT,BE_STOP,0.0,-0.0463,0.0463
1609,2022-01-12T12:00:00+00:00,2022-01-12T12:09:55.105000,LONG,BE_STOP,0.0,-0.098,0.098
1610,2022-01-13T14:45:00+00:00,2022-01-13T15:32:54.118000,SHORT,TP,1.4,1.364,0.036
1611,2022-01-14T13:00:00+00:00,2022-01-14T13:29:30.245000,SHORT,BE_STOP,0.0,-0.049,0.049
1612,2022-01-17T13:39:00+00:00,2022-01-17T14:26:55.626000,LONG,BE_STOP,0.0,-0.049,0.049
1613,2022-01-18T12:57:00+00:00,2022-01-18T13:14:31.031000,SHORT,TP,1.4,1.3554,0.0446
1614,2022-01-19T15:33:00+00:00,2022-01-19T16:27:16.538000,SHORT,SL,-1.0,-1.0342,0.0342
1615,2022-01-20T15:45:00+00:00,2022-01-20T17:55:05.252000,LONG,SL,-1.0,-1.0233,0.0233
1616,2022-01-21T13:06:00+00:00,2022-01-21T13:24:45.455000,LONG,BE_STOP,0.0,-0.0526,0.0526
1617,2022-01-24T14:09:00+00:00,2022-01-24T15:37:35.413000,LONG,TP,1.4,1.3624,0.0376
1618,2022-01-25T12:00:00+00:00,2022-01-25T13:31:30.011000,SHORT,SL,-1.0,-1.0463,0.0463
1619,2022-01-26T12:42:00+00:00,2022-01-26T12:55:07.384000,LONG,BE_STOP,0.0,-0.0617,0.0617
1620,2022-01-28T12:51:00+00:00,2022-01-28T13:01:33.979000,SHORT,BE_STOP,0.0,-0.0417,0.0417
1621,2022-01-31T12:09:00+00:00,2022-01-31T12:20:02.840000,SHORT,TP,1.4,1.3138,0.0862
