event_id,event_name_normalized,currency,impact_level,timestamp_original,timezone_original,timestamp_utc,timestamp_ny,source_name,dedupe_key,validation_status
4fbfa0a57d7d2232,adp non-farm employment change,USD,HIGH,2020-04-01T16:45:00+04:30,UTC+04:30,2020-04-01T12:15:00+00:00,2020-04-01T08:15:00-04:00,forex_factory_fixed_schedule_validated,58c225bf55c20f3f,approved_raw_schedule
d11e868e7e953a8a,ism manufacturing pmi,USD,HIGH,2020-04-01T18:30:00+04:30,UTC+04:30,2020-04-01T14:00:00+00:00,2020-04-01T10:00:00-04:00,forex_factory_fixed_schedule_validated,0b26b86d9e6d528c,approved_raw_schedule
49a4fc9eedb47558,core cpi m/m,USD,HIGH,2020-04-10T17:00:00+04:30,UTC+04:30,2020-04-10T12:30:00+00:00,2020-04-10T08:30:00-04:00,forex_factory_fixed_schedule_validated,b2b3d82bd5e57c2a,approved_raw_schedule
60b3370febc4541a,core retail sales m/m,USD,HIGH,2020-04-15T17:00:00+04:30,UTC+04:30,2020-04-15T12:30:00+00:00,2020-04-15T08:30:00-04:00,forex_factory_fixed_schedule_validated,603b68f95a5b90ac,approved_raw_schedule
1958273ac2d30cae,unemployment claims,USD,HIGH,2020-04-23T17:00:00+04:30,UTC+04:30,2020-04-23T12:30:00+00:00,2020-04-23T08:30:00-04:00,forex_factory_fixed_schedule_validated,1ebeae3e24e1b2bf,approved_raw_schedule
c3f73b8b99c2db83,advance gdp q/q,USD,HIGH,2020-04-29T17:02:00+04:30,UTC+04:30,2020-04-29T12:30:00+00:00,2020-04-29T08:30:00-04:00,forex_factory_fixed_schedule_validated,4aa17189410eb627,approved_fixed_anchor_correction
95878accb6aee227,fomc statement,USD,HIGH,2020-04-29T22:30:00+04:30,UTC+04:30,2020-04-29T18:00:00+00:00,2020-04-29T14:00:00-04:00,forex_factory_fixed_schedule_validated,dc5df453c2968428,approved_raw_schedule
bfab02892dbe6e66,fomc press conference,USD,HIGH,2020-04-29T23:00:00+04:30,UTC+04:30,2020-04-29T18:30:00+00:00,2020-04-29T14:30:00-04:00,forex_factory_fixed_schedule_validated,42bc10ddce1f2c07,approved_raw_schedule
0d0610144e7f042e,main refinancing rate,EUR,HIGH,2020-04-30T16:15:00+04:30,UTC+04:30,2020-04-30T11:45:00+00:00,2020-04-30T07:45:00-04:00,forex_factory_fixed_schedule_validated,0d3a28b989df4a78,approved_raw_schedule
bddcea36d4948323,fed announcement,USD,HIGH,2020-04-30T18:30:00+04:30,UTC+04:30,2020-04-30T18:00:00+00:00,2020-04-30T14:00:00-04:00,forex_factory_fixed_schedule_validated,b3b8a2862427464d,approved_fixed_anchor_correction
bace84430fddeb50,ism manufacturing pmi,USD,HIGH,2020-05-01T18:30:00+04:30,UTC+04:30,2020-05-01T14:00:00+00:00,2020-05-01T10:00:00-04:00,forex_factory_fixed_schedule_validated,2bf16f75060b93fd,approved_raw_schedule
02b13f2d40f4f12d,ism services pmi,USD,HIGH,2020-05-05T18:30:00+04:30,UTC+04:30,2020-05-05T14:00:00+00:00,2020-05-05T10:00:00-04:00,forex_factory_fixed_schedule_validated,fdb9a5d0bd26d89a,approved_raw_schedule
bd92290f0c6aac77,adp non-farm employment change,USD,HIGH,2020-05-06T16:45:00+04:30,UTC+04:30,2020-05-06T12:15:00+00:00,2020-05-06T08:15:00-04:00,forex_factory_fixed_schedule_validated,d2bd458aab3f015c,approved_raw_schedule
51ac62433b8b19ca,unemployment claims,USD,HIGH,2020-05-07T17:00:00+04:30,UTC+04:30,2020-05-07T12:30:00+00:00,2020-05-07T08:30:00-04:00,forex_factory_fixed_schedule_validated,48f76bbaed4a629d,approved_raw_schedule
2bf5706f0af0f96a,core cpi m/m,USD,HIGH,2020-05-12T17:00:00+04:30,UTC+04:30,2020-05-12T12:30:00+00:00,2020-05-12T08:30:00-04:00,forex_factory_fixed_schedule_validated,b84723bfd0ef1384,approved_raw_schedule
6d3b0d1338b4687f,ism manufacturing pmi,USD,HIGH,2020-06-01T18:30:00+04:30,UTC+04:30,2020-06-01T14:00:00+00:00,2020-06-01T10:00:00-04:00,forex_factory_fixed_schedule_validated,e5113f3a5d9ebcb1,approved_raw_schedule
31fd29558fce5d88,adp non-farm employment change,USD,HIGH,2020-06-03T16:45:00+04:30,UTC+04:30,2020-06-03T12:15:00+00:00,2020-06-03T08:15:00-04:00,forex_factory_fixed_schedule_validated,f69c9d762ce5658a,approved_raw_schedule
20fb6e196041c0fb,main refinancing rate,EUR,HIGH,2020-06-04T16:15:00+04:30,UTC+04:30,2020-06-04T11:45:00+00:00,2020-06-04T07:45:00-04:00,forex_factory_fixed_schedule_validated,9bd001abf53d4916,approved_raw_schedule
0147dec06fc3844a,core cpi m/m,USD,HIGH,2020-06-10T17:00:00+04:30,UTC+04:30,2020-06-10T12:30:00+00:00,2020-06-10T08:30:00-04:00,forex_factory_fixed_schedule_validated,17798f0adbfca24e,approved_raw_schedule
a14eb5060a576a8e,federal funds rate,USD,HIGH,2020-06-10T22:30:00+04:30,UTC+04:30,2020-06-10T18:00:00+00:00,2020-06-10T14:00:00-04:00,forex_factory_fixed_schedule_validated,1ba844459e7b3299,approved_raw_schedule
bde8288997222757,fomc press conference,USD,HIGH,2020-06-10T23:00:00+04:30,UTC+04:30,2020-06-10T18:30:00+00:00,2020-06-10T14:30:00-04:00,forex_factory_fixed_schedule_validated,9011662c6948c17f,approved_raw_schedule
42c60a68f089d57b,fed announcement,USD,HIGH,2020-06-15T22:30:00+04:30,UTC+04:30,2020-06-15T18:00:00+00:00,2020-06-15T14:00:00-04:00,forex_factory_fixed_schedule_validated,76c4e9c56f5f39c1,approved_raw_schedule
19442d1ab07d2bb4,adp non-farm employment change,USD,HIGH,2020-07-01T16:45:00+04:30,UTC+04:30,2020-07-01T12:15:00+00:00,2020-07-01T08:15:00-04:00,forex_factory_fixed_schedule_validated,2ecc5a92573cb8d6,approved_raw_schedule
b3142384cad5bd3c,ism services pmi,USD,HIGH,2020-07-06T18:30:00+04:30,UTC+04:30,2020-07-06T14:00:00+00:00,2020-07-06T10:00:00-04:00,forex_factory_fixed_schedule_validated,63b58e836a0e9873,approved_raw_schedule
7fd9ade6146993e4,cpi y/y,USD,HIGH,2020-07-14T17:00:00+04:30,UTC+04:30,2020-07-14T12:30:00+00:00,2020-07-14T08:30:00-04:00,forex_factory_fixed_schedule_validated,d3717aabdef190f6,approved_raw_schedule
88d6bb16aada58c5,main refinancing rate,EUR,HIGH,2020-07-16T16:15:00+04:30,UTC+04:30,2020-07-16T11:45:00+00:00,2020-07-16T07:45:00-04:00,forex_factory_fixed_schedule_validated,69c19b49da313809,approved_raw_schedule
07ae63ea0a751d56,fed announcement,USD,HIGH,2020-07-28T18:00:00+04:30,UTC+04:30,2020-07-28T18:00:00+00:00,2020-07-28T14:00:00-04:00,forex_factory_fixed_schedule_validated,c2b8b93cf638bd5f,approved_fixed_anchor_correction
6c398293b370ad49,fomc statement,USD,HIGH,2020-07-29T22:30:00+04:30,UTC+04:30,2020-07-29T18:00:00+00:00,2020-07-29T14:00:00-04:00,forex_factory_fixed_schedule_validated,06286d023e89fde3,approved_raw_schedule
209bbea8114e377b,fomc press conference,USD,HIGH,2020-07-29T23:00:00+04:30,UTC+04:30,2020-07-29T18:30:00+00:00,2020-07-29T14:30:00-04:00,forex_factory_fixed_schedule_validated,87939d6a874f8d2b,approved_raw_schedule
a88a875ceec54bc4,advance gdp q/q,USD,HIGH,2020-07-30T17:00:00+04:30,UTC+04:30,2020-07-30T12:30:00+00:00,2020-07-30T08:30:00-04:00,forex_factory_fixed_schedule_validated,d26cdfb2aafb4e9b,approved_raw_schedule
49dd26d45b78df6f,ism manufacturing pmi,USD,HIGH,2020-08-03T18:30:00+04:30,UTC+04:30,2020-08-03T14:00:00+00:00,2020-08-03T10:00:00-04:00,forex_factory_fixed_schedule_validated,650afbd8be17a234,approved_raw_schedule
02bfa380584e6ce6,ism services pmi,USD,HIGH,2020-08-05T18:30:00+04:30,UTC+04:30,2020-08-05T14:00:00+00:00,2020-08-05T10:00:00-04:00,forex_factory_fixed_schedule_validated,d362232ebeedc73e,approved_raw_schedule
96c65c861f0c7423,core cpi m/m,USD,HIGH,2020-08-12T17:00:00+04:30,UTC+04:30,2020-08-12T12:30:00+00:00,2020-08-12T08:30:00-04:00,forex_factory_fixed_schedule_validated,981c021a0a4567b3,approved_raw_schedule
e30391c015233163,ism manufacturing pmi,USD,HIGH,2020-09-01T18:30:00+04:30,UTC+04:30,2020-09-01T14:00:00+00:00,2020-09-01T10:00:00-04:00,forex_factory_fixed_schedule_validated,dd672536428815c0,approved_raw_schedule
7571cc263df6d989,adp non-farm employment change,USD,HIGH,2020-09-02T16:45:00+04:30,UTC+04:30,2020-09-02T12:15:00+00:00,2020-09-02T08:15:00-04:00,forex_factory_fixed_schedule_validated,67a47f47d2618f61,approved_raw_schedule
409cb1c1572e126c,main refinancing rate,EUR,HIGH,2020-09-10T16:15:00+04:30,UTC+04:30,2020-09-10T11:45:00+00:00,2020-09-10T07:45:00-04:00,forex_factory_fixed_schedule_validated,1b4154da30f05ca5,approved_raw_schedule
8177fe7bda457d6b,ecb press conference,EUR,HIGH,2020-09-10T17:00:00+04:30,UTC+04:30,2020-09-10T12:45:00+00:00,2020-09-10T08:45:00-04:00,forex_factory_fixed_schedule_validated,bc06a6f6e0e6794b,approved_fixed_anchor_correction
7e1607267175008a,fomc press conference,USD,HIGH,2020-09-16T23:00:00+04:30,UTC+04:30,2020-09-16T18:30:00+00:00,2020-09-16T14:30:00-04:00,forex_factory_fixed_schedule_validated,a0cf194c6bb89774,approved_raw_schedule
7aef035a484083f1,ism manufacturing pmi,USD,HIGH,2020-10-01T17:30:00+03:30,UTC+03:30,2020-10-01T14:00:00+00:00,2020-10-01T10:00:00-04:00,forex_factory_fixed_schedule_validated,16d1ecca39028cbe,approved_raw_schedule
ce168503dccc033b,ism services pmi,USD,HIGH,2020-10-05T17:30:00+03:30,UTC+03:30,2020-10-05T14:00:00+00:00,2020-10-05T10:00:00-04:00,forex_factory_fixed_schedule_validated,e4b9e178fc3cf472,approved_raw_schedule
d708f2e4abdaaa78,fomc meeting minutes,USD,HIGH,2020-10-07T21:30:00+03:30,UTC+03:30,2020-10-07T18:00:00+00:00,2020-10-07T14:00:00-04:00,forex_factory_fixed_schedule_validated,ddde4e35d72f9ecf,approved_raw_schedule
cbd900a493611328,cpi y/y,USD,HIGH,2020-10-13T16:00:00+03:30,UTC+03:30,2020-10-13T12:30:00+00:00,2020-10-13T08:30:00-04:00,forex_factory_fixed_schedule_validated,7065ea379ba5195c,approved_raw_schedule
792b4e7e4c2ae0f2,main refinancing rate,EUR,HIGH,2020-10-29T16:15:00+03:30,UTC+03:30,2020-10-29T11:45:00+00:00,2020-10-29T07:45:00-04:00,forex_factory_fixed_schedule_validated,1c628ed1bbef1937,approved_fixed_anchor_correction
b89ffbd9769fa8a9,ecb press conference,EUR,HIGH,2020-10-29T17:00:00+03:30,UTC+03:30,2020-10-29T12:45:00+00:00,2020-10-29T08:45:00-04:00,forex_factory_fixed_schedule_validated,90ea3e8ab90f82d1,approved_fixed_anchor_correction
7d632f1f94b31eab,fed announcement,USD,HIGH,2020-10-30T18:30:00+03:30,UTC+03:30,2020-10-30T18:00:00+00:00,2020-10-30T14:00:00-04:00,forex_factory_fixed_schedule_validated,6a674a68c5319625,approved_fixed_anchor_correction
b5847bb57fa365dc,ism manufacturing pmi,USD,HIGH,2020-11-02T18:30:00+03:30,UTC+03:30,2020-11-02T15:00:00+00:00,2020-11-02T10:00:00-05:00,forex_factory_fixed_schedule_validated,13c368f31f29dcfc,approved_raw_schedule
f9ce487b06ecdbae,ism services pmi,USD,HIGH,2020-11-04T18:30:00+03:30,UTC+03:30,2020-11-04T15:00:00+00:00,2020-11-04T10:00:00-05:00,forex_factory_fixed_schedule_validated,4fd9e6051e59408f,approved_raw_schedule
41cc1b4c76d1500e,fomc statement,USD,HIGH,2020-11-05T22:30:00+03:30,UTC+03:30,2020-11-05T19:00:00+00:00,2020-11-05T14:00:00-05:00,forex_factory_fixed_schedule_validated,040a55e07a952abf,approved_raw_schedule
3bcc746d7d0d871c,fomc press conference,USD,HIGH,2020-11-05T23:00:00+03:30,UTC+03:30,2020-11-05T19:30:00+00:00,2020-11-05T14:30:00-05:00,forex_factory_fixed_schedule_validated,f10f5fad18743458,approved_raw_schedule
864db95e72a88361,cpi y/y,USD,HIGH,2020-11-12T17:00:00+03:30,UTC+03:30,2020-11-12T13:30:00+00:00,2020-11-12T08:30:00-05:00,forex_factory_fixed_schedule_validated,55b9d104e4f2dc09,approved_raw_schedule
2b09bbe95aa8ab16,fomc meeting minutes,USD,HIGH,2020-11-25T22:30:00+03:30,UTC+03:30,2020-11-25T19:00:00+00:00,2020-11-25T14:00:00-05:00,forex_factory_fixed_schedule_validated,cfd1fe7b49f254bc,approved_raw_schedule
a3e2413c00457ced,main refinancing rate,EUR,HIGH,2020-12-10T16:15:00+03:30,UTC+03:30,2020-12-10T12:45:00+00:00,2020-12-10T07:45:00-05:00,forex_factory_fixed_schedule_validated,f9d36be819c15fcb,approved_raw_schedule
f8e52001f66809e2,ecb press conference,EUR,HIGH,2020-12-10T17:00:00+03:30,UTC+03:30,2020-12-10T13:45:00+00:00,2020-12-10T08:45:00-05:00,forex_factory_fixed_schedule_validated,7ae0e05f5c14dea7,approved_fixed_anchor_correction
02c28a14cd51b986,fomc press conference,USD,HIGH,2020-12-16T23:00:00+03:30,UTC+03:30,2020-12-16T19:30:00+00:00,2020-12-16T14:30:00-05:00,forex_factory_fixed_schedule_validated,0e9a45af3e85026c,approved_raw_schedule
4c81d8f12ccadca7,fomc meeting minutes,USD,HIGH,2021-01-06T22:30:00+03:30,UTC+03:30,2021-01-06T19:00:00+00:00,2021-01-06T14:00:00-05:00,forex_factory_fixed_schedule_validated,9f5c633699e112ae,approved_raw_schedule
a717be98009fe88b,cpi y/y,USD,HIGH,2021-01-13T17:00:00+03:30,UTC+03:30,2021-01-13T13:30:00+00:00,2021-01-13T08:30:00-05:00,forex_factory_fixed_schedule_validated,72cdb32aff9c93a9,approved_raw_schedule
d3aed7ef6062a7db,core retail sales m/m,USD,HIGH,2021-01-15T17:00:00+03:30,UTC+03:30,2021-01-15T13:30:00+00:00,2021-01-15T08:30:00-05:00,forex_factory_fixed_schedule_validated,185069ea53d3ccdc,approved_raw_schedule
f3feacfe00e5a700,monetary policy statement,EUR,HIGH,2021-01-21T16:15:00+03:30,UTC+03:30,2021-01-21T05:00:00+00:00,2021-01-21T00:00:00-05:00,forex_factory_fixed_schedule_validated,42670eb8c0d65dd5,approved_fixed_anchor_correction
28c83a651db1a763,fomc statement,USD,HIGH,2021-01-27T22:30:00+03:30,UTC+03:30,2021-01-27T19:00:00+00:00,2021-01-27T14:00:00-05:00,forex_factory_fixed_schedule_validated,887a7024601e7710,approved_raw_schedule
4c4be96f0061549a,fomc press conference,USD,HIGH,2021-01-27T23:00:00+03:30,UTC+03:30,2021-01-27T19:30:00+00:00,2021-01-27T14:30:00-05:00,forex_factory_fixed_schedule_validated,4c56edfa8ae766d2,approved_raw_schedule
961f2a8ad40c3ad7,ism manufacturing pmi,USD,HIGH,2021-02-01T18:30:00+03:30,UTC+03:30,2021-02-01T15:00:00+00:00,2021-02-01T10:00:00-05:00,forex_factory_fixed_schedule_validated,b044d662245929c6,approved_raw_schedule
c1c65839ace9e803,cpi m/m,USD,HIGH,2021-02-10T17:00:00+03:30,UTC+03:30,2021-02-10T13:30:00+00:00,2021-02-10T08:30:00-05:00,forex_factory_fixed_schedule_validated,5ae7057d91201966,approved_raw_schedule
37020c6ef65e37c5,ism manufacturing pmi,USD,HIGH,2021-03-01T18:30:00+03:30,UTC+03:30,2021-03-01T15:00:00+00:00,2021-03-01T10:00:00-05:00,forex_factory_fixed_schedule_validated,46b89c2a43988b1e,approved_raw_schedule
d11ce514db6618e6,cpi y/y,USD,HIGH,2021-03-10T16:00:00+03:30,UTC+03:30,2021-03-10T13:30:00+00:00,2021-03-10T08:30:00-05:00,forex_factory_fixed_schedule_validated,49629db4f91de77f,approved_fixed_anchor_correction
72750032aac9c9cc,core cpi m/m,USD,HIGH,2021-03-10T17:00:00+03:30,UTC+03:30,2021-03-10T13:30:00+00:00,2021-03-10T08:30:00-05:00,forex_factory_fixed_schedule_validated,d8ea74b254257bc7,approved_raw_schedule
4c084db8e58e4e7b,monetary policy statement,EUR,HIGH,2021-03-11T16:15:00+03:30,UTC+03:30,2021-03-11T05:00:00+00:00,2021-03-11T00:00:00-05:00,forex_factory_fixed_schedule_validated,1115888c4ec7e257,approved_fixed_anchor_correction
af703b71d096037d,ecb press conference,EUR,HIGH,2021-03-11T17:00:00+03:30,UTC+03:30,2021-03-11T13:45:00+00:00,2021-03-11T08:45:00-05:00,forex_factory_fixed_schedule_validated,36f2c7c560c9c6d4,approved_fixed_anchor_correction
67611413fec6b1f4,fomc press conference,USD,HIGH,2021-03-17T22:00:00+03:30,UTC+03:30,2021-03-17T18:30:00+00:00,2021-03-17T14:30:00-04:00,forex_factory_fixed_schedule_validated,cf45ca0b7233ef60,approved_raw_schedule
cee0f1c78de0f853,adp non-farm employment change,USD,HIGH,2021-03-31T16:45:00+04:30,UTC+04:30,2021-03-31T12:15:00+00:00,2021-03-31T08:15:00-04:00,forex_factory_fixed_schedule_validated,0f2ad13d205461d9,approved_raw_schedule
bd8104893c8e9ce6,fomc meeting minutes,USD,HIGH,2021-04-07T22:30:00+04:30,UTC+04:30,2021-04-07T18:00:00+00:00,2021-04-07T14:00:00-04:00,forex_factory_fixed_schedule_validated,ba68ba65dc74a33d,approved_raw_schedule
ecea11b29a3ec15f,core cpi m/m,USD,HIGH,2021-04-13T17:00:00+04:30,UTC+04:30,2021-04-13T12:30:00+00:00,2021-04-13T08:30:00-04:00,forex_factory_fixed_schedule_validated,4dd8b6436036a31f,approved_raw_schedule
843571292a400311,monetary policy statement,EUR,HIGH,2021-04-22T16:15:00+04:30,UTC+04:30,2021-04-22T04:00:00+00:00,2021-04-22T00:00:00-04:00,forex_factory_fixed_schedule_validated,7d2d50aaf278cde2,approved_fixed_anchor_correction
120015285aa43766,fomc statement,USD,HIGH,2021-04-28T22:30:00+04:30,UTC+04:30,2021-04-28T18:00:00+00:00,2021-04-28T14:00:00-04:00,forex_factory_fixed_schedule_validated,7b444f0428ad74be,approved_raw_schedule
38005f1360cc088e,fomc press conference,USD,HIGH,2021-04-28T23:00:00+04:30,UTC+04:30,2021-04-28T18:30:00+00:00,2021-04-28T14:30:00-04:00,forex_factory_fixed_schedule_validated,3691695cfa2a7306,approved_raw_schedule
4f288cf8b3f3f6d9,advance gdp q/q,USD,HIGH,2021-04-29T17:00:00+04:30,UTC+04:30,2021-04-29T12:30:00+00:00,2021-04-29T08:30:00-04:00,forex_factory_fixed_schedule_validated,bf474e415e15c1f0,approved_raw_schedule
5fcf02297f4f62b1,core cpi m/m,USD,HIGH,2021-05-12T17:00:00+04:30,UTC+04:30,2021-05-12T12:30:00+00:00,2021-05-12T08:30:00-04:00,forex_factory_fixed_schedule_validated,5733d8e68559969d,approved_raw_schedule
e072442d5217c439,core retail sales m/m,USD,HIGH,2021-05-14T17:02:00+04:30,UTC+04:30,2021-05-14T12:30:00+00:00,2021-05-14T08:30:00-04:00,forex_factory_fixed_schedule_validated,6630b03d91c48561,approved_fixed_anchor_correction
e040f73e444c1e6c,prelim gdp q/q,USD,HIGH,2021-05-27T17:00:00+04:30,UTC+04:30,2021-05-27T12:30:00+00:00,2021-05-27T08:30:00-04:00,forex_factory_fixed_schedule_validated,21e5b8c11b94fbcb,approved_raw_schedule
7335f247b73bf30e,ism manufacturing pmi,USD,HIGH,2021-06-01T18:30:00+04:30,UTC+04:30,2021-06-01T14:00:00+00:00,2021-06-01T10:00:00-04:00,forex_factory_fixed_schedule_validated,108d1000bb359187,approved_raw_schedule
8b31ea992225cec7,ism services pmi,USD,HIGH,2021-06-03T18:30:00+04:30,UTC+04:30,2021-06-03T14:00:00+00:00,2021-06-03T10:00:00-04:00,forex_factory_fixed_schedule_validated,9b909e0272aff031,approved_raw_schedule
c1dc6ed104ab7812,monetary policy statement,EUR,HIGH,2021-06-10T16:15:00+04:30,UTC+04:30,2021-06-10T04:00:00+00:00,2021-06-10T00:00:00-04:00,forex_factory_fixed_schedule_validated,685613028f3a8134,approved_fixed_anchor_correction
8949d39a592be702,ecb press conference,EUR,HIGH,2021-06-10T17:00:00+04:30,UTC+04:30,2021-06-10T12:45:00+00:00,2021-06-10T08:45:00-04:00,forex_factory_fixed_schedule_validated,e05ca98fc3e160aa,approved_fixed_anchor_correction
3ac4e95a5ed90d51,core retail sales m/m,USD,HIGH,2021-06-15T17:00:00+04:30,UTC+04:30,2021-06-15T12:30:00+00:00,2021-06-15T08:30:00-04:00,forex_factory_fixed_schedule_validated,55f3f13972218e4e,approved_raw_schedule
