pair,year,trades,wins,losses,net_pnl_usd,profit_factor
USDJPY,2022,2,0,2,-1758.9632709173288,0.0
USDJPY,2023,3,1,2,-1566.4192753598215,0.020682447449224584
USDJPY,2024,3,0,3,-2070.1053275264667,0.0
USDJPY,2025,10,3,7,-3457.1783618432137,0.2597766914016711
