pair,direction,entry_time,exit_time,entry_price,exit_price,units,gross_pnl_usd,net_pnl_usd,r_multiple,commission_usd,exit_reason,strategy_family,context_key,setup_tag,context_trades_before,context_win_rate_before,context_expectancy_before
EURUSD,short,2022-10-21 11:00:00-04:00,2022-10-21 11:05:00-04:00,0.97966,0.9789679458194195,830000,574.4049698818088,541.8917459812066,0.5425201924369933,32.51322390060237,take_profit,post_expansion_mean_reversion,,post_expansion_mean_reversion,0,0.0,0.0
EURUSD,short,2022-12-06 11:40:00-05:00,2022-12-06 11:45:00-05:00,1.05121,1.0509055537709886,1794000,546.1765348464143,470.75262877711117,0.47075534750971865,75.42390606930307,take_profit,post_expansion_mean_reversion,,post_expansion_mean_reversion,0,0.0,0.0
EURUSD,long,2022-12-16 11:55:00-05:00,2022-12-16 12:20:00-05:00,1.0610899999999999,1.0613989528799115,1770000,546.8465974435621,471.7104885116132,0.47175247649206636,75.13610893194887,take_profit,post_expansion_mean_reversion,,post_expansion_mean_reversion,0,0.0,0.0
EURUSD,short,2023-02-21 11:05:00-05:00,2023-02-21 11:10:00-05:00,1.06762,1.067301955059604,1723000,547.9914323025004,474.4220217311464,0.4746740480954555,73.56941057135396,take_profit,post_expansion_mean_reversion,,post_expansion_mean_reversion,0,0.0,0.0
EURUSD,short,2023-09-18 12:10:00-04:00,2023-09-18 12:15:00-04:00,1.06861,1.0684627429425282,1908000,280.96646565633245,199.41576978564555,0.35377638815757,81.5506958706869,take_profit,post_expansion_mean_reversion,,post_expansion_mean_reversion,0,0.0,0.0
EURUSD,long,2024-11-26 11:35:00-05:00,2024-11-26 11:40:00-05:00,1.04782,1.0481170206612136,1834000,544.7358926657802,467.85692274792683,0.4680473457311187,76.87896991785331,take_profit,post_expansion_mean_reversion,,post_expansion_mean_reversion,0,0.0,0.0
EURUSD,short,2025-01-31 12:50:00-05:00,2025-01-31 13:20:00-05:00,1.04169,1.04186,1762000,-299.54000000000616,-372.9643020000061,-0.37313744317696995,73.42430200000001,volatility_shock,post_expansion_mean_reversion,,post_expansion_mean_reversion,0,0.0,0.0
EURUSD,short,2025-04-08 15:40:00-04:00,2025-04-08 15:45:00-04:00,1.09634,1.0960726864562687,1865000,498.53975905913563,416.7627658543168,0.45096894113405234,81.77699320481884,take_profit,post_expansion_mean_reversion,,post_expansion_mean_reversion,0,0.0,0.0
EURUSD,short,2025-04-28 11:00:00-04:00,2025-04-28 11:15:00-04:00,1.13781,1.1374544377022835,1556000,553.2549352468648,482.44870594556966,0.4825010289627743,70.80622930129506,take_profit,post_expansion_mean_reversion,,post_expansion_mean_reversion,0,0.0,0.0
EURUSD,short,2025-10-29 11:15:00-04:00,2025-10-29 11:20:00-04:00,1.16451,1.1648081735887785,1771000,-528.0654257268902,-610.5698754354048,-1.2855850340093447,82.50444970851454,stop_loss,post_expansion_mean_reversion,,post_expansion_mean_reversion,0,0.0,0.0
