pair,year,trades,wins,losses,win_rate,total_pnl_r,total_pnl_usd,avg_pnl_r,max_drawdown_pct,profit_factor
EURUSD,2020,7,4,3,57.14285714285714,-1.1170282004973369,-1117.0282004973367,-0.15957545721390526,1.1245613388440918,0.5266563670424593
EURUSD,2021,4,0,4,0.0,-2.3376018622193158,-2337.6018622193155,-0.5844004655548289,2.228965671853147,0.0
