family,pemr_h1_adx_max,pemr_expansion_atr_min,pemr_displacement_atr_min,stop_atr_multiple,pemr_take_profit_rr_cap,score,initial_capital,final_equity,total_return_pct,max_drawdown_pct,sharpe_ratio,profit_factor,total_trades,wins,losses,break_even_trades,win_rate_pct,trades_per_month,profit_month_ratio,avg_monthly_net_pnl_usd,expectancy_usd,avg_trade_minutes,median_trade_minutes,max_consecutive_wins,max_consecutive_losses
vwap_mean_reversion,18.0,1.2,0.6,0.7,0.6,2.6543160440060163,100000.0,99524.3918017652,-0.4756081982348004,0.8119275871560137,-0.3474893477947961,0.5416292594063922,4,2,2,0,50.0,1.0,0.5,-118.90204955869788,-118.90204955869788,11.25,10.0,1,1
vwap_mean_reversion,22.0,1.2,0.6,0.7,0.6,2.6543160440060163,100000.0,99524.3918017652,-0.4756081982348004,0.8119275871560137,-0.3474893477947961,0.5416292594063922,4,2,2,0,50.0,1.0,0.5,-118.90204955869788,-118.90204955869788,11.25,10.0,1,1
vwap_mean_reversion,18.0,1.5,0.6,0.7,0.6,-48.6835949127139,100000.0,99330.91501246944,-0.6690849875305549,0.6690849875305576,-0.6349803146555016,0.0,1,0,1,0,0.0,1.0,0.0,-669.0849875305576,-669.0849875305576,10.0,10.0,0,1
vwap_mean_reversion,18.0,1.5,0.9,0.7,0.6,-48.6835949127139,100000.0,99330.91501246944,-0.6690849875305549,0.6690849875305576,-0.6349803146555016,0.0,1,0,1,0,0.0,1.0,0.0,-669.0849875305576,-669.0849875305576,10.0,10.0,0,1
vwap_mean_reversion,22.0,1.5,0.6,0.7,0.6,-48.6835949127139,100000.0,99330.91501246944,-0.6690849875305549,0.6690849875305576,-0.6349803146555016,0.0,1,0,1,0,0.0,1.0,0.0,-669.0849875305576,-669.0849875305576,10.0,10.0,0,1
vwap_mean_reversion,22.0,1.5,0.9,0.7,0.6,-48.6835949127139,100000.0,99330.91501246944,-0.6690849875305549,0.6690849875305576,-0.6349803146555016,0.0,1,0,1,0,0.0,1.0,0.0,-669.0849875305576,-669.0849875305576,10.0,10.0,0,1
vwap_mean_reversion,18.0,1.2,0.9,0.7,0.6,-51.229292139797806,100000.0,98967.24398002888,-1.032756019971115,1.0327560199711152,-0.8623918759134906,0.0,2,0,2,0,0.0,1.0,0.0,-516.378009985554,-516.378009985554,10.0,10.0,0,2
vwap_mean_reversion,22.0,1.2,0.9,0.7,0.6,-51.229292139797806,100000.0,98967.24398002888,-1.032756019971115,1.0327560199711152,-0.8623918759134906,0.0,2,0,2,0,0.0,1.0,0.0,-516.378009985554,-516.378009985554,10.0,10.0,0,2
