pair,entry_time_ny,exit_time_ny,direction,entry_side,signal_time_ny,fill_time_ny,signal_price,fill_price,entry_price,exit_price,exit_signal_price,exit_fill_price,sl,tp,spread_applied,slippage_applied,commission_applied,entry_spread_pips,exit_spread_pips,entry_slippage_pips,exit_slippage_pips,entry_commission_usd,exit_commission_usd,price_source_used,data_source_used,pnl_r,pnl_usd,result,exit_reason,forced_close_flag,intrabar_ambiguity_flag,execution_mode_used,intrabar_policy_used,cost_profile_used,entry_cost_regime,exit_cost_regime,blocked_by_news,blocking_event_name,blocking_event_time_ny,blocking_rule_used,gap_exit_flag,gap_exit_type,date,signal_time,source_kind,source_level_name,sweep_time_ny,extreme_time_ny
EURUSD,2020-03-27 04:00:00,2020-03-27 04:56:00,long,buy,2020-03-27 04:00:00,2020-03-27 04:00:00,1.102535,1.1025915000000002,1.1025915000000002,1.1007393749999999,1.10076,1.1007393749999999,1.10076,1.1053861875000006,0.8999999999992347,0.3712500000000001,18.449545531918837,0.40000000000040004,0.4999999999988347,0.16500000000000004,0.20625000000000004,9.224772765959418,9.224772765959418,bid_ask_real,dukascopy_m1_bid_ask_full,-1.0188972126611293,-497.3799801704022,loss,stop_loss,False,False,high_precision_mode,standard,precision,precision|opening|high_vol|entry,precision|opening|high_vol|stop_loss,False,,,,False,no_gap,2020-03-27,2020-03-27 04:00:00-04:00,asia,asia_low,2020-03-27 04:00:00-04:00,2020-03-27 03:33:00-04:00
EURUSD,2020-03-30 06:00:00,2020-03-30 06:03:00,long,buy,2020-03-30 06:00:00,2020-03-30 06:00:00,1.106905,1.106991,1.106991,1.106399375,1.1064200000000002,1.106399375,1.1064200000000002,1.1078791249999997,0.8000000000008001,0.31625000000000003,58.1334807264555,0.40000000000040004,0.40000000000040004,0.11000000000000001,0.20625000000000004,29.06674036322775,29.06674036322775,bid_ask_real,dukascopy_m1_bid_ask_full,-1.071611799914832,-520.3984622887754,loss,stop_loss,False,False,high_precision_mode,standard,precision,precision|opening|normal_vol|entry,precision|opening|high_vol|stop_loss,False,,,,False,no_gap,2020-03-30,2020-03-30 06:00:00-04:00,asia,asia_low,2020-03-30 06:00:00-04:00,2020-03-30 05:39:00-04:00
EURUSD,2020-04-06 11:00:00,2020-04-06 11:24:00,long,buy,2020-04-06 11:00:00,2020-04-06 11:00:00,1.078445,1.0791609999999998,1.0791609999999998,1.0814051249999994,1.0814216249999995,1.0814051249999994,1.077675,1.0814216249999995,0.5000000000010552,0.275,22.53791634196338,0.10000000000065512,0.40000000000040004,0.11000000000000001,0.16500000000000004,11.26895817098169,11.26895817098169,bid_ask_real,dukascopy_m1_bid_ask_full,1.472995499249803,711.2724919847253,win,take_profit,False,False,high_precision_mode,standard,precision,precision|opening|normal_vol|entry,precision|opening|high_vol|take_profit,False,,,,False,no_gap,2020-04-06,2020-04-06 11:00:00-04:00,london,london_low,2020-04-06 11:00:00-04:00,2020-04-06 10:57:00-04:00
EURUSD,2020-04-08 06:00:00,2020-04-08 06:52:00,long,buy,2020-04-08 06:00:00,2020-04-08 06:00:00,1.086345,1.086381,1.086381,1.087860125,1.087876625,1.087860125,1.085405,1.087876625,0.7999999999985796,0.275,34.3988292707143,0.40000000000040004,0.3999999999981796,0.11000000000000001,0.16500000000000004,17.19941463535715,17.19941463535715,bid_ask_real,dukascopy_m1_bid_ask_full,1.4590805759029026,709.6601331509622,win,take_profit,False,False,high_precision_mode,standard,precision,precision|opening|normal_vol|entry,precision|opening|high_vol|take_profit,False,,,,False,no_gap,2020-04-08,2020-04-08 06:00:00-04:00,asia,asia_low,2020-04-08 06:00:00-04:00,2020-04-08 05:03:00-04:00
EURUSD,2020-04-10 13:00:00,2020-04-10 13:38:00,short,sell,2020-04-10 13:00:00,2020-04-10 13:00:00,1.09482,1.0947,1.0947,1.09366625,1.09365125,1.09366625,1.09538,1.09365125,3.5999999999991594,0.25,49.514227468839124,1.8999999999991246,1.7000000000000348,0.1,0.15000000000000002,24.757113734419562,24.757113734419562,bid_ask_real,dukascopy_m1_bid_ask_full,1.4422382671479659,706.4619240642903,win,take_profit,False,False,high_precision_mode,standard,precision,precision|core|normal_vol|entry,precision|core|high_vol|take_profit,False,,,,False,no_gap,2020-04-10,2020-04-10 13:00:00-04:00,prev_day,prev_day_high,2020-04-10 13:00:00-04:00,2020-04-10 12:03:00-04:00
EURUSD,2020-04-30 05:00:00,2020-04-30 05:09:00,short,sell,2020-04-30 05:00:00,2020-04-30 05:00:00,1.0884200000000002,1.0881634999999998,1.0881634999999998,1.0888606250000001,1.08884,1.0888606250000001,1.08884,1.0871013124999993,0.3999999999981796,0.3712500000000001,49.52798881946713,0.09999999999843467,0.2999999999997449,0.16500000000000004,0.20625000000000004,24.763994409733566,24.763994409733566,bid_ask_real,dukascopy_m1_bid_ask_full,-1.0502062040523363,-518.0096973495306,loss,stop_loss,False,False,high_precision_mode,standard,precision,precision|opening|high_vol|entry,precision|opening|high_vol|stop_loss,False,,,,False,no_gap,2020-04-30,2020-04-30 05:00:00-04:00,prev_day,prev_day_high,2020-04-30 05:00:00-04:00,2020-04-30 05:00:00-04:00
EURUSD,2020-04-30 07:00:00,2020-04-30 07:41:00,short,sell,2020-04-30 07:00:00,2020-04-30 07:00:00,1.08763,1.0876089999999998,1.0876089999999998,1.088310625,1.08829,1.088310625,1.08829,1.0865558749999997,0.3999999999981796,0.31625000000000003,49.423862416216245,0.2999999999997449,0.09999999999843467,0.11000000000000001,0.20625000000000004,24.711931208108123,24.711931208108123,bid_ask_real,dukascopy_m1_bid_ask_full,-1.0602734796692035,-520.0978950336885,loss,stop_loss,False,False,high_precision_mode,standard,precision,precision|opening|normal_vol|entry,precision|opening|high_vol|stop_loss,False,,,,False,no_gap,2020-04-30,2020-04-30 07:00:00-04:00,asia,asia_high,2020-04-30 07:00:00-04:00,2020-04-30 06:48:00-04:00
EURUSD,2020-05-11 08:00:00,2020-05-11 09:09:00,long,buy,2020-05-11 08:00:00,2020-05-11 08:00:00,1.0817899999999998,1.0818615,1.0818615,1.0829146875000002,1.0829311875000003,1.0829146875000002,1.08118,1.0829311875000003,0.5000000000010552,0.33000000000000007,48.633142210404316,0.30000000000196536,0.1999999999990898,0.16500000000000004,0.16500000000000004,24.316571105202158,24.316571105202158,bid_ask_real,dukascopy_m1_bid_ask_full,1.4501513263307892,707.3951069194856,win,take_profit,False,False,high_precision_mode,standard,precision,precision|opening|high_vol|entry,precision|opening|high_vol|take_profit,False,,,,False,no_gap,2020-05-11,2020-05-11 08:00:00-04:00,prev_day,prev_day_low,2020-05-11 08:00:00-04:00,2020-05-11 08:00:00-04:00
EURUSD,2020-05-14 00:00:00,2020-05-14 00:20:00,long,buy,2020-05-14 00:00:00,2020-05-14 00:00:00,1.0809099999999998,1.080951,1.080951,1.080619375,1.08064,1.080619375,1.08064,1.0814491249999998,0.9000000000014552,0.31625000000000003,105.88336400934195,0.5000000000010552,0.40000000000040004,0.11000000000000001,0.20625000000000004,52.94168200467097,52.94168200467097,bid_ask_real,dukascopy_m1_bid_ask_full,-1.1289453425718246,-554.5641189990155,loss,stop_loss,False,False,high_precision_mode,standard,precision,precision|opening|normal_vol|entry,precision|opening|high_vol|stop_loss,False,,,,False,no_gap,2020-05-14,2020-05-14 00:00:00-04:00,prev_day,prev_day_low,2020-05-14 00:00:00-04:00,2020-05-13 23:54:00-04:00
EURUSD,2020-05-22 11:00:00,2020-05-22 15:04:00,long,buy,2020-05-22 11:00:00,2020-05-22 11:00:00,1.089085,1.0891365000000002,1.0891365000000002,1.0902211875000007,1.0902361875000008,1.0902211875000007,1.0884349999999998,1.0902361875000008,0.5999999999994898,0.31500000000000006,47.322825593418415,0.1999999999990898,0.40000000000040004,0.16500000000000004,0.15000000000000002,23.661412796709207,23.661412796709207,bid_ask_real,dukascopy_m1_bid_ask_full,1.45360913969174,709.6311212874049,win,take_profit,False,False,high_precision_mode,standard,precision,precision|opening|high_vol|entry,precision|core|high_vol|take_profit,False,,,,False,no_gap,2020-05-22,2020-05-22 11:00:00-04:00,london,london_low,2020-05-22 11:00:00-04:00,2020-05-22 11:00:00-04:00
EURUSD,2020-06-01 04:00:00,2020-06-01 04:10:00,short,sell,2020-06-01 04:00:00,2020-06-01 04:00:00,1.1144949999999998,1.1144284999999998,1.1144284999999998,1.1127828124999994,1.1127663124999994,1.1127828124999994,1.115505,1.1127663124999994,0.4000000000026205,0.33000000000000007,31.366603467820816,0.20000000000131024,0.20000000000131024,0.16500000000000004,0.16500000000000004,15.683301733910408,15.683301733910408,bid_ask_real,dukascopy_m1_bid_ask_full,1.4680984391022063,721.7399446155371,win,take_profit,False,False,high_precision_mode,standard,precision,precision|opening|high_vol|entry,precision|opening|high_vol|take_profit,False,,,,False,no_gap,2020-06-01,2020-06-01 04:00:00-04:00,prev_day,prev_day_high,2020-06-01 04:00:00-04:00,2020-06-01 03:48:00-04:00
EURUSD,2020-06-17 06:00:00,2020-06-17 07:02:00,long,buy,2020-06-17 06:00:00,2020-06-17 06:00:00,1.123245,1.1234865000000003,1.1234865000000003,1.1252221875000006,1.1252386875000007,1.1252221875000006,1.1223500000000002,1.1252386875000007,0.8000000000008001,0.33000000000000007,29.953725530641343,0.40000000000040004,0.40000000000040004,0.16500000000000004,0.16500000000000004,14.976862765320671,14.976862765320671,bid_ask_real,dukascopy_m1_bid_ask_full,1.4697526196391972,727.741808405739,win,take_profit,False,False,high_precision_mode,standard,precision,precision|opening|high_vol|entry,precision|opening|high_vol|take_profit,False,,,,False,no_gap,2020-06-17,2020-06-17 06:00:00-04:00,prev_day,prev_day_low,2020-06-17 06:00:00-04:00,2020-06-17 05:51:00-04:00
EURUSD,2020-06-19 16:00:00,2020-06-19 16:11:00,long,buy,2020-06-19 16:00:00,2020-06-19 16:00:00,1.118625,1.118675,1.118675,1.1182162500000001,1.118235,1.1182162500000001,1.118235,1.1193781250000001,0.8999999999992347,0.3375,76.09737849728006,0.4999999999988347,0.40000000000040004,0.15000000000000002,0.18750000000000003,38.04868924864003,38.04868924864003,bid_ask_real,dukascopy_m1_bid_ask_full,-1.0762942779291633,-536.7582947575486,loss,stop_loss,False,False,high_precision_mode,standard,precision,precision|core|high_vol|entry,precision|core|high_vol|stop_loss,False,,,,False,no_gap,2020-06-19,2020-06-19 16:00:00-04:00,prev_day,prev_day_low,2020-06-19 16:00:00-04:00,2020-06-19 15:48:00-04:00
EURUSD,2020-06-29 17:00:00,2020-06-29 18:21:00,short,sell,2020-06-29 17:00:00,2020-06-29 17:00:00,1.1237400000000002,1.12358,1.12358,1.1244174999999998,1.12438,1.1244174999999998,1.12438,1.1222937500000003,0.8999999999992347,0.675,41.442973064153676,0.4999999999988347,0.40000000000040004,0.30000000000000004,0.37500000000000006,20.721486532076838,20.721486532076838,bid_ask_real,dukascopy_m1_bid_ask_full,-1.0417910447761283,-516.5570571209545,loss,stop_loss,False,False,high_precision_mode,standard,precision,precision|late|high_vol|entry,precision|late|high_vol|stop_loss,False,,,,False,no_gap,2020-06-29,2020-06-29 17:00:00-04:00,prev_day,prev_day_high,2020-06-29 17:00:00-04:00,2020-06-29 17:00:00-04:00
EURUSD,2020-07-03 04:00:00,2020-07-03 06:13:00,long,buy,2020-07-03 04:00:00,2020-07-03 04:00:00,1.1232799999999998,1.1233760000000002,1.1233760000000002,1.122309375,1.12233,1.122309375,1.12233,1.1249766250000002,0.700000000000145,0.31625000000000003,32.57413772204957,0.2999999999997449,0.40000000000040004,0.11000000000000001,0.20625000000000004,16.287068861024785,16.287068861024785,bid_ask_real,dukascopy_m1_bid_ask_full,-1.0395140363294955,-512.6354924008527,loss,stop_loss,False,False,high_precision_mode,standard,precision,precision|opening|normal_vol|entry,precision|opening|high_vol|stop_loss,False,,,,False,no_gap,2020-07-03,2020-07-03 04:00:00-04:00,asia,asia_low,2020-07-03 04:00:00-04:00,2020-07-03 03:33:00-04:00
EURUSD,2020-07-13 08:00:00,2020-07-13 09:27:00,short,sell,2020-07-13 08:00:00,2020-07-13 08:00:00,1.1334499999999998,1.1333335,1.1333335,1.1339637499999997,1.1339499999999998,1.1339637499999997,1.1339499999999998,1.1323613125,0.6999999999979245,0.30250000000000005,53.89102539455575,0.3999999999981796,0.2999999999997449,0.16500000000000004,0.1375,26.945512697277874,26.945512697277874,bid_ask_real,dukascopy_m1_bid_ask_full,-1.0441436138902418,-512.1572091959027,loss,stop_loss,False,False,high_precision_mode,standard,precision,precision|opening|high_vol|entry,precision|opening|normal_vol|stop_loss,False,,,,False,no_gap,2020-07-13,2020-07-13 08:00:00-04:00,asia,asia_high,2020-07-13 08:00:00-04:00,2020-07-13 07:12:00-04:00
EURUSD,2020-07-30 11:00:00,2020-07-30 11:25:00,short,sell,2020-07-30 11:00:00,2020-07-30 11:00:00,1.179035,1.179014,1.179014,1.1777618750000003,1.1777508750000003,1.1777618750000003,1.179835,1.1777508750000003,0.4999999999988347,0.22000000000000003,40.90641940921634,0.1999999999990898,0.2999999999997449,0.11000000000000001,0.11000000000000001,20.45320970460817,20.45320970460817,bid_ask_real,dukascopy_m1_bid_ask_full,1.4580712788258572,711.2603674775828,win,take_profit,False,False,high_precision_mode,standard,precision,precision|opening|normal_vol|entry,precision|opening|normal_vol|take_profit,False,,,,False,no_gap,2020-07-30,2020-07-30 11:00:00-04:00,asia,asia_high,2020-07-30 11:00:00-04:00,2020-07-30 11:00:00-04:00
EURUSD,2020-07-30 12:00:00,2020-07-30 12:10:00,short,sell,2020-07-30 12:00:00,2020-07-30 12:00:00,1.17922,1.179044,1.179044,1.17958375,1.17957,1.17958375,1.17957,1.1782233750000002,0.8000000000008001,0.24750000000000003,63.711748229851466,0.40000000000040004,0.40000000000040004,0.11000000000000001,0.1375,31.855874114925733,31.855874114925733,bid_ask_real,dukascopy_m1_bid_ask_full,-1.0648448355720301,-523.1189613586279,loss,stop_loss,False,False,high_precision_mode,standard,precision,precision|opening|normal_vol|entry,precision|opening|normal_vol|stop_loss,False,,,,False,no_gap,2020-07-30,2020-07-30 12:00:00-04:00,asia,asia_high,2020-07-30 12:00:00-04:00,2020-07-30 11:57:00-04:00
EURUSD,2020-07-31 03:00:00,2020-07-31 03:51:00,short,sell,2020-07-31 03:00:00,2020-07-31 03:00:00,1.19009,1.1898584999999997,1.1898584999999997,1.1881303124999991,1.188113812499999,1.1881303124999991,1.19099,1.188113812499999,0.5999999999994898,0.33000000000000007,29.679223100472395,0.2999999999997449,0.2999999999997449,0.16500000000000004,0.16500000000000004,14.839611550236198,14.839611550236198,bid_ask_real,dukascopy_m1_bid_ask_full,1.469621351849853,717.8927080492653,win,take_profit,False,False,high_precision_mode,standard,precision,precision|opening|high_vol|entry,precision|opening|high_vol|take_profit,False,,,,False,no_gap,2020-07-31,2020-07-31 03:00:00-04:00,prev_day,prev_day_high,2020-07-31 03:00:00-04:00,2020-07-31 02:51:00-04:00
EURUSD,2020-08-19 08:00:00,2020-08-19 09:35:00,long,buy,2020-08-19 08:00:00,2020-08-19 08:00:00,1.192935,1.1932665,1.1932665,1.1944996875,1.1945161875,1.1944996875,1.192465,1.1945161875,0.9999999999976694,0.33000000000000007,41.891736047946196,0.4999999999988347,0.4999999999988347,0.16500000000000004,0.16500000000000004,20.945868023973098,20.945868023973098,bid_ask_real,dukascopy_m1_bid_ask_full,1.4574273985099593,717.059349799271,win,take_profit,False,False,high_precision_mode,standard,precision,precision|opening|high_vol|entry,precision|opening|high_vol|take_profit,False,,,,False,no_gap,2020-08-19,2020-08-19 08:00:00-04:00,asia,asia_low,2020-08-19 08:00:00-04:00,2020-08-19 07:45:00-04:00
EURUSD,2020-09-14 07:00:00,2020-09-14 07:23:00,short,sell,2020-09-14 07:00:00,2020-09-14 07:00:00,1.187215,1.1871535,1.1871535,1.1877256250000001,1.187705,1.1877256250000001,1.187705,1.1862788124999997,0.7999999999985796,0.3712500000000001,60.62291145646597,0.40000000000040004,0.3999999999981796,0.16500000000000004,0.20625000000000004,30.311455728232986,30.311455728232986,bid_ask_real,dukascopy_m1_bid_ask_full,-1.0611754424295234,-525.7955016859389,loss,stop_loss,False,False,high_precision_mode,standard,precision,precision|opening|high_vol|entry,precision|opening|high_vol|stop_loss,False,,,,False,no_gap,2020-09-14,2020-09-14 07:00:00-04:00,prev_day,prev_day_high,2020-09-14 07:00:00-04:00,2020-09-14 07:00:00-04:00
EURUSD,2020-09-15 07:00:00,2020-09-15 07:50:00,short,sell,2020-09-15 07:00:00,2020-09-15 07:00:00,1.189925,1.1896885,1.1896885,1.1889365,1.18892,1.1889365,1.1901599999999999,1.1889338124999997,0.6000000000017103,0.33000000000000007,70.08228759347699,0.40000000000040004,0.20000000000131024,0.16500000000000004,0.16500000000000004,35.041143796738496,35.041143796738496,bid_ask_real,dukascopy_m1_bid_ask_full,1.4569469138933573,717.842860064478,win,take_profit,False,False,high_precision_mode,standard,precision,precision|opening|high_vol|entry,precision|opening|high_vol|take_profit,False,,,,True,gap_target,2020-09-15,2020-09-15 07:00:00-04:00,asia,asia_high,2020-09-15 07:00:00-04:00,2020-09-15 07:00:00-04:00
EURUSD,2020-09-25 03:00:00,2020-09-25 03:26:00,short,sell,2020-09-25 03:00:00,2020-09-25 03:00:00,1.1669900000000002,1.1669385,1.1669385,1.168050625,1.16803,1.168050625,1.16803,1.1652538125,1.0000000000021103,0.3712500000000001,31.22690918974129,0.5000000000010552,0.5000000000010552,0.16500000000000004,0.20625000000000004,15.613454594870644,15.613454594870644,bid_ask_real,dukascopy_m1_bid_ask_full,-1.0314712824547625,-511.7309743468444,loss,stop_loss,False,False,high_precision_mode,standard,precision,precision|opening|high_vol|entry,precision|opening|high_vol|stop_loss,False,,,,False,no_gap,2020-09-25,2020-09-25 03:00:00-04:00,asia,asia_high,2020-09-25 03:00:00-04:00,2020-09-25 03:00:00-04:00
EURUSD,2020-10-02 05:00:00,2020-10-02 05:05:00,long,buy,2020-10-02 05:00:00,2020-10-02 05:00:00,1.1714449999999998,1.171491,1.171491,1.1710412500000003,1.1710550000000002,1.1710412500000003,1.1710550000000002,1.1721766249999999,0.700000000000145,0.24750000000000003,76.80634982217583,0.2999999999997449,0.40000000000040004,0.11000000000000001,0.1375,38.403174911087916,38.403174911087916,bid_ask_real,dukascopy_m1_bid_ask_full,-1.0778210116731857,-531.8839725183531,loss,stop_loss,False,False,high_precision_mode,standard,precision,precision|opening|normal_vol|entry,precision|opening|normal_vol|stop_loss,False,,,,False,no_gap,2020-10-02,2020-10-02 05:00:00-04:00,prev_day,prev_day_low,2020-10-02 05:00:00-04:00,2020-10-02 05:00:00-04:00
EURUSD,2020-10-02 11:00:00,2020-10-02 12:03:00,long,buy,2020-10-02 11:00:00,2020-10-02 11:00:00,1.171485,1.1715859999999998,1.1715859999999998,1.17036625,1.17038,1.17036625,1.17038,1.1734266249999994,0.7000000000023654,0.24750000000000003,28.15663482755935,0.30000000000196536,0.40000000000040004,0.11000000000000001,0.1375,14.078317413779676,14.078317413779676,bid_ask_real,dukascopy_m1_bid_ask_full,-1.0286944045911108,-504.7076792838976,loss,stop_loss,False,False,high_precision_mode,standard,precision,precision|opening|normal_vol|entry,precision|opening|normal_vol|stop_loss,False,,,,False,no_gap,2020-10-02,2020-10-02 11:00:00-04:00,prev_day,prev_day_low,2020-10-02 11:00:00-04:00,2020-10-02 10:27:00-04:00
