variant,design_stage,design_total_return_pct,design_max_drawdown_pct,design_profit_factor,design_total_trades,design_trades_per_month,design_win_rate_pct,design_score,design_label,design_weekdays,design_times,design_directions,oos_stage,oos_total_return_pct,oos_max_drawdown_pct,oos_profit_factor,oos_total_trades,oos_trades_per_month,oos_win_rate_pct,oos_score,oos_label,oos_weekdays,oos_times,oos_directions,accepted,lab_score
base,design,0.9365557221482357,0.0,inf,2,1.0,100.0,227.87311144429648,base,,,,oos,-0.021319407381281685,1.130342082050047,0.9936071607896949,12,1.0909090909090908,66.66666666666666,30.595391752029542,base,,,,False,96.16643024060035
mon_tue_fri,design,0.4566056436530852,0.0,inf,1,1.0,100.0,226.91321128730618,mon_tue_fri,"mon_tue,fri",,,oos,-1.7082533140809097,1.7082533140809102,0.3334636175421965,6,1.0,50.0,-12.619228496878513,mon_tue_fri,"mon_tue,fri",,,False,62.40749018205325
mon_tue_fri_early,design,0.4566056436530852,0.0,inf,1,1.0,100.0,226.91321128730618,mon_tue_fri_early,"mon_tue,fri",early,,oos,-1.7976750345641168,1.7976750345641193,0.2984965157673493,5,1.0,40.0,-20.643864611254855,mon_tue_fri_early,"mon_tue,fri",early,,False,56.43255802005697
mon_tue,design,0.0,0.0,inf,0,0.0,0.0,-1000.0,mon_tue,mon_tue,,,oos,-2.0781690331756697,2.078169033175669,0.1885122571793537,5,1.0,40.0,-27.006692945055534,mon_tue,mon_tue,,,False,-317.21736119424156
mon_tue_short,design,0.0,0.0,inf,0,0.0,0.0,-1000.0,mon_tue_short,mon_tue,,short,oos,-2.0781690331756697,2.078169033175669,0.1885122571793537,5,1.0,40.0,-27.006692945055534,mon_tue_short,mon_tue,,short,False,-317.21736119424156
mon_tue_fri_short,design,0.0,0.0,inf,0,0.0,0.0,-1000.0,mon_tue_fri_short,"mon_tue,fri",,short,oos,-2.0781690331756697,2.078169033175669,0.1885122571793537,5,1.0,40.0,-27.006692945055534,mon_tue_fri_short,"mon_tue,fri",,short,False,-317.21736119424156
mon_tue_early,design,0.0,0.0,inf,0,0.0,0.0,-1000.0,mon_tue_early,mon_tue,early,,oos,-2.1669497333270393,2.166949733327041,0.15366144970036894,4,1.0,25.0,-38.02219014527453,mon_tue_early,mon_tue,early,,False,-325.28333203500034
mon_tue_early_short,design,0.0,0.0,inf,0,0.0,0.0,-1000.0,mon_tue_early_short,mon_tue,early,short,oos,-2.1669497333270393,2.166949733327041,0.15366144970036894,4,1.0,25.0,-38.02219014527453,mon_tue_early_short,mon_tue,early,short,False,-325.28333203500034
