pair,year,trades,wins,losses,net_pnl_usd,profit_factor
USDJPY,2022,12,6,6,-2913.631712094323,0.2797221173930159
USDJPY,2023,8,7,1,963.0252895249258,2.467679894817036
USDJPY,2024,5,1,4,-1472.7009309897235,0.1479339740501818
USDJPY,2025,7,2,5,-3832.4492615988183,0.09079442772765867
