timestamp,currency,importance,event,country,source,hard_event,event_tier
2016-01-03 13:15:00-05:00,USD,2,FOMC Member Fischer Speaks,,csv,True,hard
2016-01-03 15:30:00-05:00,USD,2,FOMC Member Mester Speaks,,csv,True,hard
2016-01-03 20:35:00-05:00,JPY,1,Final Manufacturing PMI,,csv,True,hard
2016-01-04 09:45:00-05:00,USD,1,Final Manufacturing PMI,,csv,True,hard
2016-01-04 10:00:00-05:00,USD,3,ISM Manufacturing PMI,,csv,True,hard
2016-01-05 15:30:00-05:00,USD,3,Trade Balance,,csv,False,standard
2016-01-06 08:15:00-05:00,USD,3,ADP Non-Farm Employment Change,,csv,True,hard
2016-01-06 09:45:00-05:00,USD,1,Final Services PMI,,csv,True,hard
2016-01-06 10:00:00-05:00,USD,3,ISM Services PMI,,csv,True,hard
2016-01-06 14:00:00-05:00,USD,3,FOMC Meeting Minutes,,csv,True,hard
2016-01-07 08:30:00-05:00,USD,3,Unemployment Claims,,csv,False,standard
2016-01-07 15:30:00-05:00,USD,3,Average Hourly Earnings m/m,,csv,False,standard
2016-01-07 15:30:00-05:00,USD,3,Non-Farm Employment Change,,csv,True,hard
2016-01-07 15:30:00-05:00,USD,3,Unemployment Rate,,csv,True,hard
2016-01-11 15:30:00-05:00,USD,2,FOMC Member Fischer Speaks,,csv,True,hard
2016-01-12 05:30:00-05:00,JPY,3,BOJ Gov Kuroda Speaks,,csv,False,standard
2016-01-13 10:30:00-05:00,USD,3,Crude Oil Inventories,,csv,False,standard
2016-01-13 15:30:00-05:00,USD,3,Unemployment Claims,,csv,False,standard
2016-01-14 09:15:00-05:00,USD,2,FOMC Member Bullard Speaks,,csv,True,hard
2016-01-14 15:30:00-05:00,USD,3,PPI m/m,,csv,False,standard
2016-01-14 15:30:00-05:00,USD,3,Retail Sales m/m,,csv,True,hard
2016-01-15 08:30:00-05:00,USD,3,Core Retail Sales m/m,,csv,True,hard
2016-01-15 09:00:00-05:00,USD,2,FOMC Member Dudley Speaks,,csv,True,hard
2016-01-15 10:00:00-05:00,USD,3,Prelim UoM Consumer Sentiment,,csv,False,standard
2016-01-19 15:30:00-05:00,USD,3,CPI m/m,,csv,True,hard
2016-01-19 15:30:00-05:00,USD,3,Core CPI m/m,,csv,True,hard
2016-01-19 15:30:00-05:00,USD,3,CPI y/y,,csv,True,hard
2016-01-19 15:30:00-05:00,USD,3,Building Permits,,csv,False,standard
2016-01-20 15:30:00-05:00,USD,3,Philly Fed Manufacturing Index,,csv,False,standard
2016-01-20 15:30:00-05:00,USD,3,Unemployment Claims,,csv,False,standard
2016-01-21 11:00:00-05:00,USD,3,Crude Oil Inventories,,csv,False,standard
2016-01-21 21:00:00-05:00,JPY,1,Flash Manufacturing PMI,,csv,True,hard
2016-01-22 09:45:00-05:00,USD,1,Flash Manufacturing PMI,,csv,True,hard
2016-01-26 09:45:00-05:00,USD,1,Flash Services PMI,,csv,True,hard
2016-01-26 10:00:00-05:00,USD,3,CB Consumer Confidence,,csv,False,standard
2016-01-26 15:30:00-05:00,USD,3,FOMC Statement,,csv,True,hard
