pair,year,trades,wins,losses,net_pnl_usd,profit_factor
USDJPY,2022,23,7,16,-3308.7450400879648,0.7245391333287506
USDJPY,2023,35,12,23,-399.0152430089729,0.972437453306206
USDJPY,2024,36,12,24,-3005.9943778526513,0.7813728400284556
USDJPY,2025,37,16,21,-3554.3021779135092,0.7568747983146846
