pair,year,trades,wins,losses,win_rate,total_pnl_r,total_pnl_usd,avg_pnl_r,max_drawdown_pct,profit_factor
EURUSD,2022,14,6,8,42.857142857142854,-4.073311971448605,-4073.3119714486047,-0.29095085510347174,5.256160209313858,0.40792167523998607
EURUSD,2023,20,10,10,50.0,-4.574887441210879,-4574.887441210879,-0.22874437206054393,5.503147686255129,0.5268902850861692
EURUSD,2024,10,5,5,50.0,-2.5228881910492102,-2522.8881910492096,-0.252288819104921,2.203820977650232,0.48079633883599676
EURUSD,2025,20,10,10,50.0,-3.563570068047088,-3563.570068047087,-0.1781785034023544,5.528470587552347,0.6729729436161389
