pair,entry_time_ny,exit_time_ny,direction,entry_price,exit_price,sl,tp,risk_r,pnl_r,pnl_usd,result,exit_reason,session_date
EURUSD,2020-02-11 12:30:00,2020-02-11 12:30:00,short,1.0917700000000001,1.092055154520922,1.092055154520922,1.0915133609311705,1.0,-1.1531676531781718,-1153.1676531781718,loss,stop_loss,2020-02-11
EURUSD,2020-03-10 11:50:00,2020-03-10 11:50:00,short,1.1373,1.1369675,1.1381167792668179,1.1369675,1.0,0.3513977762880843,351.3977762880843,win,take_profit,2020-03-10
EURUSD,2020-05-11 11:05:00,2020-05-11 11:05:00,long,1.08246,1.0819201937715042,1.0819201937715042,1.0825545429946604,1.0,-1.0801906539690391,-1080.1906539690392,loss,stop_loss,2020-05-11
EURUSD,2020-07-03 12:35:00,2020-07-03 12:35:00,long,1.12417,1.1241721270770566,1.1239168684743992,1.1241721270770566,1.0,-0.16923913614429667,-169.23913614429668,loss,take_profit,2020-07-03
EURUSD,2020-08-26 12:00:00,2020-08-26 12:20:00,short,1.18142,1.1818931009402576,1.1818931009402576,1.180994209153768,1.0,-1.0999069202253804,-1099.9069202253804,loss,stop_loss,2020-08-26
EURUSD,2020-11-10 12:10:00,2020-11-10 12:10:00,long,1.1815,1.1815455,1.1808917005192368,1.1815455,1.0,-0.002894807493700526,-2.894807493700526,loss,take_profit,2020-11-10
EURUSD,2020-11-18 11:15:00,2020-11-18 11:15:00,short,1.18698,1.186951,1.187319793026101,1.186951,1.0,-0.054381968866026455,-54.381968866026455,loss,take_profit,2020-11-18
EURUSD,2020-12-04 12:50:00,2020-12-04 12:55:00,short,1.21436,1.2142795,1.214749591228609,1.2142795,1.0,0.08195050721070472,81.95050721070473,win,take_profit,2020-12-04
EURUSD,2020-12-15 12:50:00,2020-12-15 12:50:00,long,1.21525,1.2153160606228652,1.2149452907199931,1.2153160606228652,1.0,0.05726539735310524,57.26539735310524,win,take_profit,2020-12-15
EURUSD,2020-12-28 12:35:00,2020-12-28 12:45:00,long,1.22154,1.221095805211858,1.221095805211858,1.2216231210468438,1.0,-1.109980096599787,-1109.980096599787,loss,stop_loss,2020-12-28
EURUSD,2020-12-28 13:15:00,2020-12-28 13:20:00,long,1.2211699999999999,1.2207676424400489,1.2207676424400489,1.221314,1.0,-1.1213812072132838,-1121.381207213284,loss,stop_loss,2020-12-28
EURUSD,2021-05-19 13:20:00,2021-05-19 13:25:00,long,1.22139,1.221095634032718,1.221095634032718,1.2215094600986054,1.0,-1.1659486260873848,-1165.9486260873848,loss,stop_loss,2021-05-19
EURUSD,2021-05-27 11:50:00,2021-05-27 11:50:00,long,1.2196799999999999,1.2196818519517345,1.2192012677286808,1.2196818519517345,1.0,-0.09804077070810008,-98.04077070810008,loss,take_profit,2021-05-27
EURUSD,2021-06-28 11:05:00,2021-06-28 11:05:00,short,1.19256,1.1930921520527087,1.1930921520527087,1.1920810631525625,1.0,-1.0896604530591554,-1089.6604530591553,loss,stop_loss,2021-06-28
EURUSD,2021-07-16 13:05:00,2021-07-16 13:20:00,long,1.18115,1.1814023240826452,1.180869639908172,1.1814023240826452,1.0,0.7314629133829987,731.4629133829987,win,take_profit,2021-07-16
EURUSD,2021-09-28 12:45:00,2021-09-28 12:45:00,short,1.16806,1.1684871836380475,1.1684871836380475,1.1676755347257575,1.0,-1.1093928052382647,-1109.3928052382646,loss,stop_loss,2021-09-28
EURUSD,2021-11-17 11:05:00,2021-11-17 11:05:00,long,1.1308,1.1308448394089379,1.1303047448968688,1.1308448394089379,1.0,-0.0007945153213641873,-0.7945153213641873,loss,take_profit,2021-11-17
EURUSD,2021-11-25 12:50:00,2021-11-25 13:00:00,long,1.12097,1.121070944267901,1.1207526641624208,1.121070944267901,1.0,0.2581416748175145,258.1416748175145,win,take_profit,2021-11-25
