trade_id,entry_time,side,entry_price,sl,tp,risk_pips,outcome,exit_price,exit_time,pnl_r_base,pnl_r_net_ftmo,commission_r
N/A,2016-12-01T14:15:00+00:00,SHORT,1.06175,1.06175,1.0600419999999997,0.0012200000000002,SL,1.06175,2016-12-01T14:15:00.492000+00:00,-1.0,-410.8361,409.8361
N/A,2016-12-02T12:42:00+00:00,SHORT,1.0643,1.0643,1.0629559999999996,0.0009600000000002,SL,1.0643,2016-12-02T12:42:00.130000+00:00,-1.0,-521.8333,520.8333
N/A,2016-12-05T14:00:00+00:00,SHORT,1.06965,1.06965,1.0711200000000003,0.0010500000000002,TP,1.0711200000000003,2016-12-05T14:00:00.318000+00:00,1.4,-474.7905,476.1905
N/A,2016-12-06T14:09:00+00:00,SHORT,1.07263,1.07448,1.07004,0.0018500000000001,BE,1.07263,2016-12-06T14:11:41.048000+00:00,0.0,-270.2703,270.2703
N/A,2016-12-07T14:15:00+00:00,SHORT,1.07373,1.07373,1.0747940000000005,0.0007600000000003,TP,1.0747940000000005,2016-12-07T14:15:00.077000+00:00,1.4,-656.4947,657.8947
N/A,2016-12-08T12:03:00+00:00,SHORT,1.0789,1.0743199999999995,1.0853120000000005,0.0045800000000002,TP,1.0853120000000005,2016-12-08T12:03:00.941000+00:00,1.4,-107.7703,109.1703
N/A,2016-12-09T17:36:00+00:00,SHORT,1.05436,1.05436,1.0562640000000003,0.0013600000000002,TP,1.0562640000000003,2016-12-09T17:36:00.491000+00:00,1.4,-366.2471,367.6471
N/A,2016-12-12T14:57:00+00:00,SHORT,1.06108,1.06108,1.0588399999999996,0.0016000000000002,SL,1.06108,2016-12-12T14:57:00.051000+00:00,-1.0,-313.5,312.5
N/A,2016-12-13T16:57:00+00:00,SHORT,1.06343,1.06343,1.058698,0.0033800000000001,SL,1.06343,2016-12-13T16:57:00.079000+00:00,-1.0,-148.929,147.929
N/A,2016-12-14T17:54:00+00:00,SHORT,1.06537,1.06537,1.0629479999999996,0.0017300000000002,SL,1.06537,2016-12-14T17:54:00.183000+00:00,-1.0,-290.0173,289.0173
N/A,2016-12-16T14:15:00+00:00,SHORT,1.04228,1.04228,1.0389199999999998,0.0024000000000001,SL,1.04228,2016-12-16T14:15:00.185000+00:00,-1.0,-209.3333,208.3333
N/A,2016-12-19T14:00:00+00:00,SHORT,1.04257,1.04257,1.0430040000000005,0.0003100000000002,TP,1.0430040000000005,2016-12-19T14:00:00.631000+00:00,1.4,-1611.5032,1612.9032
N/A,2016-12-20T12:15:00+00:00,SHORT,1.03703,1.03703,1.0349999999999993,0.0014500000000003,SL,1.03703,2016-12-20T12:15:00.272000+00:00,-1.0,-345.8276,344.8276
N/A,2016-12-21T12:03:00+00:00,SHORT,1.04256,1.04256,1.045374,0.00201,TP,1.045374,2016-12-21T12:03:00.094000+00:00,1.4,-247.3562,248.7562
N/A,2016-12-22T15:48:00+00:00,SHORT,1.0477,1.0477,1.0444379999999998,0.0023300000000001,SL,1.0477,2016-12-22T15:48:00.106000+00:00,-1.0,-215.5923,214.5923
N/A,2016-12-23T15:03:00+00:00,SHORT,1.04411,1.04411,1.0454680000000005,0.0009700000000003,TP,1.0454680000000005,2016-12-23T15:03:01.556000+00:00,1.4,-514.0639,515.4639
N/A,2016-12-26T15:33:00+00:00,SHORT,1.04498,1.0466000000000002,1.042712,0.0016200000000001,BE,1.04498,2016-12-26T15:40:26.819000+00:00,0.0,-308.642,308.642
N/A,2016-12-27T16:15:00+00:00,SHORT,1.04627,1.0454,1.0474880000000002,0.0008700000000001,TP,1.0474880000000002,2016-12-27T16:15:00.561000+00:00,1.4,-573.3126,574.7126
N/A,2016-12-28T12:09:00+00:00,SHORT,1.04056,1.04056,1.0386139999999997,0.0013900000000002,SL,1.04056,2016-12-28T12:09:00.175000+00:00,-1.0,-360.7122,359.7122
N/A,2016-12-29T16:42:00+00:00,SHORT,1.04798,1.04798,1.0460899999999993,0.0013500000000004,SL,1.04798,2016-12-29T16:42:01.324000+00:00,-1.0,-371.3704,370.3704
N/A,2016-12-30T19:30:00+00:00,SHORT,1.05287,1.05287,1.0537800000000004,0.0006500000000002,TP,1.0537800000000004,2016-12-30T19:30:02.124000+00:00,1.4,-767.8308,769.2308
