trade_id,entry_time,exit_time,direction,verdict,gross_r,net_r,comm_r
1232,2020-06-02T14:54:00+00:00,2020-06-02T16:28:05.553000,SHORT,BE_STOP,0.0,-0.0263,0.0263
1233,2020-06-03T13:18:00+00:00,2020-06-03T13:54:35.463000,LONG,BE_STOP,0.0,-0.026,0.026
1234,2020-06-04T12:27:00+00:00,2020-06-04T12:40:34.902000,SHORT,BE_STOP,0.0,-0.0132,0.0132
1235,2020-06-05T12:06:00+00:00,2020-06-05T12:20:50.681000,SHORT,BE_STOP,0.0,-0.0476,0.0476
1236,2020-06-08T12:00:00+00:00,2020-06-08T12:12:25.509000,LONG,BE_STOP,0.0,-0.061,0.061
1237,2020-06-09T12:09:00+00:00,2020-06-09T12:22:41.886000,LONG,BE_STOP,0.0,-0.0485,0.0485
1238,2020-06-10T12:00:00+00:00,2020-06-10T13:45:59.306000,LONG,SL,-1.0,-1.0192,0.0192
1239,2020-06-11T17:00:00+00:00,2020-06-11T17:17:57.822000,SHORT,TP,1.4,1.3587,0.0413
1240,2020-06-12T15:45:00+00:00,2020-06-12T17:01:49.265000,LONG,SL,-1.0,-1.0191,0.0191
1241,2020-06-15T18:00:00+00:00,2020-06-15T18:53:42.301000,LONG,BE_STOP,0.0,-0.0333,0.0333
1242,2020-06-16T11:12:00+00:00,2020-06-16T12:20:27.054000,SHORT,BE_STOP,0.0,-0.045,0.045
1243,2020-06-17T12:39:00+00:00,2020-06-17T12:56:39.130000,LONG,BE_STOP,0.0,-0.0342,0.0342
1244,2020-06-18T12:00:00+00:00,2020-06-18T12:05:57.139000,SHORT,TP,1.4,1.3315,0.0685
1245,2020-06-19T13:12:00+00:00,2020-06-19T14:15:10.224000,SHORT,BE_STOP,0.0,-0.042,0.042
1246,2020-06-22T13:00:00+00:00,2020-06-22T13:05:04.370000,LONG,BE_STOP,0.0,-0.119,0.119
1247,2020-06-23T12:00:00+00:00,2020-06-23T12:18:14.885000,LONG,TP,1.4,1.3265,0.0735
1248,2020-06-24T16:15:00+00:00,2020-06-24T17:37:12.417000,LONG,SL,-1.0,-1.0446,0.0446
1249,2020-06-25T12:09:00+00:00,2020-06-25T12:43:28.993000,LONG,BE_STOP,0.0,-0.0394,0.0394
1250,2020-06-26T15:03:00+00:00,2020-06-26T15:31:17.321000,LONG,BE_STOP,0.0,-0.0532,0.0532
1251,2020-06-29T14:03:00+00:00,2020-06-29T14:21:40.675000,SHORT,TP,1.4,1.3383,0.0617
1252,2020-06-30T11:39:00+00:00,2020-06-30T12:20:50.998000,SHORT,BE_STOP,0.0,-0.0476,0.0476
