pair,trades,wins,losses,win_rate_pct,profit_factor,net_pnl_usd,avg_r_multiple
AUDUSD,1,0,1,0.0,0.0,-843.1998967060755,-1.1245481833557311
EURUSD,2,0,2,0.0,0.0,-1579.0116863503515,-1.2113670534464893
GBPJPY,2,0,2,0.0,0.0,-1610.7232680834732,-1.0951911490590387
GBPUSD,1,0,1,0.0,0.0,-825.7685256296771,-1.20589481245326
USDCAD,2,0,2,0.0,0.0,-1478.9712486853,-1.18644248487024
USDCHF,1,0,1,0.0,0.0,-857.634842877335,-1.1864456967294503
USDJPY,1,1,0,100.0,inf,543.9438047650085,1.475678689301761
