pair,year,trades,wins,losses,win_rate,total_pnl_r,total_pnl_usd,avg_pnl_r,max_drawdown_pct,profit_factor
EURUSD,2022,36,18,18,50.0,-7.603636429401607,-7603.636429401607,-0.21121212303893355,10.696876837428052,0.5262468580836521
EURUSD,2023,56,20,36,35.714285714285715,-23.71777569093657,-23717.77569093657,-0.42353170876672447,23.456816007157542,0.3050989262165491
EURUSD,2024,35,13,22,37.142857142857146,-14.091457618089711,-14091.45761808971,-0.4026130748025632,13.727140983462855,0.2689624688705093
EURUSD,2025,42,18,24,42.857142857142854,-11.174760064021337,-11174.760064021333,-0.2660657158100318,11.157643244357637,0.500643775926117
