trade_id,entry_time,exit_time,direction,verdict,gross_r,net_r,comm_r
651,2017-11-01T14:00:00+00:00,2017-11-01T14:12:49.915000,LONG,TP,1.4,1.3533,0.0467
652,2017-11-02T14:36:00+00:00,2017-11-02T15:16:23.222000,SHORT,BE_STOP,0.0,-0.0229,0.0229
653,2017-11-03T11:00:00+00:00,2017-11-03T11:42:47.641000,SHORT,BE_STOP,0.0,-0.1042,0.1042
654,2017-11-06T12:21:00+00:00,2017-11-06T12:56:20.057000,SHORT,BE_STOP,0.0,-0.0515,0.0515
655,2017-11-07T18:03:00+00:00,2017-11-07T18:25:29.907000,SHORT,BE_STOP,0.0,-0.0943,0.0943
656,2017-11-08T12:30:00+00:00,2017-11-08T15:16:11.650000,LONG,TP,1.4,1.3438,0.0562
657,2017-11-09T14:33:00+00:00,2017-11-09T14:52:51.590000,LONG,TP,1.4,1.3558,0.0442
658,2017-11-10T15:57:00+00:00,2017-11-10T16:30:13.786000,SHORT,BE_STOP,0.0,-0.0284,0.0284
659,2017-11-13T15:54:00+00:00,2017-11-13T16:26:43.873000,SHORT,BE_STOP,0.0,-0.0397,0.0397
660,2017-11-14T13:24:00+00:00,2017-11-14T14:40:05.635000,LONG,BE_STOP,0.0,-0.045,0.045
661,2017-11-16T12:36:00+00:00,2017-11-16T12:53:49.750000,SHORT,BE_STOP,0.0,-0.1064,0.1064
662,2017-11-20T20:03:00+00:00,2017-11-20T23:53:03.020000,SHORT,SL,-1.0,-1.0543,0.0543
663,2017-11-22T15:06:00+00:00,2017-11-22T15:19:19.735000,LONG,TP,1.4,1.3462,0.0538
664,2017-11-24T15:00:00+00:00,2017-11-24T15:12:12.509000,LONG,BE_STOP,0.0,-0.0658,0.0658
665,2017-11-27T13:12:00+00:00,2017-11-27T14:06:02.984000,LONG,BE_STOP,0.0,-0.0481,0.0481
667,2017-11-29T12:30:00+00:00,2017-11-29T12:53:44.036000,SHORT,BE_STOP,0.0,-0.0562,0.0562
668,2017-11-30T16:15:00+00:00,2017-11-30T18:21:33.876000,SHORT,BE_STOP,0.0,-0.0195,0.0195
