latency,avg_R,pf,count
0,0.5779525226323124,8.23093706988313,43
1,0.5267121079302144,7.589852898370128,43
5,0.47895607942149454,6.9754830303038196,43
10,0.5247768902296499,7.58424035928363,43
30,0.5438820242036126,17.166801914080228,43
