trade_id,month,date,direction,entry_time_ny,exit_time_ny,entry_price_bar,nearest_bid,nearest_ask,spread_entry,sl,tp,risk,be_trigger_price,be_trigger_touched,be_trigger_time,be_stop_price,bar_outcome,tick_outcome,bar_R,tick_R,first_touch,first_touch_time,auditable_yes_no,match_status,notes,non_auditable_reason,entry_diff
2170,2024-05,2024-05-28,LONG,2024-05-28T11:03:00+00:00,2024-05-28T11:27:00+00:00,1.08839,1.08792,1.08794,0.1999999999990898,1.0872699999999995,1.088878,0.0006700000000001,1.0882079999999998,True,2024-05-28T11:04:18.772000+00:00,1.08794,SL,TP,0.0,1.4,TP,2024-05-28T11:17:51.086000+00:00,YES,MISMATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.000670,,0.00046999999999997044
2171,2024-05,2024-05-29,SHORT,2024-05-29T14:21:00+00:00,2024-05-30T00:00:00+00:00,1.08231,1.08326,1.08329,0.3000000000019653,1.08522,1.0805159999999998,0.0019600000000001,1.0824759999999998,True,2024-05-29T14:23:00.197000+00:00,1.08326,FORCED_CLOSE,TP,1.188776,1.4,TP,2024-05-29T18:53:29.615000+00:00,YES,MISMATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.001960,,0.0009499999999997844
2172,2024-05,2024-05-30,LONG,2024-05-30T12:30:00+00:00,2024-05-30T14:06:00+00:00,1.08227,1.08155,1.08166,1.100000000000545,1.08058,1.0831720000000002,0.0010800000000001,1.082092,True,2024-05-30T12:30:06.445000+00:00,1.08166,TP,TP,1.4,1.4,TP,2024-05-30T12:55:54.013000+00:00,YES,MATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.001080,,0.0007200000000000539
2174,2024-06,2024-06-03,LONG,2024-06-03T11:00:00+00:00,2024-06-03T11:15:00+00:00,1.08388,1.0837,1.08371,0.0999999999984346,1.08343,1.084102,0.00028,1.0838219999999998,True,2024-06-03T11:00:51.115000+00:00,1.08371,TP,TP,1.4,1.4,TP,2024-06-03T11:09:06.213000+00:00,YES,MATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.000280,,0.00017999999999984695
2265,2024-10,2024-10-22,SHORT,2024-10-22T12:00:00+00:00,2024-10-22T12:21:00+00:00,1.08187,1.08174,1.08177,0.2999999999997449,1.08213,1.0811939999999998,0.0003900000000001,1.081584,False,,1.08174,SL,SL,0.0,-1.0,STOP,2024-10-22T12:08:47.391000+00:00,YES,MATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.000390,,0.00013000000000018552
2353,2025-03,2025-03-07,SHORT,2025-03-07T14:00:00+00:00,2025-03-07T15:48:00+00:00,1.08541,1.08444,1.08448,0.4000000000004,1.0873100000000002,1.080422,0.0028700000000001,1.083292,False,,1.08444,SL,SL,0.0,-1.0,STOP,2025-03-07T14:33:40.818000+00:00,YES,MATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.002870,,0.0009699999999999154
2365,2025-03,2025-03-28,LONG,2025-03-28T13:00:00+00:00,2025-03-28T13:06:00+00:00,1.0786,1.07887,1.07889,0.1999999999990898,1.0786599999999995,1.079212,0.0002300000000001,1.078982,False,,1.07889,SL,SL,0.0,-1.0,STOP,2025-03-28T13:00:11.019000+00:00,YES,MATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.000230,,0.00026999999999999247
2152,2024-05,2024-05-02,SHORT,2024-05-02T12:03:00+00:00,2024-05-02T15:15:00+00:00,1.06965,1.07014,1.07016,0.1999999999990898,1.0718100000000004,1.067802,0.0016700000000002,1.069472,True,2024-05-02T12:31:39.358000+00:00,1.07014,SL,BE,0.0,0.0,STOP,2024-05-02T12:35:13.312000+00:00,YES,MISMATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.001670,,0.0004900000000001015
2153,2024-05,2024-05-03,SHORT,2024-05-03T11:39:00+00:00,2024-05-03T12:18:00+00:00,1.07453,1.0747,1.07471,0.1000000000006551,1.07506,1.0741960000000002,0.0003599999999999,1.074556,True,2024-05-03T11:39:40.928000+00:00,1.0747,SL,BE,-1.0,0.0,STOP,2024-05-03T11:48:14.842000+00:00,YES,MISMATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.000360,,0.00017000000000000348
2160,2024-05,2024-05-14,SHORT,2024-05-14T11:06:00+00:00,2024-05-14T12:03:00+00:00,1.07959,1.07974,1.07975,0.1000000000006551,1.08014,1.0791799999999998,0.0004000000000001,1.07958,True,2024-05-14T11:09:03.883000+00:00,1.07974,SL,BE,0.0,0.0,STOP,2024-05-14T11:11:25.544000+00:00,YES,MISMATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.000400,,0.00014999999999987246
2162,2024-05,2024-05-16,LONG,2024-05-16T12:18:00+00:00,2024-05-16T12:33:00+00:00,1.08699,1.0866,1.08661,0.1000000000006551,1.08558,1.088052,0.00103,1.0870220000000002,True,2024-05-16T12:30:04.989000+00:00,1.08661,SL,BE,0.0,0.0,STOP,2024-05-16T12:30:42.921000+00:00,YES,MISMATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.001030,,0.00038999999999989043
2187,2024-06,2024-06-27,LONG,2024-06-27T12:18:00+00:00,2024-06-27T12:36:00+00:00,1.07014,1.06969,1.06971,0.1999999999990898,1.0687399999999996,1.0710680000000004,0.0009700000000003,1.070098,True,2024-06-27T12:20:37.304000+00:00,1.06971,TP,BE,1.4,0.0,STOP,2024-06-27T12:30:28.327000+00:00,YES,MISMATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.000970,,0.00045000000000006146
2190,2024-07,2024-07-02,LONG,2024-07-02T13:00:00+00:00,2024-07-02T13:39:00+00:00,1.07347,1.07317,1.07318,0.1000000000006551,1.0726099999999998,1.073978,0.0005700000000001,1.073408,True,2024-07-02T13:01:18.613000+00:00,1.07318,TP,BE,1.4,0.0,STOP,2024-07-02T13:15:37.438000+00:00,YES,MISMATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.000570,,0.00029999999999996696
2192,2024-07,2024-07-04,LONG,2024-07-04T14:00:00+00:00,2024-07-04T14:48:00+00:00,1.08024,1.08009,1.08011,0.1999999999990898,1.0796999999999997,1.0806840000000002,0.0004100000000002,1.080274,True,2024-07-04T14:06:51.461000+00:00,1.08011,TP,BE,1.4,0.0,STOP,2024-07-04T14:10:15.419000+00:00,YES,MISMATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.000410,,0.0001500000000000945
2193,2024-07,2024-07-05,SHORT,2024-07-05T11:03:00+00:00,2024-07-05T12:03:00+00:00,1.08216,1.08233,1.08236,0.2999999999997449,1.08279,1.081686,0.0004600000000001,1.082146,True,2024-07-05T11:04:49.013000+00:00,1.08233,SL,BE,0.0,0.0,STOP,2024-07-05T11:12:41.567000+00:00,YES,MISMATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.000460,,0.00017000000000000348
2194,2024-07,2024-07-08,SHORT,2024-07-08T13:06:00+00:00,2024-07-08T14:39:00+00:00,1.08389,1.0843,1.08431,0.1000000000006551,1.0850100000000005,1.0833059999999997,0.0007100000000002,1.084016,True,2024-07-08T13:08:33.082000+00:00,1.0843,SL,BE,0.0,0.0,STOP,2024-07-08T13:13:57.597000+00:00,YES,MISMATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.000710,,0.00041000000000002146
2197,2024-07,2024-07-12,SHORT,2024-07-12T11:54:00+00:00,2024-07-12T12:30:00+00:00,1.08869,1.08901,1.08902,0.1000000000006551,1.0893200000000005,1.088575999999999,0.0003100000000004,1.0888859999999998,True,2024-07-12T11:55:00.122000+00:00,1.08901,TP,BE,1.4,0.0,STOP,2024-07-12T12:03:15.286000+00:00,YES,MISMATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.000310,,0.000320000000000098
2155,2024-05,2024-05-07,LONG,2024-05-07T13:06:00+00:00,2024-05-07T13:51:00+00:00,1.078,1.07777,1.07778,0.1000000000006551,1.0770899999999997,1.0787460000000004,0.0006900000000003,1.078056,True,2024-05-07T13:30:15.968000+00:00,1.07778,SL,FORCED_CLOSE,0.0,0.5507246376809881,TIME,2024-05-07T13:51:00.231000+00:00,YES,MISMATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.000690,,0.0002300000000001745
2156,2024-05,2024-05-08,LONG,2024-05-08T15:36:00+00:00,2024-05-08T16:12:00+00:00,1.07511,1.07485,1.07487,0.1999999999990898,1.0740799999999997,1.0759760000000005,0.0007900000000002,1.075186,True,2024-05-08T15:45:30.284000+00:00,1.07487,SL,FORCED_CLOSE,0.0,0.4177215189871618,TIME,2024-05-08T16:12:00.890000+00:00,YES,MISMATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.000790,,0.00025999999999992696
2157,2024-05,2024-05-09,LONG,2024-05-09T12:03:00+00:00,2024-05-09T12:24:00+00:00,1.07325,1.07298,1.07299,0.1000000000006551,1.0723399999999998,1.0739000000000003,0.0006500000000002,1.0732500000000005,True,2024-05-09T12:06:17.684000+00:00,1.07299,SL,FORCED_CLOSE,0.0,0.5999999999996468,TIME,2024-05-09T12:24:02.893000+00:00,YES,MISMATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.000650,,0.00026999999999999247
2159,2024-05,2024-05-13,LONG,2024-05-13T13:12:00+00:00,2024-05-13T14:06:00+00:00,1.08013,1.0799,1.07992,0.1999999999990898,1.0793699999999995,1.0806900000000004,0.0005500000000002,1.08014,True,2024-05-13T13:15:01.623000+00:00,1.07992,SL,FORCED_CLOSE,0.0,0.5454545454542871,TIME,2024-05-13T14:06:00.119000+00:00,YES,MISMATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.000550,,0.00022999999999995246
2163,2024-05,2024-05-17,LONG,2024-05-17T11:12:00+00:00,2024-05-17T12:12:00+00:00,1.08401,1.08385,1.08387,0.1999999999990898,1.0833199999999998,1.0846399999999998,0.00055,1.08409,True,2024-05-17T11:23:12.728000+00:00,1.08387,SL,FORCED_CLOSE,0.0,0.3636363636367273,TIME,2024-05-17T12:12:00.123000+00:00,YES,MISMATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.000550,,0.00015999999999993797
2164,2024-05,2024-05-20,SHORT,2024-05-20T11:09:00+00:00,2024-05-20T11:36:00+00:00,1.0865,1.08677,1.08679,0.1999999999990898,1.08753,1.085706,0.00076,1.086466,True,2024-05-20T11:15:37.487000+00:00,1.08677,SL,FORCED_CLOSE,0.0,0.6052631578946117,TIME,2024-05-20T11:36:01.469000+00:00,YES,MISMATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.000760,,0.00026999999999999247
2166,2024-05,2024-05-22,SHORT,2024-05-22T17:27:00+00:00,2024-05-22T18:00:00+00:00,1.08416,1.08429,1.0843,0.1000000000006551,1.08492,1.083408,0.0006300000000001,1.0840379999999998,True,2024-05-22T17:31:10.510000+00:00,1.08429,TP,FORCED_CLOSE,1.4,0.7301587301584633,TIME,2024-05-22T18:00:00.094000+00:00,YES,MISMATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.000630,,0.00012999999999996348
2168,2024-05,2024-05-24,SHORT,2024-05-24T16:48:00+00:00,2024-05-26T21:00:00+00:00,1.08485,1.08495,1.08497,0.1999999999990898,1.0859800000000002,1.083508,0.00103,1.084538,False,,1.08495,SL,FORCED_CLOSE,0.0,-0.4368932038833392,TIME,2024-05-26T21:00:08.855000+00:00,YES,MISMATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.001030,,9.999999999998899e-05
2169,2024-05,2024-05-27,LONG,2024-05-27T14:54:00+00:00,2024-05-28T00:00:00+00:00,1.08596,1.08584,1.08586,0.2000000000013102,1.08478,1.087372,0.0010799999999999,1.086292,False,,1.08586,FORCED_CLOSE,FORCED_CLOSE,0.237288,0.2685185185184348,TIME,2024-05-28T00:00:00.195000+00:00,YES,MATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.001080,,0.00012000000000012001
2173,2024-05,2024-05-31,LONG,2024-05-31T11:03:00+00:00,2024-05-31T11:24:00+00:00,1.08523,1.085,1.08502,0.2000000000013102,1.0845,1.0857480000000002,0.00052,1.085228,True,2024-05-31T11:06:00.108000+00:00,1.08502,SL,FORCED_CLOSE,0.0,0.8269230769229432,TIME,2024-05-31T11:24:00.191000+00:00,YES,MISMATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.000520,,0.00022999999999995246
