month,trade_id,direction,entry_time_utc,original_exit_time_utc,close_model,close_time_ny,close_time_utc,executable_exit_price,tick_R,auditable_yes_no,non_auditable_reason,delta_vs_original_R
2020-04,1203,SHORT,2020-04-10 16:45:00+00:00,2020-04-10 17:27:00+00:00,19:00,2020-04-10 19:00:00-04:00,2020-04-10 23:00:00+00:00,,0.0,NO,NO_TICKS_AT_CLOSE_TIME,0.0
2020-04,1203,SHORT,2020-04-10 16:45:00+00:00,2020-04-10 17:27:00+00:00,19:45,2020-04-10 19:45:00-04:00,2020-04-10 23:45:00+00:00,,0.0,NO,NO_TICKS_AT_CLOSE_TIME,0.0
2020-04,1203,SHORT,2020-04-10 16:45:00+00:00,2020-04-10 17:27:00+00:00,20:00,2020-04-10 20:00:00-04:00,2020-04-11 00:00:00+00:00,,0.0,NO,NO_TICKS_AT_CLOSE_TIME,0.0
2020-04,1204,SHORT,2020-04-13 14:42:00+00:00,2020-04-13 15:30:00+00:00,19:00,2020-04-13 19:00:00-04:00,2020-04-13 23:00:00+00:00,1.09153,-0.277777777777615,YES,,-0.7857142857140216
2020-04,1204,SHORT,2020-04-13 14:42:00+00:00,2020-04-13 15:30:00+00:00,19:45,2020-04-13 19:45:00-04:00,2020-04-13 23:45:00+00:00,1.09206,-0.6984126984125811,YES,,-1.2063492063489878
2020-04,1204,SHORT,2020-04-13 14:42:00+00:00,2020-04-13 15:30:00+00:00,20:00,2020-04-13 20:00:00-04:00,2020-04-14 00:00:00+00:00,1.09198,-0.6349206349204642,YES,,-1.142857142856871
2020-04,1205,SHORT,2020-04-14 13:00:00+00:00,2020-04-14 13:36:00+00:00,19:00,2020-04-14 19:00:00-04:00,2020-04-14 23:00:00+00:00,1.09841,-1.6708860759492097,YES,,-2.9113924050627955
2020-04,1205,SHORT,2020-04-14 13:00:00+00:00,2020-04-14 13:36:00+00:00,19:45,2020-04-14 19:45:00-04:00,2020-04-14 23:45:00+00:00,1.09873,-2.0759493670881906,YES,,-3.3164556962017766
2020-04,1205,SHORT,2020-04-14 13:00:00+00:00,2020-04-14 13:36:00+00:00,20:00,2020-04-14 20:00:00-04:00,2020-04-15 00:00:00+00:00,1.09834,-1.5822784810125048,YES,,-2.8227848101260906
2020-04,1206,SHORT,2020-04-15 12:03:00+00:00,2020-04-15 12:18:00+00:00,19:00,2020-04-15 19:00:00-04:00,2020-04-15 23:00:00+00:00,1.09021,1.4729729729722247,YES,,-0.2432432432429048
2020-04,1206,SHORT,2020-04-15 12:03:00+00:00,2020-04-15 12:18:00+00:00,19:45,2020-04-15 19:45:00-04:00,2020-04-15 23:45:00+00:00,1.09051,1.067567567566783,YES,,-0.6486486486483465
2020-04,1206,SHORT,2020-04-15 12:03:00+00:00,2020-04-15 12:18:00+00:00,20:00,2020-04-15 20:00:00-04:00,2020-04-16 00:00:00+00:00,1.0904,1.2162162162154249,YES,,-0.4999999999997047
2020-04,1207,SHORT,2020-04-16 14:39:00+00:00,2020-04-16 15:03:00+00:00,19:00,2020-04-16 19:00:00-04:00,2020-04-16 23:00:00+00:00,1.08611,0.6728110599077799,YES,,-0.6036866359446089
2020-04,1207,SHORT,2020-04-16 14:39:00+00:00,2020-04-16 15:03:00+00:00,19:45,2020-04-16 19:45:00-04:00,2020-04-16 23:45:00+00:00,1.08653,0.47926267281098345,YES,,-0.7972350230414054
2020-04,1207,SHORT,2020-04-16 14:39:00+00:00,2020-04-16 15:03:00+00:00,20:00,2020-04-16 20:00:00-04:00,2020-04-17 00:00:00+00:00,1.08591,0.7649769585252727,YES,,-0.5115207373271161
2020-04,1208,LONG,2020-04-17 15:51:00+00:00,2020-04-17 16:21:00+00:00,19:00,2020-04-17 19:00:00-04:00,2020-04-17 23:00:00+00:00,,0.0,NO,NO_TICKS_AT_CLOSE_TIME,0.0
2020-04,1208,LONG,2020-04-17 15:51:00+00:00,2020-04-17 16:21:00+00:00,19:45,2020-04-17 19:45:00-04:00,2020-04-17 23:45:00+00:00,,0.0,NO,NO_TICKS_AT_CLOSE_TIME,0.0
2020-04,1208,LONG,2020-04-17 15:51:00+00:00,2020-04-17 16:21:00+00:00,20:00,2020-04-17 20:00:00-04:00,2020-04-18 00:00:00+00:00,,0.0,NO,NO_TICKS_AT_CLOSE_TIME,0.0
2020-04,1209,SHORT,2020-04-20 11:06:00+00:00,2020-04-20 11:21:00+00:00,19:00,2020-04-20 19:00:00-04:00,2020-04-20 23:00:00+00:00,1.08646,0.13084112149534197,YES,,-0.8971962616822264
2020-04,1209,SHORT,2020-04-20 11:06:00+00:00,2020-04-20 11:21:00+00:00,19:45,2020-04-20 19:45:00-04:00,2020-04-20 23:45:00+00:00,1.08639,0.19626168224301296,YES,,-0.8317757009345554
2020-04,1209,SHORT,2020-04-20 11:06:00+00:00,2020-04-20 11:21:00+00:00,20:00,2020-04-20 20:00:00-04:00,2020-04-21 00:00:00+00:00,1.08641,0.17757009345784552,YES,,-0.850467289719723
2020-04,1210,LONG,2020-04-21 13:24:00+00:00,2020-04-21 13:48:00+00:00,19:00,2020-04-21 19:00:00-04:00,2020-04-21 23:00:00+00:00,1.0854,0.96116504854358,YES,,0.1601941747572454
2020-04,1210,LONG,2020-04-21 13:24:00+00:00,2020-04-21 13:48:00+00:00,19:45,2020-04-21 19:45:00-04:00,2020-04-21 23:45:00+00:00,1.08552,1.0194174757281014,YES,,0.2184466019417668
2020-04,1210,LONG,2020-04-21 13:24:00+00:00,2020-04-21 13:48:00+00:00,20:00,2020-04-21 20:00:00-04:00,2020-04-22 00:00:00+00:00,1.08563,1.0728155339805525,YES,,0.27184466019421794
2020-04,1211,LONG,2020-04-22 11:00:00+00:00,2020-04-22 11:15:00+00:00,19:00,2020-04-22 19:00:00-04:00,2020-04-22 23:00:00+00:00,1.0823,-6.7323943661952965,YES,,-7.887323943659821
2020-04,1211,LONG,2020-04-22 11:00:00+00:00,2020-04-22 11:15:00+00:00,19:45,2020-04-22 19:45:00-04:00,2020-04-22 23:45:00+00:00,1.08099,-8.577464788730191,YES,,-9.732394366194715
2020-04,1211,LONG,2020-04-22 11:00:00+00:00,2020-04-22 11:15:00+00:00,20:00,2020-04-22 20:00:00-04:00,2020-04-23 00:00:00+00:00,1.08062,-9.098591549293399,YES,,-10.253521126757922
2020-04,1212,LONG,2020-04-23 14:12:00+00:00,2020-04-23 15:36:00+00:00,19:00,2020-04-23 19:00:00-04:00,2020-04-23 23:00:00+00:00,1.07798,-0.6200716845877725,YES,,-1.5340501792113819
2020-04,1212,LONG,2020-04-23 14:12:00+00:00,2020-04-23 15:36:00+00:00,19:45,2020-04-23 19:45:00-04:00,2020-04-23 23:45:00+00:00,1.0777,-0.7204301075267746,YES,,-1.6344086021503839
2020-04,1212,LONG,2020-04-23 14:12:00+00:00,2020-04-23 15:36:00+00:00,20:00,2020-04-23 20:00:00-04:00,2020-04-24 00:00:00+00:00,1.07743,-0.8172043010751521,YES,,-1.7311827956987613
2020-04,1213,SHORT,2020-04-24 11:00:00+00:00,2020-04-24 12:18:00+00:00,19:00,2020-04-24 19:00:00-04:00,2020-04-24 23:00:00+00:00,,0.0,NO,NO_TICKS_AT_CLOSE_TIME,0.0
2020-04,1213,SHORT,2020-04-24 11:00:00+00:00,2020-04-24 12:18:00+00:00,19:45,2020-04-24 19:45:00-04:00,2020-04-24 23:45:00+00:00,,0.0,NO,NO_TICKS_AT_CLOSE_TIME,0.0
2020-04,1213,SHORT,2020-04-24 11:00:00+00:00,2020-04-24 12:18:00+00:00,20:00,2020-04-24 20:00:00-04:00,2020-04-25 00:00:00+00:00,,0.0,NO,NO_TICKS_AT_CLOSE_TIME,0.0
2020-04,1214,LONG,2020-04-27 14:51:00+00:00,2020-04-27 16:00:00+00:00,19:00,2020-04-27 19:00:00-04:00,2020-04-27 23:00:00+00:00,1.08287,-0.15068493150690332,YES,,0.013698630136922074
2020-04,1214,LONG,2020-04-27 14:51:00+00:00,2020-04-27 16:00:00+00:00,19:45,2020-04-27 19:45:00-04:00,2020-04-27 23:45:00+00:00,1.08236,-0.5000000000000133,YES,,-0.33561643835618793
2020-04,1214,LONG,2020-04-27 14:51:00+00:00,2020-04-27 16:00:00+00:00,20:00,2020-04-27 20:00:00-04:00,2020-04-28 00:00:00+00:00,1.08244,-0.44520547945202077,YES,,-0.2808219178081954
2020-04,1215,SHORT,2020-04-30 13:06:00+00:00,2020-04-30 13:48:00+00:00,19:00,2020-04-30 19:00:00-04:00,2020-04-30 23:00:00+00:00,1.09435,-3.4866071428567746,YES,,-4.433035714285316
2020-04,1215,SHORT,2020-04-30 13:06:00+00:00,2020-04-30 13:48:00+00:00,19:45,2020-04-30 19:45:00-04:00,2020-04-30 23:45:00+00:00,1.09427,-3.4508928571425552,YES,,-4.397321428571097
2020-04,1215,SHORT,2020-04-30 13:06:00+00:00,2020-04-30 13:48:00+00:00,20:00,2020-04-30 20:00:00-04:00,2020-05-01 00:00:00+00:00,,0.0,NO,NO_TICKS_AT_CLOSE_TIME,0.0
2024-10,2254,LONG,2024-10-07 13:54:00+00:00,2024-10-07 14:03:00+00:00,19:00,2024-10-07 19:00:00-04:00,2024-10-07 23:00:00+00:00,1.09781,-0.2391304347826752,YES,,-0.9673913043476783
2024-10,2254,LONG,2024-10-07 13:54:00+00:00,2024-10-07 14:03:00+00:00,19:45,2024-10-07 19:45:00-04:00,2024-10-07 23:45:00+00:00,1.09763,-0.4347826086955098,YES,,-1.1630434782605128
2024-10,2254,LONG,2024-10-07 13:54:00+00:00,2024-10-07 14:03:00+00:00,20:00,2024-10-07 20:00:00-04:00,2024-10-08 00:00:00+00:00,1.09742,-0.6630434782607249,YES,,-1.3913043478257279
2024-10,2255,LONG,2024-10-08 11:45:00+00:00,2024-10-08 12:06:00+00:00,19:00,2024-10-08 19:00:00-04:00,2024-10-08 23:00:00+00:00,1.09808,-0.5540540540540082,YES,,-1.1351351351352168
2024-10,2255,LONG,2024-10-08 11:45:00+00:00,2024-10-08 12:06:00+00:00,19:45,2024-10-08 19:45:00-04:00,2024-10-08 23:45:00+00:00,1.09776,-0.9864864864862146,YES,,-1.5675675675674232
2024-10,2255,LONG,2024-10-08 11:45:00+00:00,2024-10-08 12:06:00+00:00,20:00,2024-10-08 20:00:00-04:00,2024-10-09 00:00:00+00:00,1.09754,-1.283783783783619,YES,,-1.8648648648648276
2024-10,2258,SHORT,2024-10-11 11:15:00+00:00,2024-10-11 11:33:00+00:00,19:00,2024-10-11 19:00:00-04:00,2024-10-11 23:00:00+00:00,,0.0,NO,NO_TICKS_AT_CLOSE_TIME,0.0
2024-10,2258,SHORT,2024-10-11 11:15:00+00:00,2024-10-11 11:33:00+00:00,19:45,2024-10-11 19:45:00-04:00,2024-10-11 23:45:00+00:00,,0.0,NO,NO_TICKS_AT_CLOSE_TIME,0.0
2024-10,2258,SHORT,2024-10-11 11:15:00+00:00,2024-10-11 11:33:00+00:00,20:00,2024-10-11 20:00:00-04:00,2024-10-12 00:00:00+00:00,,0.0,NO,NO_TICKS_AT_CLOSE_TIME,0.0
2024-10,2261,SHORT,2024-10-16 12:36:00+00:00,2024-10-16 13:15:00+00:00,19:00,2024-10-16 19:00:00-04:00,2024-10-16 23:00:00+00:00,1.08589,3.4845360824730855,YES,,2.752577319586726
2024-10,2261,SHORT,2024-10-16 12:36:00+00:00,2024-10-16 13:15:00+00:00,19:45,2024-10-16 19:45:00-04:00,2024-10-16 23:45:00+00:00,1.08588,3.4948453608236654,YES,,2.762886597937306
2024-10,2261,SHORT,2024-10-16 12:36:00+00:00,2024-10-16 13:15:00+00:00,20:00,2024-10-16 20:00:00-04:00,2024-10-17 00:00:00+00:00,1.08589,3.4845360824730855,YES,,2.752577319586726
2024-10,2266,SHORT,2024-10-23 20:12:00+00:00,2024-10-23 20:51:00+00:00,19:00,2024-10-23 19:00:00-04:00,2024-10-23 23:00:00+00:00,1.07824,0.35135135135106277,YES,,-0.13513513513534725
2024-10,2266,SHORT,2024-10-23 20:12:00+00:00,2024-10-23 20:51:00+00:00,19:45,2024-10-23 19:45:00-04:00,2024-10-23 23:45:00+00:00,1.0782,0.45945945945922056,YES,,-0.027027027027189454
2024-10,2266,SHORT,2024-10-23 20:12:00+00:00,2024-10-23 20:51:00+00:00,20:00,2024-10-23 20:00:00-04:00,2024-10-24 00:00:00+00:00,1.07806,0.8378378378374728,YES,,0.35135135135106277
2024-10,2267,SHORT,2024-10-24 18:27:00+00:00,2024-10-24 19:33:00+00:00,19:00,2024-10-24 19:00:00-04:00,2024-10-24 23:00:00+00:00,1.08244,-0.7093023255813947,YES,,0.22313010685101908
2024-10,2267,SHORT,2024-10-24 18:27:00+00:00,2024-10-24 19:33:00+00:00,19:45,2024-10-24 19:45:00-04:00,2024-10-24 23:45:00+00:00,1.08242,-0.686046511627754,YES,,0.24638592080465982
2024-10,2267,SHORT,2024-10-24 18:27:00+00:00,2024-10-24 19:33:00+00:00,20:00,2024-10-24 20:00:00-04:00,2024-10-25 00:00:00+00:00,1.08241,-0.6744186046511919,YES,,0.25801382778122195
2024-10,2268,SHORT,2024-10-25 13:30:00+00:00,2024-10-25 15:36:00+00:00,19:00,2024-10-25 19:00:00-04:00,2024-10-25 23:00:00+00:00,,0.0,NO,NO_TICKS_AT_CLOSE_TIME,0.0
2024-10,2268,SHORT,2024-10-25 13:30:00+00:00,2024-10-25 15:36:00+00:00,19:45,2024-10-25 19:45:00-04:00,2024-10-25 23:45:00+00:00,,0.0,NO,NO_TICKS_AT_CLOSE_TIME,0.0
2024-10,2268,SHORT,2024-10-25 13:30:00+00:00,2024-10-25 15:36:00+00:00,20:00,2024-10-25 20:00:00-04:00,2024-10-26 00:00:00+00:00,,0.0,NO,NO_TICKS_AT_CLOSE_TIME,0.0
2024-10,2269,SHORT,2024-10-28 12:45:00+00:00,2024-10-28 14:51:00+00:00,19:00,2024-10-28 19:00:00-04:00,2024-10-28 23:00:00+00:00,1.08128,0.043795620437909376,YES,,0.8275794042214032
2024-10,2269,SHORT,2024-10-28 12:45:00+00:00,2024-10-28 14:51:00+00:00,19:45,2024-10-28 19:45:00-04:00,2024-10-28 23:45:00+00:00,1.08142,-0.05839416058398722,YES,,0.7253896231995065
2024-10,2269,SHORT,2024-10-28 12:45:00+00:00,2024-10-28 14:51:00+00:00,20:00,2024-10-28 20:00:00-04:00,2024-10-29 00:00:00+00:00,1.08176,-0.3065693430656898,YES,,0.477214440717804
