month,trade_id,direction,entry_time_utc,original_exit_time_utc,close_model,close_time_ny,close_time_utc,executable_exit_price,tick_R,auditable_yes_no,non_auditable_reason,delta_vs_original_R
2017-05,541,LONG,2017-05-04 14:00:00+00:00,2017-05-04 14:51:00+00:00,19:45,2017-05-04 19:45:00-04:00,2017-05-04 23:45:00+00:00,1.09809,3.0137931034480574,YES,,2.1793103448274715
2017-05,541,LONG,2017-05-04 14:00:00+00:00,2017-05-04 14:51:00+00:00,20:00,2017-05-04 20:00:00-04:00,2017-05-05 00:00:00+00:00,1.09806,2.993103448275663,YES,,2.158620689655077
2017-05,542,SHORT,2017-05-05 13:00:00+00:00,2017-05-05 14:24:00+00:00,19:00,2017-05-05 19:00:00-04:00,2017-05-05 23:00:00+00:00,,0.0,NO,NO_TICKS_AT_CLOSE_TIME,0.0
2017-05,542,SHORT,2017-05-05 13:00:00+00:00,2017-05-05 14:24:00+00:00,19:45,2017-05-05 19:45:00-04:00,2017-05-05 23:45:00+00:00,,0.0,NO,NO_TICKS_AT_CLOSE_TIME,0.0
2017-05,542,SHORT,2017-05-05 13:00:00+00:00,2017-05-05 14:24:00+00:00,20:00,2017-05-05 20:00:00-04:00,2017-05-06 00:00:00+00:00,,0.0,NO,NO_TICKS_AT_CLOSE_TIME,0.0
2017-05,543,LONG,2017-05-08 12:45:00+00:00,2017-05-08 14:48:00+00:00,19:00,2017-05-08 19:00:00-04:00,2017-05-08 23:00:00+00:00,1.09254,-1.0307692307689929,YES,,-0.44615384615373976
2017-05,543,LONG,2017-05-08 12:45:00+00:00,2017-05-08 14:48:00+00:00,19:45,2017-05-08 19:45:00-04:00,2017-05-08 23:45:00+00:00,1.09259,-1.0051282051280308,YES,,-0.4205128205127777
2017-05,543,LONG,2017-05-08 12:45:00+00:00,2017-05-08 14:48:00+00:00,20:00,2017-05-08 20:00:00-04:00,2017-05-09 00:00:00+00:00,1.09265,-0.974358974358831,YES,,-0.3897435897435779
2017-05,544,SHORT,2017-05-09 18:09:00+00:00,2017-05-09 18:15:00+00:00,19:00,2017-05-09 19:00:00-04:00,2017-05-09 23:00:00+00:00,1.08825,0.1891891891891261,YES,,-0.4594594594592206
2017-05,544,SHORT,2017-05-09 18:09:00+00:00,2017-05-09 18:15:00+00:00,19:45,2017-05-09 19:45:00-04:00,2017-05-09 23:45:00+00:00,1.08881,-1.3243243243238827,YES,,-1.9729729729722294
