trade_id,month,date,direction,entry_time_ny,exit_time_ny,entry_price_bar,nearest_bid,nearest_ask,spread_entry,sl,tp,risk,be_trigger_price,be_trigger_touched,be_trigger_time,be_stop_price,bar_outcome,tick_outcome,bar_R,tick_R,first_touch,first_touch_time,auditable_yes_no,match_status,notes,non_auditable_reason
2191,2024-07,2024-07-03,LONG,2024-07-03T12:15:00+00:00,2024-07-03T12:42:00+00:00,1.0763,1.07559,1.07563,0.40000000000040004,1.07472,1.0769040000000003,0.0009100000000001,1.0759940000000001,True,2024-07-03T12:15:06.174000+00:00,1.07563,TP,TP,1.4,1.4,TP,2024-07-03T12:33:04.001000+00:00,YES,MATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.000910,
2192,2024-07,2024-07-04,LONG,2024-07-04T14:00:00+00:00,2024-07-04T14:48:00+00:00,1.08024,1.08009,1.08011,0.1999999999990898,1.0796999999999997,1.0806840000000002,0.0004100000000002,1.080274,True,2024-07-04T14:06:51.461000+00:00,1.08011,TP,BE,1.4,0.0,STOP,2024-07-04T14:10:15.419000+00:00,YES,MISMATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.000410,
2193,2024-07,2024-07-05,SHORT,2024-07-05T11:03:00+00:00,2024-07-05T12:03:00+00:00,1.08216,1.08233,1.08236,0.2999999999997449,1.0827900000000001,1.081686,0.0004600000000001,1.082146,True,2024-07-05T11:04:49.013000+00:00,1.08233,SL,BE,0.0,0.0,STOP,2024-07-05T11:12:41.567000+00:00,YES,MISMATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.000460,
2194,2024-07,2024-07-08,SHORT,2024-07-08T13:06:00+00:00,2024-07-08T14:39:00+00:00,1.08389,1.0843,1.08431,0.10000000000065512,1.0850100000000003,1.0833059999999997,0.0007100000000002,1.0840159999999999,True,2024-07-08T13:08:33.082000+00:00,1.0843,SL,BE,0.0,0.0,STOP,2024-07-08T13:13:57.597000+00:00,YES,MISMATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.000710,
2195,2024-07,2024-07-09,SHORT,2024-07-09T11:09:00+00:00,2024-07-09T13:06:00+00:00,1.08196,1.0821,1.08212,0.1999999999990898,1.0826300000000002,1.0813579999999998,0.0005300000000001,1.081888,True,2024-07-09T11:16:09.835000+00:00,1.0821,SL,TP,0.0,1.4,TP,2024-07-09T11:38:31.576000+00:00,YES,MISMATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.000530,
2196,2024-07,2024-07-10,LONG,2024-07-10T11:30:00+00:00,2024-07-10T11:51:00+00:00,1.08243,1.08225,1.08228,0.2999999999997449,1.0817299999999996,1.0830500000000003,0.0005500000000002,1.0825,True,2024-07-10T11:36:47.984000+00:00,1.08228,SL,FORCED_CLOSE,0.0,0.38181818181812205,TIME,2024-07-10T11:51:01.892000+00:00,YES,MISMATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.000550,
2197,2024-07,2024-07-12,SHORT,2024-07-12T11:54:00+00:00,2024-07-12T12:30:00+00:00,1.08869,1.08901,1.08902,0.10000000000065512,1.0893200000000005,1.0885759999999993,0.00031000000000047656,1.0888859999999998,True,2024-07-12T11:55:00.122000+00:00,1.08901,TP,BE,1.4,0.0,STOP,2024-07-12T12:03:15.286000+00:00,YES,MISMATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.000310,
2198,2024-07,2024-07-15,SHORT,2024-07-15T15:21:00+00:00,2024-07-15T16:42:00+00:00,1.09144,1.09169,1.09171,0.1999999999990898,1.0925700000000003,1.0904579999999997,0.0008800000000002,1.091338,True,2024-07-15T15:25:46.762000+00:00,1.09169,SL,TP,0.0,1.4,TP,2024-07-15T16:11:38.033000+00:00,YES,MISMATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.000880,
2199,2024-07,2024-07-16,LONG,2024-07-16T13:39:00+00:00,2024-07-16T18:36:00+00:00,1.08808,1.08786,1.08787,0.09999999999843467,1.0868399999999998,1.0893119999999998,0.00103,1.088282,True,2024-07-16T13:52:17.086000+00:00,1.08787,TP,BE,1.4,0.0,STOP,2024-07-16T14:09:58.888000+00:00,YES,MISMATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.001030,
2200,2024-07,2024-07-18,LONG,2024-07-18T12:15:00+00:00,2024-07-18T13:06:00+00:00,1.09338,1.09267,1.09282,1.4999999999987246,1.09227,1.0935899999999996,0.0005499999999998284,1.0930399999999998,True,2024-07-18T12:15:29.090000+00:00,1.09282,SL,TP,-1.0,1.4,TP,2024-07-18T12:30:37.487000+00:00,YES,MISMATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.000550,
2201,2024-07,2024-07-19,LONG,2024-07-19T11:12:00+00:00,2024-07-19T12:03:00+00:00,1.08893,1.08866,1.08868,0.20000000000131024,1.08795,1.0897020000000002,0.0007300000000001,1.088972,True,2024-07-19T11:15:53.812000+00:00,1.08868,SL,FORCED_CLOSE,0.0,0.4109589041094875,TIME,2024-07-19T12:03:00.026000+00:00,YES,MISMATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.000730,
2202,2024-07,2024-07-22,SHORT,2024-07-22T12:33:00+00:00,2024-07-22T13:21:00+00:00,1.08824,1.0885,1.08851,0.10000000000065512,1.0892000000000002,1.0875199999999998,0.0007000000000001,1.08822,True,2024-07-22T12:44:00.283000+00:00,1.0885,SL,FORCED_CLOSE,0.0,0.5000000000000321,TIME,2024-07-22T13:21:00.142000+00:00,YES,MISMATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.000700,
2203,2024-07,2024-07-23,SHORT,2024-07-23T13:03:00+00:00,2024-07-23T13:12:00+00:00,1.08535,1.08553,1.08555,0.1999999999990898,1.0858900000000002,1.085026,0.0003600000000001,1.085386,True,2024-07-23T13:04:23.776000+00:00,1.08553,SL,BE,0.0,0.0,STOP,2024-07-23T13:07:57.990000+00:00,YES,MISMATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.000360,
2204,2024-07,2024-07-24,LONG,2024-07-24T11:48:00+00:00,2024-07-24T13:42:00+00:00,1.08477,1.08452,1.08454,0.20000000000131024,1.0835199999999998,1.0859680000000003,0.0010200000000002,1.0849480000000002,True,2024-07-24T12:14:58.553000+00:00,1.08454,TP,TP,1.4,1.4,TP,2024-07-24T13:08:37.294000+00:00,YES,MATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.001020,
2205,2024-07,2024-07-25,SHORT,2024-07-25T17:27:00+00:00,2024-07-26T00:00:00+00:00,1.08586,1.08611,1.08615,0.40000000000040004,1.08734,1.084388,0.00123,1.085618,True,2024-07-25T17:46:40.777000+00:00,1.08611,FORCED_CLOSE,TP,0.455285,1.4,TP,2024-07-25T20:35:16.927000+00:00,YES,MISMATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.001230,
2206,2024-07,2024-07-26,SHORT,2024-07-26T14:24:00+00:00,2024-07-26T14:42:00+00:00,1.08566,1.08616,1.08619,0.2999999999997449,1.0874100000000002,1.0844099999999999,0.0012500000000001,1.08566,True,2024-07-26T14:26:04.209000+00:00,1.08616,SL,FORCED_CLOSE,0.0,0.6559999999999818,TIME,2024-07-26T14:42:00.157000+00:00,YES,MISMATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.001250,
2207,2024-07,2024-07-29,SHORT,2024-07-29T11:00:00+00:00,2024-07-29T11:09:00+00:00,1.08341,1.08358,1.08359,0.10000000000065512,1.0838500000000002,1.0832019999999998,0.0002700000000002,1.083472,True,2024-07-29T11:02:00.312000+00:00,1.08358,SL,FORCED_CLOSE,0.0,0.7407407407401105,TIME,2024-07-29T11:09:01.658000+00:00,YES,MISMATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.000270,
2208,2024-07,2024-07-30,SHORT,2024-07-30T11:06:00+00:00,2024-07-30T11:12:00+00:00,1.08309,1.0832,1.08322,0.20000000000131024,1.08355,1.0827099999999998,0.00035,1.08306,True,2024-07-30T11:09:26.527000+00:00,1.0832,SL,FORCED_CLOSE,0.0,0.45714285714267994,TIME,2024-07-30T11:12:00.529000+00:00,YES,MISMATCH,Corrected BE model: Trigger 0.4R -> Stop 0.0R. Initial Risk: 0.000350,
