month,Policy_1945_R,Policy_1945_PF,W_1945_R,Original_S_R
2017-05,4.422139980156096,1.737023330026016,10.44501915752898,8.82
2017-08,3.765789439626624,1.6276315732711035,7.664559406801733,5.47
2020-04,4.915205363549958,1.819200893924993,-5.220502281101506,12.49
2024-10,8.615843839123029,3.153960959780757,10.58859505288942,11.24
