outcome,R,entry_p,exit_p,entry_ts,exit_ts,be_activated,sl_price,tp_price,be_trigger_price,log_events,trade_id,month
TP,1.4,1.06836,1.06759,2024-05-01 13:15:34.965000+00:00,2024-05-01 13:40:54.517000+00:00,True,1.06891,1.06759,1.06814,"[{'ts': Timestamp('2024-05-01 13:17:28.753000+0000', tz='UTC'), 'event': 'BE_TRIGGERED', 'price': 1.06813}]",2151,2024_05
BE,0.0,1.07019,1.07019,2024-05-02 12:03:36.107000+00:00,2024-05-02 12:35:14.557000+00:00,True,1.07186,1.067852,1.069522,"[{'ts': Timestamp('2024-05-02 12:31:37.199000+0000', tz='UTC'), 'event': 'BE_TRIGGERED', 'price': 1.06951}]",2152,2024_05
BE,0.0,1.07457,1.07457,2024-05-03 11:39:32.386000+00:00,2024-05-03 12:10:42.739000+00:00,True,1.07493,1.074066,1.074426,"[{'ts': Timestamp('2024-05-03 12:09:56.894000+0000', tz='UTC'), 'event': 'BE_TRIGGERED', 'price': 1.07442}]",2153,2024_05
TP,1.4,1.07729,1.077822,2024-05-06 12:00:36.849000+00:00,2024-05-06 12:13:16.132000+00:00,True,1.07691,1.077822,1.077442,"[{'ts': Timestamp('2024-05-06 12:02:37.661000+0000', tz='UTC'), 'event': 'BE_TRIGGERED', 'price': 1.07746}]",2154,2024_05
TP,1.4,1.07773,1.078696,2024-05-07 13:06:31.625000+00:00,2024-05-07 13:41:34.539000+00:00,True,1.07704,1.078696,1.078006,"[{'ts': Timestamp('2024-05-07 13:29:06.806000+0000', tz='UTC'), 'event': 'BE_TRIGGERED', 'price': 1.07801}]",2155,2024_05
BE,0.0,1.07498,1.07498,2024-05-08 15:36:31.197000+00:00,2024-05-08 16:23:43.386000+00:00,True,1.07419,1.076086,1.075296,"[{'ts': Timestamp('2024-05-08 15:46:53.078000+0000', tz='UTC'), 'event': 'BE_TRIGGERED', 'price': 1.07531}]",2156,2024_05
BE,0.0,1.07318,1.07318,2024-05-09 12:03:31.427000+00:00,2024-05-09 12:28:32.609000+00:00,True,1.07253,1.07409,1.07344,"[{'ts': Timestamp('2024-05-09 12:22:30.213000+0000', tz='UTC'), 'event': 'BE_TRIGGERED', 'price': 1.07344}]",2157,2024_05
TP,1.4,1.07786,1.076838,2024-05-10 12:33:31.780000+00:00,2024-05-10 12:45:57.765000+00:00,True,1.07859,1.076838,1.077568,"[{'ts': Timestamp('2024-05-10 12:35:42.007000+0000', tz='UTC'), 'event': 'BE_TRIGGERED', 'price': 1.07756}]",2158,2024_05
TP,1.4,1.07985,1.08062,2024-05-13 13:12:31.681000+00:00,2024-05-13 13:30:55.671000+00:00,True,1.0793,1.08062,1.08007,"[{'ts': Timestamp('2024-05-13 13:14:58.272000+0000', tz='UTC'), 'event': 'BE_TRIGGERED', 'price': 1.08008}]",2159,2024_05
BE,0.0,1.07962,1.07962,2024-05-14 11:06:32.101000+00:00,2024-05-14 12:04:32.842000+00:00,True,1.08002,1.07906,1.07946,"[{'ts': Timestamp('2024-05-14 11:54:22.592000+0000', tz='UTC'), 'event': 'BE_TRIGGERED', 'price': 1.07946}]",2160,2024_05
TP,1.4,1.0824,1.083394,2024-05-15 11:54:47.091000+00:00,2024-05-15 12:05:30.234000+00:00,True,1.08169,1.083394,1.082684,"[{'ts': Timestamp('2024-05-15 11:55:39.537000+0000', tz='UTC'), 'event': 'BE_TRIGGERED', 'price': 1.08269}]",2161,2024_05
BE,0.0,1.08662,1.08662,2024-05-16 12:18:43.891000+00:00,2024-05-16 12:30:42.752000+00:00,True,1.08559,1.088062,1.087032,"[{'ts': Timestamp('2024-05-16 12:30:04.989000+0000', tz='UTC'), 'event': 'BE_TRIGGERED', 'price': 1.08704}]",2162,2024_05
TIME_EXIT,0.32727272727285267,1.08388,1.08406,2024-05-17 11:12:36.172000+00:00,2024-05-17 12:12:03.051000+00:00,True,1.08333,1.08465,1.0841,"[{'ts': Timestamp('2024-05-17 11:23:12.728000+0000', tz='UTC'), 'event': 'BE_TRIGGERED', 'price': 1.0841}]",2163,2024_05
TIME_EXIT,0.7763157894738032,1.08671,1.08612,2024-05-20 11:09:33.563000+00:00,2024-05-20 12:08:59.967000+00:00,True,1.08747,1.085646,1.086406,"[{'ts': Timestamp('2024-05-20 11:25:46.780000+0000', tz='UTC'), 'event': 'BE_TRIGGERED', 'price': 1.0864}]",2164,2024_05
BE,0.0,1.08502,1.08502,2024-05-21 13:00:31.712000+00:00,2024-05-21 13:00:50.916000+00:00,True,1.08544,1.084432,1.084852,"[{'ts': Timestamp('2024-05-21 13:00:34.539000+0000', tz='UTC'), 'event': 'BE_TRIGGERED', 'price': 1.08484}]",2165,2024_05
TP,1.4,1.08423,1.083348,2024-05-22 17:27:51.095000+00:00,2024-05-22 18:00:28.256000+00:00,True,1.08486,1.083348,1.083978,"[{'ts': Timestamp('2024-05-22 17:33:09.689000+0000', tz='UTC'), 'event': 'BE_TRIGGERED', 'price': 1.08397}]",2166,2024_05
BE,0.0,1.08454,1.08454,2024-05-23 11:33:47.611000+00:00,2024-05-23 11:43:58.445000+00:00,True,1.08397,1.085338,1.084768,"[{'ts': Timestamp('2024-05-23 11:36:00.966000+0000', tz='UTC'), 'event': 'BE_TRIGGERED', 'price': 1.08477}]",2167,2024_05
TIME_EXIT,-0.194174757281532,1.08494,1.08514,2024-05-24 16:48:36.971000+00:00,2024-05-24 17:47:54.354000+00:00,False,1.08597,1.083498,1.084528,[],2168,2024_05
TIME_EXIT,0.05555555555571391,1.08587,1.08593,2024-05-27 14:54:33.876000+00:00,2024-05-27 15:53:24.071000+00:00,False,1.08479,1.087382,1.086302,[],2169,2024_05
TP,1.4,1.08795,1.088888,2024-05-28 11:03:35.646000+00:00,2024-05-28 11:17:55.634000+00:00,True,1.08728,1.088888,1.088218,"[{'ts': Timestamp('2024-05-28 11:04:19.131000+0000', tz='UTC'), 'event': 'BE_TRIGGERED', 'price': 1.08822}]",2170,2024_05
TIME_EXIT,0.8418367346939548,1.08288,1.08123,2024-05-29 14:21:33.404000+00:00,2024-05-29 15:20:58.909000+00:00,True,1.08484,1.080136,1.082096,"[{'ts': Timestamp('2024-05-29 14:29:40.957000+0000', tz='UTC'), 'event': 'BE_TRIGGERED', 'price': 1.08209}]",2171,2024_05
TIME_EXIT,0.9999999999999721,1.08187,1.08295,2024-05-30 12:30:31.091000+00:00,2024-05-30 13:30:00.972000+00:00,True,1.08079,1.083382,1.082302,"[{'ts': Timestamp('2024-05-30 12:32:01.077000+0000', tz='UTC'), 'event': 'BE_TRIGGERED', 'price': 1.08231}]",2172,2024_05
BE,0.0,1.08506,1.08506,2024-05-31 11:03:36.056000+00:00,2024-05-31 11:53:13.791000+00:00,True,1.08454,1.085788,1.085268,"[{'ts': Timestamp('2024-05-31 11:10:00.130000+0000', tz='UTC'), 'event': 'BE_TRIGGERED', 'price': 1.08527}]",2173,2024_05
TP,1.4,1.08378,1.084172,2024-06-03 11:00:32.165000+00:00,2024-06-03 11:16:23.299000+00:00,True,1.0835,1.084172,1.083892,"[{'ts': Timestamp('2024-06-03 11:01:04.661000+0000', tz='UTC'), 'event': 'BE_TRIGGERED', 'price': 1.0839}]",2174,2024_06
TP,1.4,1.08751,1.08702,2024-06-06 11:03:33.060000+00:00,2024-06-06 11:21:35.411000+00:00,True,1.08786,1.08702,1.08737,"[{'ts': Timestamp('2024-06-06 11:06:12.970000+0000', tz='UTC'), 'event': 'BE_TRIGGERED', 'price': 1.08737}]",2175,2024_06
TIME_EXIT,0.3275039745627903,1.08501,1.08295,2024-06-07 12:30:31.173000+00:00,2024-06-07 13:30:01.046000+00:00,True,1.0913,1.076204,1.082494,"[{'ts': Timestamp('2024-06-07 12:46:15.847000+0000', tz='UTC'), 'event': 'BE_TRIGGERED', 'price': 1.08249}]",2176,2024_06
TP,1.4,1.07381,1.074342,2024-06-10 11:06:42.642000+00:00,2024-06-10 11:13:41.628000+00:00,True,1.07343,1.074342,1.073962,"[{'ts': Timestamp('2024-06-10 11:09:03.395000+0000', tz='UTC'), 'event': 'BE_TRIGGERED', 'price': 1.07397}]",2177,2024_06
TP,1.4,1.07387,1.072918,2024-06-11 11:09:31.926000+00:00,2024-06-11 11:14:57.210000+00:00,True,1.07455,1.072918,1.073598,"[{'ts': Timestamp('2024-06-11 11:11:56.408000+0000', tz='UTC'), 'event': 'BE_TRIGGERED', 'price': 1.07359}]",2178,2024_06
BE,0.0,1.08281,1.08281,2024-06-12 13:24:33.404000+00:00,2024-06-12 13:40:00.723000+00:00,True,1.08152,1.084616,1.083326,"[{'ts': Timestamp('2024-06-12 13:29:26.231000+0000', tz='UTC'), 'event': 'BE_TRIGGERED', 'price': 1.08333}]",2179,2024_06
BE,0.0,1.07871,1.07871,2024-06-13 12:18:32.982000+00:00,2024-06-13 12:30:00.493000+00:00,True,1.07771,1.08011,1.07911,"[{'ts': Timestamp('2024-06-13 12:21:24.751000+0000', tz='UTC'), 'event': 'BE_TRIGGERED', 'price': 1.07913}]",2180,2024_06
TP,1.4,1.06882,1.067756,2024-06-14 13:09:31.436000+00:00,2024-06-14 13:23:16.447000+00:00,True,1.06958,1.067756,1.068516,"[{'ts': Timestamp('2024-06-14 13:11:27.640000+0000', tz='UTC'), 'event': 'BE_TRIGGERED', 'price': 1.06851}]",2181,2024_06
BE,0.0,1.0718,1.0718,2024-06-17 15:06:35.920000+00:00,2024-06-17 15:40:10.711000+00:00,True,1.0713,1.0725,1.072,"[{'ts': Timestamp('2024-06-17 15:10:22.818000+0000', tz='UTC'), 'event': 'BE_TRIGGERED', 'price': 1.072}]",2182,2024_06
TIME_EXIT,0.19339622641510446,1.07278,1.07319,2024-06-18 12:30:31.061000+00:00,2024-06-18 13:30:01.012000+00:00,False,1.07066,1.075748,1.073628,[],2183,2024_06
BE,0.0,1.0728,1.0728,2024-06-20 11:24:33.543000+00:00,2024-06-20 11:46:19.530000+00:00,True,1.07341,1.071946,1.072556,"[{'ts': Timestamp('2024-06-20 11:37:32.926000+0000', tz='UTC'), 'event': 'BE_TRIGGERED', 'price': 1.07255}]",2184,2024_06
