trade_id,month,direction,entry_time_ny,historical_entry,executable_entry,entry_diff_pips,sl,tp,be_trigger,be_stop,tick_outcome,tick_R,first_touch_time,auditable_yes_no,notes
2151,2024-05,SHORT,2024-05-01T13:15:00+00:00,1.06808,1.06842,3.4000000000000696,1.0689700000000002,1.0676499999999995,1.0681999999999998,1.06842,TP,1.2,2024-05-01T13:24:57.610000+00:00,YES,Audit Phase 50O-B: Model D
2152,2024-05,SHORT,2024-05-02T12:03:00+00:00,1.06965,1.07014,4.900000000001015,1.0718100000000004,1.067802,1.069472,1.07014,BE,-0.2,2024-05-02T12:35:13.312000+00:00,YES,Audit Phase 50O-B: Model D
2153,2024-05,SHORT,2024-05-03T11:39:00+00:00,1.07453,1.0747,1.7000000000000348,1.07506,1.0741960000000002,1.074556,1.0747,BE,-0.2,2024-05-03T11:48:14.842000+00:00,YES,Audit Phase 50O-B: Model D
2154,2024-05,LONG,2024-05-06T12:00:00+00:00,1.0775,1.07726,2.3999999999979593,1.07688,1.077792,1.077412,1.07726,TP,1.2,2024-05-06T12:13:15.923000+00:00,YES,Audit Phase 50O-B: Model D
2155,2024-05,LONG,2024-05-07T13:06:00+00:00,1.078,1.07778,2.20000000000109,1.0770899999999997,1.0787460000000004,1.0780560000000001,1.07778,FORCED_CLOSE,0.3507246376809881,2024-05-07T13:51:00.231000+00:00,YES,Audit Phase 50O-B: Model D
2156,2024-05,LONG,2024-05-08T15:36:00+00:00,1.07511,1.07487,2.4000000000001798,1.0740799999999997,1.0759760000000003,1.075186,1.07487,FORCED_CLOSE,0.21772151898716186,2024-05-08T16:12:00.890000+00:00,YES,Audit Phase 50O-B: Model D
2157,2024-05,LONG,2024-05-09T12:03:00+00:00,1.07325,1.07299,2.5999999999992696,1.0723399999999998,1.0739000000000003,1.0732500000000003,1.07299,FORCED_CLOSE,0.3999999999996468,2024-05-09T12:24:02.893000+00:00,YES,Audit Phase 50O-B: Model D
2158,2024-05,SHORT,2024-05-10T12:33:00+00:00,1.07749,1.07782,3.2999999999994145,1.0785500000000001,1.076798,1.077528,1.07782,TP,1.2,2024-05-10T12:45:59.831000+00:00,YES,Audit Phase 50O-B: Model D
2159,2024-05,LONG,2024-05-13T13:12:00+00:00,1.08013,1.07992,2.100000000000435,1.0793699999999997,1.0806900000000004,1.08014,1.07992,FORCED_CLOSE,0.34545454545428705,2024-05-13T14:06:00.119000+00:00,YES,Audit Phase 50O-B: Model D
2160,2024-05,SHORT,2024-05-14T11:06:00+00:00,1.07959,1.07974,1.4999999999987246,1.08014,1.0791799999999998,1.07958,1.07974,BE,-0.2,2024-05-14T11:11:25.544000+00:00,YES,Audit Phase 50O-B: Model D
2161,2024-05,LONG,2024-05-15T11:54:00+00:00,1.08279,1.08243,3.5999999999991594,1.0817199999999998,1.0834240000000004,1.0827140000000002,1.08243,TP,1.2,2024-05-15T12:05:49.054000+00:00,YES,Audit Phase 50O-B: Model D
2162,2024-05,LONG,2024-05-16T12:18:00+00:00,1.08699,1.08661,3.7999999999982492,1.08558,1.088052,1.0870220000000002,1.08661,BE,-0.2,2024-05-16T12:30:42.921000+00:00,YES,Audit Phase 50O-B: Model D
2163,2024-05,LONG,2024-05-17T11:12:00+00:00,1.08401,1.08387,1.40000000000029,1.0833199999999998,1.0846399999999998,1.08409,1.08387,FORCED_CLOSE,0.1636363636367273,2024-05-17T12:12:00.123000+00:00,YES,Audit Phase 50O-B: Model D
2164,2024-05,SHORT,2024-05-20T11:09:00+00:00,1.0865,1.08677,2.6999999999999247,1.08753,1.085706,1.086466,1.08677,FORCED_CLOSE,0.4052631578946117,2024-05-20T11:36:01.469000+00:00,YES,Audit Phase 50O-B: Model D
2165,2024-05,SHORT,2024-05-21T13:00:00+00:00,1.0845,1.08572,12.199999999999989,1.08614,1.085132,1.085552,1.08572,TP,1.2,2024-05-21T13:00:04.427000+00:00,YES,Audit Phase 50O-B: Model D
2166,2024-05,SHORT,2024-05-22T17:27:00+00:00,1.08416,1.08429,1.2999999999996348,1.08492,1.083408,1.0840379999999998,1.08429,FORCED_CLOSE,0.5301587301584634,2024-05-22T18:00:00.094000+00:00,YES,Audit Phase 50O-B: Model D
2167,2024-05,LONG,2024-05-23T11:33:00+00:00,1.08477,1.08445,3.20000000000098,1.0838799999999997,1.085248,1.084678,1.08445,TP,1.2,2024-05-23T11:59:04.544000+00:00,YES,Audit Phase 50O-B: Model D
2168,2024-05,SHORT,2024-05-24T16:48:00+00:00,1.08485,1.08495,0.9999999999998899,1.0859800000000002,1.0835080000000001,1.084538,1.08495,FORCED_CLOSE,-0.6368932038833393,2024-05-26T21:00:08.855000+00:00,YES,Audit Phase 50O-B: Model D
2169,2024-05,LONG,2024-05-27T14:54:00+00:00,1.08596,1.08586,0.9999999999998899,1.08478,1.087372,1.086292,1.08586,FORCED_CLOSE,0.06851851851845209,2024-05-28T00:00:00.195000+00:00,YES,Audit Phase 50O-B: Model D
2170,2024-05,LONG,2024-05-28T11:03:00+00:00,1.08839,1.08794,4.500000000000615,1.0872699999999997,1.088878,1.0882079999999998,1.08794,TP,1.2,2024-05-28T11:17:51.086000+00:00,YES,Audit Phase 50O-B: Model D
2171,2024-05,SHORT,2024-05-29T14:21:00+00:00,1.08231,1.08326,9.499999999997844,1.08522,1.0805159999999998,1.0824759999999998,1.08326,TP,1.2,2024-05-29T18:53:29.615000+00:00,YES,Audit Phase 50O-B: Model D
2172,2024-05,LONG,2024-05-30T12:30:00+00:00,1.08227,1.08166,6.099999999999994,1.0805799999999999,1.0831720000000002,1.082092,1.08166,TP,1.2,2024-05-30T12:55:54.013000+00:00,YES,Audit Phase 50O-B: Model D
2173,2024-05,LONG,2024-05-31T11:03:00+00:00,1.08523,1.08502,2.0999999999982144,1.0845,1.0857480000000002,1.085228,1.08502,FORCED_CLOSE,0.6269230769229432,2024-05-31T11:24:00.191000+00:00,YES,Audit Phase 50O-B: Model D
2174,2024-06,LONG,2024-06-03T11:00:00+00:00,1.08388,1.08371,1.7000000000000348,1.08343,1.084102,1.0838219999999998,1.08371,TP,1.2,2024-06-03T11:09:06.213000+00:00,YES,Audit Phase 50O-B: Model D
2175,2024-06,SHORT,2024-06-06T11:03:00+00:00,1.08743,1.08751,0.8000000000008001,1.0878600000000003,1.0870199999999997,1.08737,1.08751,FORCED_CLOSE,1.1428571428562913,2024-06-06T11:21:21.192000+00:00,YES,Audit Phase 50O-B: Model D
2176,2024-06,SHORT,2024-06-07T12:30:00+00:00,1.08393,1.08966,57.300000000000125,1.0959500000000002,1.080854,1.087144,1.08966,TP,1.2,2024-06-07T15:08:02.419000+00:00,YES,Audit Phase 50O-B: Model D
2177,2024-06,LONG,2024-06-10T11:06:00+00:00,1.07396,1.07382,1.40000000000029,1.0734399999999997,1.0743520000000002,1.0739720000000001,1.07382,TP,1.2,2024-06-10T11:13:44.045000+00:00,YES,Audit Phase 50O-B: Model D
2178,2024-06,SHORT,2024-06-11T11:09:00+00:00,1.07357,1.07393,3.60000000000138,1.0746100000000003,1.0729779999999998,1.073658,1.07393,TP,1.2,2024-06-11T11:14:46.024000+00:00,YES,Audit Phase 50O-B: Model D
2179,2024-06,LONG,2024-06-12T13:24:00+00:00,1.08308,1.08274,3.4000000000000696,1.0814499999999998,1.0845460000000002,1.0832560000000002,1.08274,FORCED_CLOSE,0.35813953488367617,2024-06-12T13:36:01.848000+00:00,YES,Audit Phase 50O-B: Model D
2180,2024-06,LONG,2024-06-13T12:18:00+00:00,1.07896,1.07864,3.1999999999987594,1.07764,1.0800400000000001,1.07904,1.07864,FORCED_CLOSE,0.2999999999998949,2024-06-13T12:30:00.079000+00:00,YES,Audit Phase 50O-B: Model D
2181,2024-06,SHORT,2024-06-14T13:09:00+00:00,1.06857,1.06898,4.100000000000215,1.0697400000000001,1.067916,1.068676,1.06898,TP,1.2,2024-06-14T13:20:48.822000+00:00,YES,Audit Phase 50O-B: Model D
2182,2024-06,LONG,2024-06-17T15:06:00+00:00,1.07192,1.07167,2.500000000000835,1.0711699999999997,1.07237,1.0718699999999999,1.07167,TP,1.2,2024-06-17T15:17:05.619000+00:00,YES,Audit Phase 50O-B: Model D
2183,2024-06,LONG,2024-06-18T12:30:00+00:00,1.07308,1.07147,16.100000000001113,1.0693499999999996,1.0744380000000004,1.072318,1.07147,TP,1.2,2024-06-18T13:47:23.791000+00:00,YES,Audit Phase 50O-B: Model D
2184,2024-06,SHORT,2024-06-20T11:24:00+00:00,1.0727,1.07287,1.7000000000000348,1.0734800000000002,1.0720159999999996,1.0726259999999999,1.07287,FORCED_CLOSE,0.3245901639344148,2024-06-20T11:42:00.792000+00:00,YES,Audit Phase 50O-B: Model D
2185,2024-06,SHORT,2024-06-25T11:03:00+00:00,1.07203,1.0722,1.7000000000000348,1.0726900000000001,1.0715139999999999,1.072004,1.0722,TP,1.2,2024-06-25T11:26:51.615000+00:00,YES,Audit Phase 50O-B: Model D
2186,2024-06,LONG,2024-06-26T11:42:00+00:00,1.06851,1.0683,2.100000000000435,1.0676399999999997,1.0692240000000004,1.068564,1.0683,FORCED_CLOSE,0.7696969696964895,2024-06-26T11:57:09.800000+00:00,YES,Audit Phase 50O-B: Model D
2187,2024-06,LONG,2024-06-27T12:18:00+00:00,1.07014,1.06971,4.300000000001525,1.0687399999999996,1.0710680000000004,1.070098,1.06971,BE,-0.2,2024-06-27T12:30:28.327000+00:00,YES,Audit Phase 50O-B: Model D
2188,2024-06,SHORT,2024-06-28T11:24:00+00:00,1.07042,1.07065,2.300000000001745,1.0714900000000003,1.069474,1.070314,1.07065,FORCED_CLOSE,0.9190476190476797,2024-06-28T11:54:05.620000+00:00,YES,Audit Phase 50O-B: Model D
2189,2024-07,SHORT,2024-07-01T14:09:00+00:00,1.07497,1.07565,6.800000000000139,1.0777500000000002,1.0727099999999996,1.0748099999999998,1.07565,TP,1.2,2024-07-01T15:01:32.887000+00:00,YES,Audit Phase 50O-B: Model D
2190,2024-07,LONG,2024-07-02T13:00:00+00:00,1.07347,1.07318,2.8999999999990145,1.0726099999999998,1.073978,1.0734080000000001,1.07318,BE,-0.2,2024-07-02T13:15:37.438000+00:00,YES,Audit Phase 50O-B: Model D
2191,2024-07,LONG,2024-07-03T12:15:00+00:00,1.0763,1.07563,6.699999999999484,1.07472,1.0769040000000003,1.0759940000000001,1.07563,TP,1.2,2024-07-03T12:33:04.001000+00:00,YES,Audit Phase 50O-B: Model D
