month,tick_R_base,risk_pips_final,commission_R_FTMO,tick_R_net_FTMO,tick_outcome
2015-01,1.4,13.400000000001,0.03731343283581811,1.362686567164182,TP
2015-01,-1.0,29.200000000002003,0.017123287671231703,-1.0171232876712317,SL
2015-01,1.4,15.200000000001001,0.032894736842103096,1.3671052631578968,TP
2015-01,1.4,15.300000000002001,0.03267973856208723,1.3673202614379127,TP
2015-01,-1.0,56.700000000002,0.008818342151675174,-1.0088183421516752,SL
2015-01,1.4,9.000000000003,0.05555555555553703,1.344444444444463,TP
2015-01,0.0,17.700000000002,0.028248587570618277,-0.028248587570618277,BE
2015-01,-1.0,21.8,0.02293577981651376,-1.0229357798165137,SL
2015-01,1.4,26.000000000001002,0.01923076923076849,1.3807692307692314,TP
2015-01,0.0,15.100000000003,0.03311258278145038,-0.03311258278145038,BE
2015-01,0.0692,13.0,0.038461538461538464,0.030738461538461534,TIME_EXIT
2015-01,-1.0,51.400000000001,0.00972762645914378,-1.0097276264591437,SL
2015-01,1.4,11.999999999999998,0.04166666666666667,1.3583333333333332,TP
2015-01,0.0,32.200000000002,0.015527950310558042,-0.015527950310558042,BE
2015-01,-1.0,33.300000000002,0.015015015015014113,-1.0150150150150141,SL
2015-01,0.2794,27.200000000002,0.018382352941175118,0.26101764705882485,TIME_EXIT
2015-02,-1.0,10.000000000001,0.049999999999995,-1.049999999999995,SL
2015-02,0.0,15.000000000002,0.033333333333328885,-0.033333333333328885,BE
2015-02,1.4,10.600000000002002,0.04716981132074581,1.3528301886792542,TP
2015-02,1.4,20.900000000001,0.02392344497607541,1.3760765550239245,TP
2015-02,-1.0,14.100000000001,0.0354609929077989,-1.035460992907799,SL
2015-02,-1.0,21.099999999999998,0.023696682464454978,-1.0236966824644549,SL
2015-02,0.0,45.400000000002,0.011013215859030352,-0.011013215859030352,BE
2015-02,1.4,9.300000000003001,0.05376344086019771,1.3462365591398022,TP
2015-02,1.4,51.500000000002004,0.009708737864077293,1.3902912621359227,TP
2015-02,-1.0,5.9,0.0847457627118644,-1.0847457627118644,SL
2015-02,-1.0,23.400000000002,0.021367521367519543,-1.0213675213675195,SL
2015-02,-1.0,23.300000000003003,0.021459227467808394,-1.0214592274678085,SL
2015-02,1.4,12.300000000002,0.040650406504058434,1.3593495934959414,TP
2015-02,0.0,8.300000000003,0.06024096385539992,-0.06024096385539992,BE
2015-02,1.4,20.400000000002002,0.024509803921566223,1.3754901960784336,TP
2015-02,1.4,11.200000000002001,0.044642857142849164,1.3553571428571507,TP
2015-02,-1.0,14.300000000002,0.034965034965030076,-1.0349650349650301,SL
2015-02,-1.0,13.900000000002,0.035971223021577556,-1.0359712230215776,SL
2015-02,1.4,23.200000000003,0.021551724137928246,1.3784482758620717,TP
2015-03,1.4,1.1,0.45454545454545453,0.9454545454545453,TP
2015-03,0.0,13.0,0.038461538461538464,-0.038461538461538464,BE
2015-03,-1.0,8.000000000003,0.06249999999997656,-1.0624999999999765,SL
2015-03,1.4,7.500000000002,0.06666666666664889,1.333333333333351,TP
2015-03,-1.0,85.700000000004,0.005834305717619331,-1.0058343057176193,SL
2015-03,1.4,9.700000000001,0.05154639175257201,1.3484536082474279,TP
2015-03,-1.0,13.500000000001,0.037037037037034294,-1.0370370370370343,SL
2015-03,1.4,36.300000000002,0.013774104683194833,1.3862258953168052,TP
2015-03,-1.0,34.500000000001,0.014492753623187984,-1.014492753623188,SL
2015-03,-1.0,21.600000000001003,0.02314814814814707,-1.023148148148147,SL
2015-03,-1.0,6.600000000001,0.07575757575756428,-1.0757575757575644,SL
2015-03,-1.0,11.200000000002001,0.044642857142849164,-1.0446428571428492,SL
2015-03,-1.0,5.900000000003001,0.08474576271182131,-1.0847457627118213,SL
2015-03,1.4,21.600000000001003,0.02314814814814707,1.3768518518518529,TP
2015-03,1.4,11.700000000003,0.04273504273503178,1.3572649572649682,TP
2015-03,1.4,19.900000000001,0.025125628140702256,1.3748743718592977,TP
2015-03,-1.0,88.400000000001,0.0056561085972850035,-1.005656108597285,SL
2015-03,1.4,12.700000000003,0.03937007874014818,1.3606299212598518,TP
2015-03,-1.0,41.400000000002,0.012077294685989753,-1.0120772946859897,SL
2015-03,1.4,21.700000000002,0.023041474654375758,1.3769585253456242,TP
2015-03,-1.0,11.100000000003,0.04504504504503287,-1.0450450450450328,SL
2015-04,1.4,12.300000000002,0.040650406504058434,1.3593495934959414,TP
2015-04,1.4,20.500000000001,0.024390243902437835,1.375609756097562,TP
2015-04,-1.0,27.400000000001,0.018248175182481084,-1.018248175182481,SL
2015-04,-1.0,33.200000000002,0.015060240963854514,-1.0150602409638545,SL
2015-04,-1.0,19.300000000002,0.02590673575129265,-1.0259067357512925,SL
2015-04,1.4,12.400000000001,0.040322580645158035,1.359677419354842,TP
2015-04,1.4,36.700000000002,0.013623978201634135,1.3863760217983658,TP
2015-04,1.4,20.500000000003,0.024390243902435455,1.3756097560975644,TP
2015-04,1.4,5.800000000002,0.08620689655169442,1.3137931034483055,TP
2015-04,0.0,33.800000000001,0.014792899408283586,-0.014792899408283586,BE
2015-04,1.4,33.000000000003,0.015151515151513775,1.384848484848486,TP
2015-04,1.4,14.7,0.034013605442176874,1.365986394557823,TP
2015-04,1.4,24.900000000003,0.020080321285138144,1.3799196787148618,TP
2015-04,1.4,29.700000000001,0.01683501683501627,1.3831649831649837,TP
2015-04,1.4,46.700000000001005,0.010706638115631462,1.3892933618843684,TP
2015-04,-1.0,14.7,0.034013605442176874,-1.034013605442177,SL
2015-04,-1.0,20.300000000001,0.02463054187191997,-1.02463054187192,SL
2015-04,1.4,16.600000000001998,0.030120481927707218,1.3698795180722927,TP
2015-04,1.4,22.4,0.022321428571428572,1.3776785714285713,TP
2015-05,1.4,33.200000000002,0.015060240963854514,1.3849397590361454,TP
2015-05,1.4,14.6,0.03424657534246575,1.3657534246575342,TP
