month,sample,tick_auditable,non_auditable,PF_bar,PF_tick,expectancy_bar,expectancy_tick,DD_bar,DD_tick,winrate_bar,winrate_tick,total_R_bar,total_R_tick,TP_bar,BE_bar,SL_bar,FORCED_bar,TP_tick,BE_tick,SL_tick,FORCED_tick,match_rate,reliability_score
2024-05,23,23,0,3.513032,0.010785818181818181,0.21852452173913042,-0.9462048695652174,-1.0,-20.762712,26.08695652173913,4.3478260869565215,5.026064,-21.762712,4,15,2,2,0,0,22,1,13.043478260869565,1.0
2024-07,21,21,0,10.255284999999999,0.06999999999999999,0.4407278571428571,-0.8857142857142858,-1.0,-17.6,38.095238095238095,4.761904761904762,9.255284999999999,-18.6,7,12,1,1,1,0,20,0,9.523809523809524,1.0
2024-08,20,20,0,5.6,0.07368421052631578,0.45999999999999996,-0.8800000000000001,-1.0,-16.6,40.0,5.0,9.2,-17.6,8,10,2,0,1,0,19,0,15.0,1.0
2024-10,23,22,1,1.1666666666666667,0.0,0.043478260869565195,-1.0,-1.0,-21.0,21.73913043478261,0.0,0.9999999999999996,-22.0,5,12,6,0,0,0,22,0,27.27272727272727,0.9565217391304348
2025-03,18,18,0,2.554439,0.11249999999999999,0.25907316666666663,-0.7888888888888889,-2.0,-13.2,33.33333333333333,11.11111111111111,4.663316999999999,-14.2,5,9,3,1,1,1,16,0,27.77777777777778,1.0
2025-07,22,12,10,3.733333333333333,0.0,0.3727272727272727,-1.0,-2.0,-11.0,36.36363636363637,0.0,8.2,-12.0,8,11,3,0,0,0,12,0,0.0,0.5454545454545454
2025-08,19,18,1,11.998610999999999,0.175,0.5788742631578947,-0.7333333333333333,-1.0,-12.2,47.368421052631575,11.11111111111111,10.998610999999999,-13.2,8,9,1,1,2,0,16,0,16.666666666666664,0.9473684210526315
2024-11,19,19,0,1.9565276249566752,0.0016374788148424723,0.2528817894736842,-0.8944866315789475,-3.0231209999999997,-15.995246000000002,42.10526315789473,5.263157894736842,4.804754,-16.995246,7,5,5,2,0,0,17,2,36.84210526315789,1.0
2025-01,20,19,1,1.617112282169922,0.02290562031197111,0.10685184999999997,-0.8980506842105264,-3.0,-16.062963,20.0,5.263157894736842,2.1370369999999994,-17.062963,4,12,3,1,0,1,17,1,15.789473684210526,0.95
