month,sample,aud_sample,pf_tick,pf_bar,exp_tick,exp_bar,wr_tick,wr_bar,total_r_tick,total_r_bar,match_rate
2024-05,23,23,0.012714518351492963,3.513032,-0.9065447435012691,0.21852452173913042,4.3478260869565215,26.08695652173913,-20.85052910052919,5.026064,4.3478260869565215
2024-06,15,15,0.0,inf,-1.0,0.9967143333333334,0.0,73.33333333333333,-15.0,14.950715,0.0
2024-07,21,21,0.04180474901943836,10.255284999999999,-0.8802122608574673,0.4407278571428571,4.761904761904762,38.095238095238095,-18.484457478006814,9.255284999999999,0.0
2024-08,20,20,0.05816033461036052,5.6,-0.8602982180034167,0.45999999999999996,5.0,40.0,-17.205964360068332,9.2,0.0
2024-10,23,22,0.17484810875837448,1.1666666666666667,-0.6950724966571384,0.045454545454545435,9.090909090909092,21.73913043478261,-15.291594926457046,0.9999999999999996,0.0
2024-11,19,19,0.0590542431893901,1.9565276249566752,-0.7680015885879613,0.2528817894736842,10.526315789473683,42.10526315789473,-14.592030183171264,4.804754,10.526315789473683
2025-01,20,19,0.027312536863695027,1.2128342116274413,-0.8464942623433821,0.03879142105263155,5.263157894736842,15.0,-16.08339098452426,0.7370369999999995,5.0
2025-03,18,18,0.031602578204869725,2.554439,-0.8701095331909077,0.25907316666666663,5.555555555555555,33.33333333333333,-15.661971597436338,4.663316999999999,0.0
2025-07,22,12,0.0,inf,-1.0,0.5833333333333334,0.0,22.727272727272727,-12.0,7.0,0.0
