sample,BASE,OBSERVED_SPREAD_ONLY,BROKER_CONSERVATIVE,BROKER_ADVERSE,EXTRA_COST_0.1R,EXTRA_COST_0.2R
168,32.29,26.57,15.48,3.04,15.49,-1.31
