month,sample,auditable,pf_tick,exp_tick,wr_tick,total_r_tick,match_rate
2024-05,23,23,40.07478347941621,0.7422394497986923,78.26086956521739,17.071507345369923,17.391304347826086
2024-06,15,15,inf,1.080955428694563,93.33333333333333,16.214331430418447,40.0
2024-07,21,21,inf,0.6831743182766863,66.66666666666666,14.346660683810413,14.285714285714285
2024-08,20,20,19.516890669537734,0.6372696139516614,60.0,12.745392279033227,25.0
2024-10,23,22,5.138265824214616,0.510928397215607,59.09090909090909,11.240424738743354,8.695652173913043
2024-11,19,19,inf,0.659270065424086,63.1578947368421,12.526131243057632,36.84210526315789
2025-01,20,19,inf,0.7370205539951609,73.68421052631578,14.003390525908056,10.0
2025-03,18,18,3.4796442769133593,0.39381669934656255,50.0,7.088700588238126,22.22222222222222
2025-07,22,12,inf,0.7813043505266409,75.0,9.37565220631969,13.636363636363635
