path,size_mb,tracked_status,should_be_in_git,action
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_free_2020\prepared\GBPJPY_M5.csv,10.96,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_free_2020\prepared\GBPUSD_M5.csv,10.98,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_free_2020\prepared\USDCAD_M5.csv,10.95,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_free_2020\prepared\USDCHF_M5.csv,10.94,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_free_2020\prepared\USDJPY_M5.csv,10.99,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_intake_2015_2019\prepared\EURUSD_M5_2015_2019_BID_ASK_MID_SPREAD.csv,73.52,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_intake_2015_2019\prepared\EURUSD_M5_ASK.csv,24.04,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_intake_2015_2019\prepared\EURUSD_M5_BID.csv,24.05,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_intake_2015_2019\prepared\EURUSD_M5_MID.csv,27.63,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_intake_2015_2019\prepared\EURUSD_M5_SPREAD.csv,16.19,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_intake_2015_2019\prepared_m1\EURUSD_M1_ASK.csv,23.09,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_intake_2015_2019\prepared_m1\EURUSD_M1_BID.csv,23.08,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_intake_2015_2019\prepared_m1\EURUSD_M1_MID.csv,29.96,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_intake_2015_2019\prepared_m1_full\EURUSD_M1_ASK.csv,115.83,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_intake_2015_2019\prepared_m1_full\EURUSD_M1_BID.csv,115.83,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_intake_2015_2019\prepared_m1_full\EURUSD_M1_MID.csv,150.84,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_intake_2015_2019\raw_m1\EURUSD_M1_ASK.csv,115.83,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_intake_2015_2019\raw_m1\EURUSD_M1_BID.csv,115.83,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_intake_2015_2019\raw_m1\2015\EURUSD_M1_ASK.csv,23.09,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_intake_2015_2019\raw_m1\2015\EURUSD_M1_BID.csv,23.08,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_intake_2015_2019\raw_m1\2016\EURUSD_M1_ASK.csv,23.25,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_intake_2015_2019\raw_m1\2016\EURUSD_M1_BID.csv,23.25,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_intake_2015_2019\raw_m1\2017\EURUSD_M1_ASK.csv,23.14,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_intake_2015_2019\raw_m1\2017\EURUSD_M1_BID.csv,23.14,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_intake_2015_2019\raw_m1\2018\EURUSD_M1_ASK.csv,23.2,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_intake_2015_2019\raw_m1\2018\EURUSD_M1_BID.csv,23.2,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_intake_2015_2019\raw_m1\2019\EURUSD_M1_ASK.csv,23.15,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_intake_2015_2019\raw_m1\2019\EURUSD_M1_BID.csv,23.16,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_intake_2015_2019\raw_m1_merged\EURUSD_M1_ASK.csv,115.83,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_intake_2015_2019\raw_m1_merged\EURUSD_M1_BID.csv,115.83,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_intake_2020_2026_bidask\prepared\EURUSD_M5_ASK.csv,30.33,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_intake_2020_2026_bidask\prepared\EURUSD_M5_BID.csv,30.34,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_intake_2020_2026_bidask\prepared\EURUSD_M5_MID.csv,38.24,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_intake_2020_2026_bidask\prepared\EURUSD_M5_SPREAD.csv,20.83,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_intake_2020_2026_bidask\raw\EURUSD_M1_ASK_2020_2025.csv,138.06,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_intake_2020_2026_bidask\raw\EURUSD_M1_ASK_FULL_2020_2026.csv,145.13,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_intake_2020_2026_bidask\raw\EURUSD_M1_BID_2020_2025.csv,138.12,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_intake_2020_2026_bidask\raw\EURUSD_M1_BID_FULL_2020_2026.csv,145.18,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_precision\dukascopy\EURUSD_M1_ASK.csv,138.06,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_precision\dukascopy\EURUSD_M1_BID.csv,138.12,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_precision\dukascopy\EURUSD_M1_MID.csv,179.3,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_precision_raw\dukascopy\EURUSD_M1_ASK.csv,138.06,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_precision_raw\dukascopy\EURUSD_M1_BID.csv,138.12,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_usdjpy_2016_2019\prepared\USDJPY_M5.csv,21.95,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_usdjpy_2016_2021\prepared\USDJPY_M15.csv,11.02,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_usdjpy_2016_2021\prepared\USDJPY_M5.csv,32.93,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\data_usdjpy_2022_2025\prepared\USDJPY_M5.csv,21.98,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_candidate_block_lab_compression_release\EURUSD\oos\equity_curve.csv,17.98,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_candidate_block_lab_compression_release\USDJPY\oos\equity_curve.csv,17.5,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_candidate_block_lab_pemr_partial\EURUSD\oos\equity_curve.csv,17.15,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_candidate_block_lab_pemr_partial\USDCAD\oos\equity_curve.csv,17.45,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_candidate_block_lab_pemr_partial\USDJPY\oos\equity_curve.csv,17.54,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_candidate_block_lab_trend_reclaim\EURUSD\oos\equity_curve.csv,17.97,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_candidate_block_lab_trend_reclaim\USDJPY\oos\equity_curve.csv,17.96,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_core_reversion_context_lab\base\oos\equity_curve.csv,17.49,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_core_reversion_context_lab\core_balanced_or_calm\oos\equity_curve.csv,17.54,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_core_reversion_context_lab\core_only\oos\equity_curve.csv,17.54,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_core_reversion_context_lab\core_short_only\oos\equity_curve.csv,13.88,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_core_reversion_context_lab\short_only\oos\equity_curve.csv,13.88,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_core_reversion_context_lab\wed_thu_fri_core\oos\equity_curve.csv,14.31,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_core_reversion_context_lab\wed_thu_fri_core_balanced_or_calm\oos\equity_curve.csv,14.31,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_core_reversion_context_lab_2016_2021\base\design\equity_curve.csv,27.65,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_core_reversion_context_lab_2016_2021\base\oos\equity_curve.csv,17.49,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_core_reversion_context_lab_2016_2021\core_only\design\equity_curve.csv,27.85,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_core_reversion_context_lab_2016_2021\core_only\oos\equity_curve.csv,17.54,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_core_reversion_context_lab_2016_2021\core_short_only\design\equity_curve.csv,27.82,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_core_reversion_context_lab_2016_2021\core_short_only\oos\equity_curve.csv,13.88,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_core_reversion_context_lab_2016_2021\short_only\design\equity_curve.csv,27.89,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_core_reversion_context_lab_2016_2021\short_only\oos\equity_curve.csv,13.88,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_core_reversion_context_lab_2016_2021\wed_thu_fri_core\design\equity_curve.csv,27.89,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_core_reversion_context_lab_2016_2021\wed_thu_fri_core\oos\equity_curve.csv,14.31,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\bb_rsi2__balanced\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\bb_rsi2__loose\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\bb_rsi2__tight\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\bb_rsi7__balanced\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\bb_rsi7__loose\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\bb_rsi7__tight\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\bb_stoch__balanced\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\bb_stoch__loose\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\bb_stoch__tight\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\bb_vwap_rsi2__balanced\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\bb_vwap_rsi2__loose\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\bb_vwap_rsi2__tight\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\bb_vwap_rsi7__balanced\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\bb_vwap_rsi7__loose\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\bb_vwap_rsi7__tight\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\vwap_rsi2__balanced\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\vwap_rsi2__loose\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\vwap_rsi2__tight\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\vwap_rsi7__balanced\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\vwap_rsi7__loose\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\vwap_rsi7__tight\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\bb_rsi2__balanced\equity_curve.csv,13.2,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\bb_rsi2__loose\equity_curve.csv,13.23,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\bb_rsi2__tight\equity_curve.csv,13.19,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\bb_rsi7__balanced\equity_curve.csv,13.2,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\bb_rsi7__loose\equity_curve.csv,13.23,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\bb_rsi7__tight\equity_curve.csv,13.17,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\bb_stoch__balanced\equity_curve.csv,13.2,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\bb_stoch__loose\equity_curve.csv,13.22,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\bb_stoch__tight\equity_curve.csv,13.19,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\bb_vwap_rsi2__balanced\equity_curve.csv,13.11,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\bb_vwap_rsi2__loose\equity_curve.csv,13.19,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\bb_vwap_rsi2__tight\equity_curve.csv,13.14,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\bb_vwap_rsi7__balanced\equity_curve.csv,13.13,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\bb_vwap_rsi7__loose\equity_curve.csv,13.2,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\bb_vwap_rsi7__tight\equity_curve.csv,13.08,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\vwap_rsi2__balanced\equity_curve.csv,13.27,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\vwap_rsi2__loose\equity_curve.csv,13.27,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\vwap_rsi2__tight\equity_curve.csv,13.24,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\vwap_rsi7__balanced\equity_curve.csv,13.2,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\vwap_rsi7__loose\equity_curve.csv,13.21,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\vwap_rsi7__tight\equity_curve.csv,13.2,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_bb_stoch__mr_balanced__core__balanced\equity_curve.csv,16.57,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_bb_stoch__mr_balanced__core__tight\equity_curve.csv,15.95,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_bb_stoch__mr_balanced__early__balanced\equity_curve.csv,15.58,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_bb_stoch__mr_balanced__early__tight\equity_curve.csv,15.51,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_bb_stoch__mr_balanced__full__balanced\equity_curve.csv,16.51,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_bb_stoch__mr_balanced__full__tight\equity_curve.csv,16.07,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_bb_stoch__mr_strict__core__balanced\equity_curve.csv,16.11,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_bb_stoch__mr_strict__core__tight\equity_curve.csv,15.53,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_bb_stoch__mr_strict__early__balanced\equity_curve.csv,14.89,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_bb_stoch__mr_strict__early__tight\equity_curve.csv,14.75,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_bb_stoch__mr_strict__full__balanced\equity_curve.csv,16.31,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_bb_stoch__mr_strict__full__tight\equity_curve.csv,15.49,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi2__mr_balanced__core__balanced\equity_curve.csv,16.49,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi2__mr_balanced__core__tight\equity_curve.csv,16.51,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi2__mr_balanced__early__balanced\equity_curve.csv,16.58,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi2__mr_balanced__early__tight\equity_curve.csv,16.64,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi2__mr_balanced__full__balanced\equity_curve.csv,16.64,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi2__mr_balanced__full__tight\equity_curve.csv,16.62,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi2__mr_strict__core__balanced\equity_curve.csv,16.32,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi2__mr_strict__core__tight\equity_curve.csv,16.1,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi2__mr_strict__early__balanced\equity_curve.csv,16.47,Unknown,NO,Exclude
