path,size_mb,tracked_status,should_be_in_git,action
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_candidate_block_lab_compression_release\EURUSD\oos\equity_curve.csv,17.98,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_candidate_block_lab_compression_release\USDJPY\oos\equity_curve.csv,17.5,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_candidate_block_lab_pemr_partial\EURUSD\oos\equity_curve.csv,17.15,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_candidate_block_lab_pemr_partial\USDCAD\oos\equity_curve.csv,17.45,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_candidate_block_lab_pemr_partial\USDJPY\oos\equity_curve.csv,17.54,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_candidate_block_lab_trend_reclaim\EURUSD\oos\equity_curve.csv,17.97,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_candidate_block_lab_trend_reclaim\USDJPY\oos\equity_curve.csv,17.96,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_core_reversion_context_lab\base\oos\equity_curve.csv,17.49,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_core_reversion_context_lab\core_balanced_or_calm\oos\equity_curve.csv,17.54,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_core_reversion_context_lab\core_only\oos\equity_curve.csv,17.54,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_core_reversion_context_lab\core_short_only\oos\equity_curve.csv,13.88,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_core_reversion_context_lab\short_only\oos\equity_curve.csv,13.88,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_core_reversion_context_lab\wed_thu_fri_core\oos\equity_curve.csv,14.31,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_core_reversion_context_lab\wed_thu_fri_core_balanced_or_calm\oos\equity_curve.csv,14.31,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_core_reversion_context_lab_2016_2021\base\design\equity_curve.csv,27.65,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_core_reversion_context_lab_2016_2021\base\oos\equity_curve.csv,17.49,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_core_reversion_context_lab_2016_2021\core_only\design\equity_curve.csv,27.85,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_core_reversion_context_lab_2016_2021\core_only\oos\equity_curve.csv,17.54,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_core_reversion_context_lab_2016_2021\core_short_only\design\equity_curve.csv,27.82,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_core_reversion_context_lab_2016_2021\core_short_only\oos\equity_curve.csv,13.88,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_core_reversion_context_lab_2016_2021\short_only\design\equity_curve.csv,27.89,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_core_reversion_context_lab_2016_2021\short_only\oos\equity_curve.csv,13.88,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_core_reversion_context_lab_2016_2021\wed_thu_fri_core\design\equity_curve.csv,27.89,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_core_reversion_context_lab_2016_2021\wed_thu_fri_core\oos\equity_curve.csv,14.31,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\bb_rsi2__balanced\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\bb_rsi2__loose\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\bb_rsi2__tight\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\bb_rsi7__balanced\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\bb_rsi7__loose\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\bb_rsi7__tight\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\bb_stoch__balanced\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\bb_stoch__loose\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\bb_stoch__tight\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\bb_vwap_rsi2__balanced\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\bb_vwap_rsi2__loose\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\bb_vwap_rsi2__tight\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\bb_vwap_rsi7__balanced\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\bb_vwap_rsi7__loose\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\bb_vwap_rsi7__tight\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\vwap_rsi2__balanced\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\vwap_rsi2__loose\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\vwap_rsi2__tight\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\vwap_rsi7__balanced\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\vwap_rsi7__loose\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd\20260409_093731_fast_combo_lab\oos\vwap_rsi7__tight\equity_curve.csv,10.31,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\bb_rsi2__balanced\equity_curve.csv,13.2,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\bb_rsi2__loose\equity_curve.csv,13.23,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\bb_rsi2__tight\equity_curve.csv,13.19,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\bb_rsi7__balanced\equity_curve.csv,13.2,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\bb_rsi7__loose\equity_curve.csv,13.23,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\bb_rsi7__tight\equity_curve.csv,13.17,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\bb_stoch__balanced\equity_curve.csv,13.2,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\bb_stoch__loose\equity_curve.csv,13.22,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\bb_stoch__tight\equity_curve.csv,13.19,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\bb_vwap_rsi2__balanced\equity_curve.csv,13.11,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\bb_vwap_rsi2__loose\equity_curve.csv,13.19,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\bb_vwap_rsi2__tight\equity_curve.csv,13.14,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\bb_vwap_rsi7__balanced\equity_curve.csv,13.13,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\bb_vwap_rsi7__loose\equity_curve.csv,13.2,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\bb_vwap_rsi7__tight\equity_curve.csv,13.08,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\vwap_rsi2__balanced\equity_curve.csv,13.27,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\vwap_rsi2__loose\equity_curve.csv,13.27,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\vwap_rsi2__tight\equity_curve.csv,13.24,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\vwap_rsi7__balanced\equity_curve.csv,13.2,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\vwap_rsi7__loose\equity_curve.csv,13.21,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v2\20260409_094957_fast_combo_lab\oos\vwap_rsi7__tight\equity_curve.csv,13.2,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_bb_stoch__mr_balanced__core__balanced\equity_curve.csv,16.57,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_bb_stoch__mr_balanced__core__tight\equity_curve.csv,15.95,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_bb_stoch__mr_balanced__early__balanced\equity_curve.csv,15.58,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_bb_stoch__mr_balanced__early__tight\equity_curve.csv,15.51,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_bb_stoch__mr_balanced__full__balanced\equity_curve.csv,16.51,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_bb_stoch__mr_balanced__full__tight\equity_curve.csv,16.07,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_bb_stoch__mr_strict__core__balanced\equity_curve.csv,16.11,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_bb_stoch__mr_strict__core__tight\equity_curve.csv,15.53,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_bb_stoch__mr_strict__early__balanced\equity_curve.csv,14.89,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_bb_stoch__mr_strict__early__tight\equity_curve.csv,14.75,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_bb_stoch__mr_strict__full__balanced\equity_curve.csv,16.31,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_bb_stoch__mr_strict__full__tight\equity_curve.csv,15.49,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi2__mr_balanced__core__balanced\equity_curve.csv,16.49,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi2__mr_balanced__core__tight\equity_curve.csv,16.51,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi2__mr_balanced__early__balanced\equity_curve.csv,16.58,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi2__mr_balanced__early__tight\equity_curve.csv,16.64,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi2__mr_balanced__full__balanced\equity_curve.csv,16.64,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi2__mr_balanced__full__tight\equity_curve.csv,16.62,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi2__mr_strict__core__balanced\equity_curve.csv,16.32,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi2__mr_strict__core__tight\equity_curve.csv,16.1,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi2__mr_strict__early__balanced\equity_curve.csv,16.47,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi2__mr_strict__early__tight\equity_curve.csv,16.45,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi2__mr_strict__full__balanced\equity_curve.csv,16.54,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi2__mr_strict__full__tight\equity_curve.csv,16.46,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi7__mr_balanced__core__balanced\equity_curve.csv,16.47,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi7__mr_balanced__core__tight\equity_curve.csv,16.48,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi7__mr_balanced__early__balanced\equity_curve.csv,16.59,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi7__mr_balanced__early__tight\equity_curve.csv,15.35,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi7__mr_balanced__full__balanced\equity_curve.csv,16.56,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi7__mr_balanced__full__tight\equity_curve.csv,16.54,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi7__mr_strict__core__balanced\equity_curve.csv,16.78,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi7__mr_strict__core__tight\equity_curve.csv,11.74,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi7__mr_strict__early__balanced\equity_curve.csv,15.35,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi7__mr_strict__early__tight\equity_curve.csv,12.5,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi7__mr_strict__full__balanced\equity_curve.csv,16.4,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi7__mr_strict__full__tight\equity_curve.csv,14.92,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\trend_ema_rsi7__trend_active__core__balanced\equity_curve.csv,16.7,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\trend_ema_rsi7__trend_active__core__tight\equity_curve.csv,16.7,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\trend_ema_rsi7__trend_active__early__tight\equity_curve.csv,16.57,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\trend_ema_rsi7__trend_balanced__core__tight\equity_curve.csv,16.67,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\trend_ema_rsi7__trend_balanced__early__tight\equity_curve.csv,16.68,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_playbook_core_lab_frequency\core_reversion\oos\equity_curve.csv,17.31,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_playbook_setup_lab\compression_breakout\oos\equity_curve.csv,17.96,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_playbook_setup_lab\core_reversion\oos\equity_curve.csv,17.49,Unknown,NO,Exclude
