pair,month,trades,wins,losses,net_pnl_usd,profit_factor
USDJPY,2020-01,1,0,1,-459.34999172360386,0.0
USDJPY,2020-02,1,1,0,49.524487381485706,inf
USDJPY,2020-03,1,0,1,-777.468228853215,0.0
USDJPY,2020-04,4,3,1,401.73310632697587,1.5238094764944194
USDJPY,2020-05,2,1,1,-567.9427588742266,0.3077987590111404
USDJPY,2020-07,3,2,1,618.4194979451587,2.4168950893825873
USDJPY,2020-08,3,2,1,20.379475130334413,1.0407105053915007
USDJPY,2020-09,4,4,0,500.27047924007786,inf
USDJPY,2020-10,5,2,3,-2015.2435071350926,0.06044816061668299
USDJPY,2020-11,1,1,0,327.46291967893774,inf
USDJPY,2020-12,5,3,2,147.4941944342478,1.1399571969025841
USDJPY,2021-01,4,2,2,-1103.455947305396,0.12094418837079998
USDJPY,2021-03,2,2,0,259.63667795424124,inf
USDJPY,2021-05,5,2,3,-1157.4912792304565,0.3206964096752188
USDJPY,2021-06,5,3,2,-21.363012761716845,0.9796242895880268
USDJPY,2021-07,2,0,2,-1198.19913956003,0.0
USDJPY,2021-08,4,2,2,-1016.454356132976,0.2391254961655405
USDJPY,2021-09,3,2,1,-120.33105265367853,0.5743719505095105
USDJPY,2021-10,3,2,1,-633.4609199205544,0.21206479142876256
USDJPY,2021-12,5,3,2,-49.818297557188714,0.9451984988106608
