pair,month,trades,wins,losses,breakevens,win_rate,total_pnl_r,total_pnl_usd,avg_pnl_r,max_drawdown_pct,profit_factor
EURUSD,2015-01,7,2,5,0,28.57142857142857,-4.592400590921712,-2350.29966213108,-0.6560572272745303,3.3114919785429233,0.29724575984340335
EURUSD,2015-02,6,2,4,0,33.33333333333333,-1.8853283289296,-987.7471684770625,-0.31422138815493333,1.473372971339044,0.6036478682935806
EURUSD,2015-03,6,2,4,0,33.33333333333333,-3.08376781849802,-1615.2845243327015,-0.5139613030830034,2.1031155231433525,0.3843930183323446
EURUSD,2015-04,4,4,0,0,100.0,3.957062220062997,2100.0285783643412,0.9892655550157492,0.0,inf
EURUSD,2015-05,2,1,1,0,50.0,0.9667672231598672,517.5511695902488,0.4833836115799336,0.5548759295896363,1.9227817631520088
EURUSD,2015-06,4,3,1,0,75.0,1.9379671007080672,1057.6058640008785,0.4844917751770168,1.1239054945590037,1.9206962079481
EURUSD,2015-07,6,2,4,0,33.33333333333333,-1.925795022995134,-1107.365802604399,-0.32096583716585564,2.7804504717172094,0.6039469427639073
EURUSD,2015-08,6,3,3,0,50.0,-1.135410796797962,-690.2062132907087,-0.18923513279966034,1.8004429382980662,0.7129496451427964
EURUSD,2015-09,6,3,3,0,50.0,-1.1800993950761833,-751.0508984060564,-0.19668323251269723,3.0153187615657506,0.7552437931586983
EURUSD,2015-10,3,1,2,0,33.33333333333333,-1.9420472690272512,-1191.5555162882051,-0.6473490896757504,1.2478753384635015,0.3637248927529917
EURUSD,2015-11,4,1,3,0,25.0,-3.102721042959258,-1912.7842807637783,-0.7756802607398146,2.4948674818304135,0.23786206031682997
EURUSD,2015-12,3,3,0,0,100.0,2.2382758048421465,1383.8489148649048,0.7460919349473821,0.0,inf
EURUSD,2016-01,6,2,4,0,33.33333333333333,-0.954337831761473,-607.9107185386673,-0.15905630529357884,0.6746555826726383,0.7549644942327038
EURUSD,2016-02,13,8,5,0,61.53846153846154,3.5350952190430656,2297.02529581386,0.2719304014648512,1.0463458322552508,1.7294539011873442
EURUSD,2016-03,6,3,3,0,50.0,0.7084462678339449,436.503926056792,0.11807437797232416,2.293224561179096,1.1427141315622849
EURUSD,2016-04,5,3,2,0,60.0,-0.13931917468637733,-130.1563397504941,-0.027863834937275466,1.5244097733539306,0.9419850612614814
EURUSD,2016-05,3,1,2,0,33.33333333333333,-0.08421828730916725,-84.25247985309568,-0.028072762436389082,1.5207101290965461,0.945393138017406
EURUSD,2016-06,8,3,5,0,37.5,-3.6451470436026545,-2782.086688713442,-0.4556433804503318,3.4897656318664496,0.5157745586285467
EURUSD,2016-07,5,4,1,0,80.0,2.200074023781424,1715.8078097944024,0.44001480475628474,0.0,3.1795599895835807
EURUSD,2016-08,3,0,3,0,0.0,-1.7693246847113016,-1405.7155628842756,-0.5897748949037672,1.0015233815674256,0.0
EURUSD,2016-09,5,1,4,0,20.0,-3.8927992839692505,-3111.9739155990655,-0.7785598567938501,2.4839273529775445,0.06986402563063324
EURUSD,2016-10,7,3,4,0,42.857142857142854,-0.9431290939604086,-821.4070754384209,-0.1347327277086298,3.8872071700406954,0.7935644500019249
EURUSD,2016-11,1,1,0,0,100.0,0.9761030980626456,803.8296645071953,0.9761030980626456,0.0,inf
EURUSD,2016-12,4,2,2,0,50.0,-0.32080821871056775,-266.75271509183665,-0.08020205467764194,0.8555606470743357,0.8173859933847497
EURUSD,2017-01,4,2,2,0,50.0,-1.1077890913925774,-951.1358460138295,-0.27694727284814435,0.8853295125023314,0.63499761469069
EURUSD,2017-02,3,2,1,0,66.66666666666666,0.8944285288387315,758.2420915803953,0.2981428429462438,0.8947088162654776,1.8335706842372912
EURUSD,2017-03,8,5,3,0,62.5,1.6687762801942934,1468.8479037774782,0.20859703502428667,1.0450164674978708,1.5168167180137138
EURUSD,2017-04,7,4,3,0,57.14285714285714,1.7732138857195983,1649.9113245438834,0.25331626938851404,0.9938139079819072,1.567859487959957
EURUSD,2017-05,6,2,4,0,33.33333333333333,-1.5094480552762573,-1466.1610312472926,-0.2515746758793762,3.3209763667038894,0.5625784362365752
EURUSD,2017-06,9,6,3,0,66.66666666666666,4.932490590499108,4964.164534427139,0.5480545100554565,2.7771647806322908,2.737923276009166
EURUSD,2017-07,6,3,3,0,50.0,0.7738986924076232,809.6846398214602,0.12898311540127053,1.1376938192040429,1.2424018872092795
EURUSD,2017-08,1,0,1,0,0.0,-1.0211272919339007,-1103.0977489839008,-1.0211272919339007,0.0,0.0
EURUSD,2017-09,5,1,4,0,20.0,-3.1735107056166862,-3448.0737062768594,-0.6347021411233372,2.368903615307879,0.2308890501289341
EURUSD,2017-10,8,4,4,0,50.0,1.5408431002184813,1733.0234959515094,0.19260538752731016,1.281259750461099,1.4678896901378138
EURUSD,2017-11,4,1,3,0,25.0,-1.668239878083896,-1914.4939475799124,-0.417059969520974,1.1980632439189038,0.3681815916754371
EURUSD,2017-12,2,1,1,0,50.0,0.27725929947220784,306.15209055837045,0.13862964973610392,1.1909189185021234,1.2532353468955233
EURUSD,2018-01,5,2,3,0,40.0,-3.033225873703502,-3556.302224776355,-0.6066451747407003,4.808258413202521,0.2611974480713836
