pair,year,trades,wins,losses,breakevens,win_rate,total_pnl_r,total_pnl_usd,avg_pnl_r,max_drawdown_pct,profit_factor
EURUSD,2015,57,27,30,0,47.368421052631575,-9.747497916432046,-5547.259539473619,-0.1710087353760008,7.847210635309228,0.7569280702612678
EURUSD,2016,66,31,35,0,46.96969696969697,-4.329365009990123,-3957.088799697048,-0.06559643954530489,9.353930514734229,0.8644772140471771
EURUSD,2017,63,31,32,0,49.2063492063492,3.380795355046727,2807.0638005584424,0.053663418334075036,6.601245349395065,1.0867962891251626
EURUSD,2018,5,2,3,0,40.0,-3.033225873703502,-3556.302224776355,-0.6066451747407003,4.808258413202521,0.2611974480713836
