setup_name,stage,final_equity,total_return_pct,max_drawdown_pct,sharpe_ratio,profit_factor,total_trades,wins,losses,win_rate_pct,trades_per_month,robustness_score
core_reversion,design,97339.43464537218,-2.6605653546278196,3.0326835574101794,-1.198518463518241,0.191059203685688,11,5,6,45.45454545454545,1.2222222222222223,-39.97885561617738
core_reversion,oos,98861.65481004512,-1.1383451899548813,1.190469514823473,-0.28850670020574376,0.6561384535469482,11,6,5,54.54545454545454,1.1,0.6009730981815635
