trade_id,entry_time,exit_time,direction,verdict,gross_r,net_r,comm_r
2072,2024-01-02T12:18:00+00:00,2024-01-02T12:42:06.016000,SHORT,BE_STOP,0.0,-0.0549,0.0549
2073,2024-01-03T12:12:00+00:00,2024-01-03T12:30:06.702000,LONG,BE_STOP,0.0,-0.0407,0.0407
2074,2024-01-05T15:00:00+00:00,2024-01-05T17:09:07.359000,LONG,SL,-1.0,-1.0121,0.0121
2075,2024-01-08T14:09:00+00:00,2024-01-08T14:36:24.611000,LONG,BE_STOP,0.0,-0.0538,0.0538
2076,2024-01-09T16:48:00+00:00,2024-01-10T00:44:59.748000,LONG,TIME_EXIT,-0.083,-0.1048,0.0218
2077,2024-01-10T15:06:00+00:00,2024-01-10T15:34:49.205000,LONG,TP,1.4,1.3462,0.0538
2078,2024-01-11T14:24:00+00:00,2024-01-11T15:14:55.281000,LONG,SL,-1.0,-1.0161,0.0161
2079,2024-01-12T12:12:00+00:00,2024-01-12T12:24:15.230000,SHORT,BE_STOP,0.0,-0.0769,0.0769
2080,2024-01-16T13:30:00+00:00,2024-01-16T13:37:57.278000,LONG,BE_STOP,0.0,-0.0307,0.0307
2081,2024-01-17T15:06:00+00:00,2024-01-18T00:44:52.558000,LONG,TIME_EXIT,0.6494,0.6295,0.0199
2082,2024-01-18T13:00:00+00:00,2024-01-18T13:21:23.840000,SHORT,TP,1.4,1.278,0.122
2083,2024-01-19T17:09:00+00:00,2024-01-19T18:21:08.635000,SHORT,SL,-1.0,-1.0355,0.0355
2084,2024-01-22T13:51:00+00:00,2024-01-22T15:31:15.670000,LONG,BE_STOP,0.0,-0.0403,0.0403
2085,2024-01-23T14:03:00+00:00,2024-01-23T16:00:00.077000,SHORT,TP,1.4,1.3351,0.0649
2086,2024-01-24T13:03:00+00:00,2024-01-24T13:50:21.453000,LONG,TP,1.4,1.3528,0.0472
2087,2024-01-25T14:00:00+00:00,2024-01-25T14:13:29.396000,SHORT,BE_STOP,0.0,-0.0394,0.0394
2088,2024-01-26T18:24:00+00:00,2024-01-26T21:36:35.425000,LONG,SL,-1.0,-1.0385,0.0385
2089,2024-01-29T14:09:00+00:00,2024-01-29T14:33:37.655000,SHORT,TP,1.4,1.3242,0.0758
2090,2024-01-30T14:21:00+00:00,2024-01-30T14:41:48.993000,LONG,BE_STOP,0.0,-0.0279,0.0279
2091,2024-01-31T15:24:00+00:00,2024-01-31T19:00:11.165000,SHORT,TP,1.4,1.3797,0.0203
