family_id,config_id,month,entry_time,exit_time,pnl_net_r,is_real_trade,engine_call_id
F12,F12_REAL_PRE_0001,2024-04,2024-04-01 12:00:00.223,2024-04-01 12:00:01.493,0.9,True,1778790567.969721
F12,F12_REAL_PRE_0001,2024-04,2024-04-01 12:15:05.806,2024-04-01 12:15:05.910,0.9,True,1778790568.125545
F12,F12_REAL_PRE_0001,2024-04,2024-04-01 12:30:00.064,2024-04-01 12:30:00.321,0.9,True,1778790568.282055
F12,F12_REAL_PRE_0001,2024-04,2024-04-05 12:45:00.070,2024-04-05 12:45:00.173,0.9,True,1778790568.493621
F12,F12_REAL_PRE_0002,2024-04,2024-04-01 12:00:00.223,2024-04-01 12:00:01.493,0.9,True,1778790568.887912
F12,F12_REAL_PRE_0002,2024-04,2024-04-01 12:15:05.806,2024-04-01 12:15:05.910,0.9,True,1778790569.050941
