pair,year,trades,wins,losses,net_pnl_usd,profit_factor
EURUSD,2022,1,1,0,470.75262877711117,inf
EURUSD,2023,2,2,0,671.8519950671446,inf
EURUSD,2024,1,1,0,467.85692274792683,inf
EURUSD,2025,2,2,0,896.5298883198586,inf
