trade_id,entry_time,exit_time,direction,verdict,gross_r,net_r,comm_r
2130,2024-04-01T11:09:00+00:00,2024-04-01T11:49:21.905000,LONG,BE_STOP,0.0,-0.0943,0.0943
2131,2024-04-02T13:03:00+00:00,2024-04-02T13:37:01.572000,LONG,TP,1.4,1.3167,0.0833
2132,2024-04-03T12:21:00+00:00,2024-04-03T12:59:57.668000,SHORT,BE_STOP,0.0,-0.0532,0.0532
2133,2024-04-04T12:24:00+00:00,2024-04-04T12:30:45.745000,LONG,BE_STOP,0.0,-0.0893,0.0893
2134,2024-04-05T12:30:00+00:00,2024-04-05T20:59:59.168000,SHORT,TIME_EXIT,-0.7472,-0.7585,0.0113
2135,2024-04-08T13:00:00+00:00,2024-04-08T13:08:04.453000,LONG,BE_STOP,0.0,-0.1087,0.1087
2136,2024-04-09T11:30:00+00:00,2024-04-09T12:05:28.014000,SHORT,BE_STOP,0.0,-0.0725,0.0725
2137,2024-04-10T11:00:00+00:00,2024-04-10T11:54:00.377000,SHORT,TP,1.4,1.298,0.102
2138,2024-04-11T11:42:00+00:00,2024-04-11T12:06:32.007000,SHORT,BE_STOP,0.0,-0.102,0.102
2139,2024-04-12T14:06:00+00:00,2024-04-12T14:30:50.357000,SHORT,BE_STOP,0.0,-0.034,0.034
2140,2024-04-15T12:30:00+00:00,2024-04-15T13:06:02.938000,SHORT,SL,-1.0,-1.0244,0.0244
2141,2024-04-16T14:15:00+00:00,2024-04-16T15:22:15.756000,LONG,SL,-1.0,-1.0284,0.0284
2142,2024-04-17T11:21:00+00:00,2024-04-17T12:05:00.390000,SHORT,BE_STOP,0.0,-0.0556,0.0556
2143,2024-04-18T11:00:00+00:00,2024-04-18T17:00:00.219000,LONG,SL,-1.0,-1.0549,0.0549
2144,2024-04-19T13:48:00+00:00,2024-04-19T14:30:27.011000,SHORT,SL,-1.0,-1.0459,0.0459
2145,2024-04-22T11:09:00+00:00,2024-04-22T11:58:39.343000,SHORT,TP,1.4,1.3324,0.0676
2146,2024-04-23T11:06:00+00:00,2024-04-23T11:16:16.355000,LONG,TP,1.4,1.298,0.102
2147,2024-04-25T12:15:00+00:00,2024-04-25T14:18:23.004000,SHORT,BE_STOP,0.0,-0.0192,0.0192
2148,2024-04-26T11:36:00+00:00,2024-04-26T12:30:04.589000,SHORT,BE_STOP,0.0,-0.051,0.051
2149,2024-04-29T11:39:00+00:00,2024-04-29T13:34:08.690000,SHORT,TP,1.4,1.3653,0.0347
2150,2024-04-30T14:03:00+00:00,2024-04-30T15:42:04.762000,LONG,SL,-1.0,-1.0161,0.0161
